Time(s),Acceleration(m_s2),1_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 118183
0.0510002,215.361,
0.0520003,94.5975,
0.0530004,-265.544,
0.0540006,90.9666,
0.0550007,42.2691,
0.0560008,418.588,
0.057001,-6.89218,
0.058,40.4343,
0.0590002,-251.797,
0.0600003,306.472,
0.0610004,143.394,
0.0620005,999.142,
0.0630005,59.47,
0.0640005,997.522,
0.0650009,-25.0626,
0.0660003,176.372,
0.0670007,479.513,
0.068001,28.9261,
0.0690004,263.723,
0.0700008,-403.435,
0.0710002,-271.396,
0.0720006,-318.923,
0.073,-139.047,
0.0740004,170.002,
0.0750009,-346.195,
0.0760003,-208.264,
0.0770007,238.106,
0.0780001,173.809,
0.0790004,388.504,
0.0800007,155.033,
0.081,-239.11,
0.0820004,461.365,
0.0830007,296.346,
0.084001,43.1613,
0.0850003,672.232,
0.0860006,98.9129,
0.0870009,474.199,
0.0880006,441.836,
0.089,164.994,
0.0900003,305.092,
0.0910006,203.678,
0.092001,265.632,
0.093,292.94,
0.0940003,504.367,
0.0950007,90.4178,
0.096001,199.704,
0.0970003,70.5108,
0.0980006,444.081,
0.0990009,-211.379,
0.1,186.408,
0.101001,-74.1612,
0.102,-112.423,
0.103001,-8.81421,
0.104001,-354.644,
0.105,136.636,
0.106001,764.164,
0.107001,-338.407,
0.108,288.724,
0.109001,-173.625,
0.110001,280.519,
0.111,226.744,
0.112,232.321,
0.113001,342.52,
0.114,-28.1809,
0.115,144.023,
0.116001,193.521,
0.117001,-668.669,
0.118,203.539,
0.119001,235.067,
0.120001,69.0363,
0.121,-46.1057,
0.122001,190.8,
0.123001,-214.197,
0.124,281.249,
0.125,-769.857,
0.126001,739.913,
0.127,-106.243,
0.128001,-304.462,
0.129,-99.8043,
0.130001,306.643,
0.131001,52.2876,
0.132,305.594,
0.133001,-423.3,
0.134,-400.445,
0.135001,-32.458,
0.136001,-207.122,
0.137,195.108,
0.138001,-163.24,
0.139,-214.281,
0.140001,222.091,
0.141001,65.709,
0.142,402.061,
0.143,-373.205,
0.144001,223.853,
0.145001,166.707,
0.146001,17.7743,
0.147001,102.92,
0.148001,-122.122,
0.149001,71.6241,
0.150001,-186.216,
0.151001,160.79,
0.152,63.4354,
0.153,-177.829,
0.154,-89.2928,
0.155001,98.0647,
0.156001,-116.386,
0.157,-214.308,
0.158,-135.078,
0.159,-292.478,
0.160001,0.692594,
0.161001,3.23164,
0.162001,234.379,
0.163,-331.305,
0.164,-6.11601,
0.165001,136.509,
0.166001,-94.0476,
0.167001,131.313,
0.168,-50.6528,
0.169,-242.188,
0.170001,-51.0027,
0.171001,-409.847,
0.172001,112.407,
0.173,-296.179,
0.174,-57.2784,
0.175001,-281.344,
0.176001,8.69378,
0.177001,30.0325,
0.178,-82.456,
0.179,14.1734,
0.180001,-112.701,
0.181001,-17.2769,
0.182001,-119.146,
0.183,-230.484,
0.184,159.089,
0.185,-316.534,
0.186001,65.6003,
0.187001,-221.907,
0.188,-255.183,
0.189,86.0144,
0.19,-5.13349,
0.191001,93.8492,
0.192,24.194,
0.193001,-99.1636,
0.194,321.536,
0.195001,164.611,
0.196,43.0632,
0.197,13.5134,
0.198001,216.064,
0.199,-209.177,
0.200001,218.134,
0.201,-136.664,
0.202,125.392,
0.203001,-298.556,
0.204,132.044,
0.205001,-348.255,
0.206,452.893,
0.207001,175.746,
0.208001,-26.73,
0.209,256.527,
0.210001,156.904,
0.211,-225.762,
0.212001,46.9408,
0.213001,-318.704,
0.214,224.874,
0.215001,-95.5613,
0.216,110.392,
0.217001,98.3622,
0.218001,176.305,
0.219,-79.7043,
0.220001,119.02,
0.221,-27.9919,
0.222001,-25.789,
0.223,84.9041,
0.224001,8.31119,
0.225001,-22.456,
0.226,242.136,
0.227,123.782,
0.228,48.6148,
0.229001,-258.095,
0.230001,273.551,
0.231,-16.6281,
0.232,-90.5237,
0.233,-138.327,
0.234001,125.048,
0.235001,-146.069,
0.236,256.235,
0.237,-316.726,
0.238,96.2693,
0.239001,-131.92,
0.240001,-293.838,
0.241001,47.0526,
0.242,-330.468,
0.243,41.794,
0.244001,-85.3323,
0.245001,78.7784,
0.246001,-89.9182,
0.247,272.998,
0.248,-138.233,
0.249001,208.467,
0.250001,-121.613,
0.251,-28.8808,
0.252,-402.683,
0.253001,189.891,
0.254001,-253.103,
0.255,58.7487,
0.256001,-112.978,
0.257001,236.076,
0.258,101.717,
0.259,-42.2753,
0.260001,168.009,
0.261,73.3075,
0.262,95.4426,
0.263001,-75.5255,
0.264001,-182.163,
0.265,-55.6399,
0.266001,115.2,
0.267001,-26.7608,
0.268,152.123,
0.269,-113.318,
0.270001,-143.634,
0.271,138.887,
0.272,-267.061,
0.273001,-315.39,
0.274001,-104.829,
0.275,-137.831,
0.276001,9.82165,
0.277001,-203.751,
0.278,164.676,
0.279,41.8148,
0.280001,221.568,
0.281,65.1018,
0.282,-301.319,
0.283001,23.0867,
0.284001,-210.224,
0.285,281.454,
0.286001,-383.513,
0.287001,-100.893,
0.288,10.2277,
0.289001,93.0195,
0.290001,103.344,
0.291,-185.924,
0.292,-175.994,
0.293001,72.4727,
0.294,38.5128,
0.295,28.1755,
0.296001,-192.287,
0.297001,23.8387,
0.298,181.683,
0.299001,-6.46617,
0.3,-6.91094,
Time(s),Acceleration(m_s2),6_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 118044
0,-9.18376,
0.00100005,-9.8651,
0.00200025,-10.7601,
0.00300078,-8.96689,
0.00400105,-11.0167,
0.00500028,-34.1743,
0.00600095,-212.057,
0.0070008,-39.4319,
0.00800043,-374.164,
0.0090004,-73.6064,
0.0100004,-308.444,
0.0110003,-102.523,
0.0120011,-209.428,
0.0130005,-143.707,
0.0140007,119.172,
0.0150003,206.8,
0.0160008,118.296,
0.0170005,250.836,
0.0180004,148.812,
0.0190001,296.683,
0.0200009,330.772,
0.0210007,328.913,
0.0220006,148.818,
0.0230003,310.199,
0.0240005,182.264,
0.0250008,380.741,
0.026001,-81.0553,
0.0270002,-157.729,
0.0280004,-173.502,
0.0290007,-100.771,
0.0300009,-41.1851,
0.031,-25.412,
0.0320003,42.0613,
0.0330005,344.375,
0.034001,70.1024,
0.0350001,563.887,
0.0360003,-58.2729,
0.0370006,201.544,
0.0380008,441.644,
0.0390011,-152.909,
0.0400002,244.48,
0.0410005,-26.2884,
0.0420007,-46.0048,
0.0430009,38.9945,
0.0440011,28.041,
0.0450002,-289.174,
0.0460005,-54.7675,
0.0470007,81.0562,
0.048001,-16.6496,
0.049001,-117.549,
0.0500001,-33.0603,
0.0510002,259.443,
0.0520003,22.0421,
0.0530004,204.441,
0.0540006,168.61,
0.0550007,85.4572,
0.0560008,113.032,
0.057001,-51.0021,
0.058,-207.226,
0.0590002,-109.357,
0.0600003,383.664,
0.0610004,729.379,
0.0620005,26.6929,
0.0630005,903.114,
0.0640005,655.258,
0.0650009,-313.519,
0.0660003,356.054,
0.0670007,-328.113,
0.068001,-624.52,
0.0690004,-140.399,
0.0700008,-83.4857,
0.0710002,816.323,
0.0720006,-324.38,
0.073,249.998,
0.0740004,-325.003,
0.0750009,595.722,
0.0760003,-209.215,
0.0770007,-803.131,
0.0780001,-348.571,
0.0790004,-138.411,
0.0800007,435.999,
0.081,290.178,
0.0820004,505.259,
0.0830007,-449.29,
0.084001,339.806,
0.0850003,588.531,
0.0860006,-186.862,
0.0870009,732.159,
0.0880006,-281.212,
0.089,718.392,
0.0900003,328.212,
0.0910006,608.292,
0.092001,365.78,
0.093,135.405,
0.0940003,416.726,
0.0950007,197.725,
0.096001,60.5109,
0.0970003,335.012,
0.0980006,612.843,
0.0990009,-93.8743,
0.1,-8.73462,
0.101001,736.656,
0.102,-2.74421,
0.103001,480.509,
0.104001,-24.3881,
0.105,-14.8264,
0.106001,261.118,
0.107001,46.4914,
0.108,-133.129,
0.109001,347.131,
0.110001,110.942,
0.111,380.414,
0.112,-151.856,
0.113001,48.4709,
0.114,-4.29879,
0.115,56.6062,
0.116001,482.129,
0.117001,-100.097,
0.118,-339.948,
0.119001,-170.806,
0.120001,-186.326,
0.121,-100.334,
0.122001,-40.1181,
0.123001,-213.719,
0.124,-78.6684,
0.125,17.7843,
0.126001,166.057,
0.127,-101.229,
0.128001,12.0591,
0.129,-334.511,
0.130001,369.333,
0.131001,-42.6179,
0.132,-170.942,
0.133001,69.1176,
0.134,-428.127,
0.135001,379.233,
0.136001,30.5434,
0.137,9.89852,
0.138001,-12.1625,
0.139,132.175,
0.140001,38.4388,
0.141001,72.3511,
0.142,380.238,
0.143,-62.868,
0.144001,535.682,
0.145001,-188.287,
0.146001,405.347,
0.147001,-85.6089,
0.148001,-114.06,
0.149001,-566.826,
0.150001,104.991,
0.151001,-339.574,
0.152,-246.821,
0.153,-92.72,
0.154,-224.963,
0.155001,-27.8042,
0.156001,-246.281,
0.157,169.16,
0.158,-562.133,
0.159,-14.8894,
0.160001,-272.363,
0.161001,45.4161,
0.162001,-244.765,
0.163,21.8678,
0.164,38.7732,
0.165001,-18.6936,
0.166001,38.2537,
0.167001,-285.069,
0.168,214.957,
0.169,-16.4997,
0.170001,-137.834,
0.171001,171.024,
0.172001,57.3001,
0.173,-154.668,
0.174,134.236,
0.175001,-281.994,
0.176001,15.5261,
0.177001,-211.485,
0.178,72.1689,
0.179,167.02,
0.180001,-63.7995,
0.181001,126.154,
0.182001,-92.8907,
0.183,103.803,
0.184,-97.519,
0.185,-66.8787,
0.186001,-351.484,
0.187001,-496.935,
0.188,46.5595,
0.189,-107.821,
0.19,103.102,
0.191001,281.666,
0.192,103.996,
0.193001,111.352,
0.194,177.098,
0.195001,228.551,
0.196,205.891,
0.197,-149.72,
0.198001,-122.321,
0.199,-47.7957,
0.200001,-139.597,
0.201,51.1651,
0.202,-90.2152,
0.203001,89.9411,
0.204,-116.295,
0.205001,13.6477,
0.206,-34.0863,
0.207001,106.545,
0.208001,112.32,
0.209,168.592,
0.210001,0.715914,
0.211,195.759,
0.212001,4.89091,
0.213001,37.1474,
0.214,-28.1465,
0.215001,272.634,
0.216,-207.207,
0.217001,333.091,
0.218001,-163.496,
0.219,121.988,
0.220001,105.677,
0.221,-5.69327,
0.222001,262.04,
0.223,-28.578,
0.224001,-43.98,
0.225001,89.4776,
0.226,-126.899,
0.227,-141.217,
0.228,-405.258,
0.229001,127.142,
0.230001,109.12,
0.231,-70.9581,
0.232,-8.14021,
0.233,40.4128,
0.234001,30.5982,
0.235001,-94.7428,
0.236,79.157,
0.237,-291.67,
0.238,194.157,
0.239001,-252.51,
0.240001,152.211,
0.241001,-8.72843,
0.242,-28.8871,
0.243,109.525,
0.244001,43.9083,
0.245001,-98.0687,
0.246001,31.0322,
0.247,-131.965,
0.248,-54.0687,
0.249001,-10.8595,
0.250001,62.28,
0.251,-135.827,
0.252,100.996,
0.253001,198.383,
0.254001,-42.6364,
0.255,184.42,
0.256001,-125.705,
0.257001,-148.188,
0.258,176.634,
0.259,-405.947,
0.260001,27.7609,
0.261,99.7548,
0.262,-82.7978,
0.263001,117.438,
0.264001,-87.2876,
0.265,-202.536,
0.266001,-131.093,
0.267001,11.338,
0.268,56.6672,
0.269,-418.301,
0.270001,45.3567,
0.271,260.71,
0.272,329.09,
0.273001,-39.1909,
0.274001,2.45468,
0.275,-72.0783,
0.276001,-128.613,
0.277001,-443.964,
0.278,-274.566,
0.279,-244.3,
0.280001,-6.58896,
0.281,110.497,
0.282,-59.3507,
0.283001,24.5603,
0.284001,491.408,
0.285,195.169,
0.286001,101.512,
0.287001,52.44,
0.288,93.5303,
0.289001,93.6334,
0.290001,13.6545,
0.291,-106.961,
0.292,-287.21,
0.293001,157.736,
0.294,24.8572,
0.295,-155.254,
0.296001,-229.761,
0.297001,-74.481,
0.298,-148.348,
0.299001,126.713,
0.3,-284.365,
Time(s),Acceleration(m_s2),7_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 118001
0,-9.18376,
0.00100005,-9.8651,
0.00200025,-8.96676,
0.00300078,-9.86358,
0.00400105,-10.0986,
0.00500028,42.0607,
0.00600095,-166.491,
0.0070008,382.051,
0.00800043,-178.758,
0.0090004,462.669,
0.0100004,38.5555,
0.0110003,358.394,
0.0120011,152.909,
0.0130005,220.819,
0.0140007,69.6633,
0.0150003,-245.356,
0.0160008,0.438135,
0.0170005,-168.143,
0.0180004,-310.944,
0.0190001,270.965,
0.0200009,-308.72,
0.0210007,-230.607,
0.0220006,162.598,
0.0230003,-200.665,
0.0240005,210.305,
0.0250008,-79.7408,
0.026001,333.86,
0.0270002,143.27,
0.0280004,169.997,
0.0290007,-179.198,
0.0300009,152.034,
0.031,28.0408,
0.0320003,-244.92,
0.0330005,-299.685,
0.034001,-226.08,
0.0350001,-132.318,
0.0360003,149.845,
0.0370006,-132.318,
0.0380008,40.3088,
0.0390011,98.1421,
0.0400002,-4.38137,
0.0410005,-40.3089,
0.0420007,-146.339,
0.0430009,34.1749,
0.0440011,-11.3917,
0.0450002,325.978,
0.0460005,-223.452,
0.0470007,148.968,
0.048001,233.094,
0.049001,-24.3363,
0.0500001,253.463,
0.0510002,348.067,
0.0520003,73.933,
0.0530004,372.589,
0.0540006,-97.858,
0.0550007,244.426,
0.0560008,170.008,
0.057001,-4.59479,
0.058,-111.194,
0.0590002,170.009,
0.0600003,-176.899,
0.0610004,386.52,
0.0620005,-331.82,
0.0630005,578.565,
0.0640005,-270.506,
0.0650009,1106.06,
0.0660003,200.96,
0.0670007,190.67,
0.068001,560.977,
0.0690004,328.231,
0.0700008,830.114,
0.0710002,525.711,
0.0720006,119.359,
0.073,526.662,
0.0740004,-39.048,
0.0750009,338.1,
0.0760003,434.954,
0.0770007,262.036,
0.0780001,-212.619,
0.0790004,249.497,
0.0800007,230.999,
0.081,180.108,
0.0820004,193.349,
0.0830007,-177.879,
0.084001,574.749,
0.0850003,247.019,
0.0860006,-16.2074,
0.0870009,-138.308,
0.0880006,-191.456,
0.089,664.835,
0.0900003,92.9875,
0.0910006,162.835,
0.092001,-341.846,
0.093,109.897,
0.0940003,-127.583,
0.0950007,-309.748,
0.096001,-568.707,
0.0970003,51.7905,
0.0980006,146.027,
0.0990009,498.783,
0.1,374.404,
0.101001,330.889,
0.102,268.933,
0.103001,59.1,
0.104001,354.106,
0.105,-175.167,
0.106001,383.666,
0.107001,-492.403,
0.108,88.1948,
0.109001,-63.1907,
0.110001,-413.017,
0.111,205.55,
0.112,33.7856,
0.113001,-112.641,
0.114,36.9576,
0.115,161.041,
0.116001,-198.657,
0.117001,214.17,
0.118,191.236,
0.119001,-122.908,
0.120001,-32.2488,
0.121,395.004,
0.122001,-65.6098,
0.123001,-314.072,
0.124,-359.619,
0.125,-399.52,
0.126001,-5.20792,
0.127,257.893,
0.128001,-391.443,
0.129,351.583,
0.130001,46.689,
0.131001,-101.113,
0.132,273.721,
0.133001,102.244,
0.134,-89.4915,
0.135001,159.068,
0.136001,126.528,
0.137,-352.232,
0.138001,-144.937,
0.139,529.057,
0.140001,-624.808,
0.141001,280.153,
0.142,-215.322,
0.143,-58.6297,
0.144001,3.73483,
0.145001,252.077,
0.146001,-386.592,
0.147001,175.842,
0.148001,-63.1952,
0.149001,169.455,
0.150001,61.87,
0.151001,-316.764,
0.152,60.8259,
0.153,-223.324,
0.154,197.852,
0.155001,98.3242,
0.156001,58.5394,
0.157,111.802,
0.158,-100.154,
0.159,107.804,
0.160001,-82.361,
0.161001,10.5028,
0.162001,-93.1862,
0.163,197.848,
0.164,183.596,
0.165001,237.94,
0.166001,-300.029,
0.167001,139.044,
0.168,305.763,
0.169,72.691,
0.170001,218.55,
0.171001,-173.794,
0.172001,132.719,
0.173,-72.9481,
0.174,387.358,
0.175001,-54.7246,
0.176001,-257.653,
0.177001,-33.9393,
0.178,-26.0858,
0.179,-146.359,
0.180001,104.342,
0.181001,-186.519,
0.182001,339.484,
0.183,-223.762,
0.184,217.889,
0.185,-185.114,
0.186001,-12.9239,
0.187001,-12.5782,
0.188,-196.623,
0.189,-23.6525,
0.19,-27.9746,
0.191001,-28.3978,
0.192,169.477,
0.193001,37.4829,
0.194,99.0528,
0.195001,479.018,
0.196,-33.5785,
0.197,344.235,
0.198001,-257.219,
0.199,-40.0733,
0.200001,-196.229,
0.201,54.8623,
0.202,-594.198,
0.203001,-129.126,
0.204,-133.685,
0.205001,198.854,
0.206,-138.016,
0.207001,-267.05,
0.208001,352.919,
0.209,136.377,
0.210001,52.0231,
0.211,285.945,
0.212001,-37.3379,
0.213001,145.489,
0.214,-55.1004,
0.215001,-183.298,
0.216,-24.5447,
0.217001,-451.019,
0.218001,118.782,
0.219,-274.31,
0.220001,-174.527,
0.221,105.77,
0.222001,-79.7829,
0.223,-35.2186,
0.224001,-89.4607,
0.225001,-37.9847,
0.226,-166.173,
0.227,-157.989,
0.228,-98.9039,
0.229001,29.6203,
0.230001,-86.3148,
0.231,-322.689,
0.232,120.083,
0.233,301.479,
0.234001,-75.9759,
0.235001,135.85,
0.236,-64.9249,
0.237,223.068,
0.238,190.233,
0.239001,-82.1755,
0.240001,106.364,
0.241001,-130.637,
0.242,136.311,
0.243,-157.327,
0.244001,-109.721,
0.245001,-25.4178,
0.246001,133.649,
0.247,-165.989,
0.248,28.9551,
0.249001,15.1339,
0.250001,116.479,
0.251,-44.231,
0.252,40.4662,
0.253001,-169.079,
0.254001,-60.6038,
0.255,-231.933,
0.256001,-14.0988,
0.257001,-50.436,
0.258,-41.9346,
0.259,-107.421,
0.260001,144.767,
0.261,60.4015,
0.262,79.0447,
0.263001,-106.945,
0.264001,-72.4383,
0.265,235.603,
0.266001,-45.8786,
0.267001,-103.608,
0.268,126.456,
0.269,251.146,
0.270001,598.038,
0.271,17.0361,
0.272,104.306,
0.273001,48.6348,
0.274001,-99.0536,
0.275,-54.0695,
0.276001,-216.481,
0.277001,-340.658,
0.278,191.856,
0.279,-248.136,
0.280001,-161.863,
0.281,-311.495,
0.282,83.1026,
0.283001,213.501,
0.284001,189.71,
0.285,-170.65,
0.286001,-125.666,
0.287001,141.675,
0.288,-35.1316,
0.289001,59.3523,
0.290001,-15.4886,
0.291,123.874,
0.292,-54.7923,
0.293001,-290.385,
0.294,-274.296,
0.295,39.5496,
0.296001,0.592931,
0.297001,139.474,
0.298,354.261,
0.299001,-272.143,
0.3,136.017,
Time(s),Acceleration(m_s2),8_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 117932
0,-9.18376,
0.00100005,-8.96827,
0.00200025,-9.86343,
0.00300078,-9.86358,
0.00400105,-9.18056,
0.00500028,23.6592,
0.00600095,-59.5861,
0.0070008,120.924,
0.00800043,14.8965,
0.0090004,240.973,
0.0100004,297.929,
0.0110003,101.647,
0.0120011,385.559,
0.0130005,393.881,
0.0140007,32.4219,
0.0150003,-33.7365,
0.0160008,84.1218,
0.0170005,-269.212,
0.0180004,-465.727,
0.0190001,-481.307,
0.0200009,-395.089,
0.0210007,-330.751,
0.0220006,-22.9658,
0.0230003,-119.172,
0.0240005,554.679,
0.0250008,-183.141,
0.026001,691.38,
0.0270002,448.651,
0.0280004,109.534,
0.0290007,111.287,
0.0300009,440.33,
0.031,-298.372,
0.0320003,-130.127,
0.0330005,-237.47,
0.034001,-234.843,
0.0350001,-100.772,
0.0360003,-225.205,
0.0370006,128.813,
0.0380008,-312.831,
0.0390011,211.181,
0.0400002,242.728,
0.0410005,8.7628,
0.0420007,-37.6801,
0.0430009,319.842,
0.0440011,-116.546,
0.0450002,-73.6078,
0.0460005,94.2002,
0.0470007,-194.535,
0.048001,77.1139,
0.049001,47.7542,
0.0500001,-163.465,
0.0510002,183.217,
0.0520003,477.121,
0.0530004,428.638,
0.0540006,223.741,
0.0550007,260.507,
0.0560008,-93.7342,
0.057001,507.264,
0.058,-125.898,
0.0590002,382.749,
0.0600003,30.785,
0.0610004,380.086,
0.0620005,11.5056,
0.0630005,-334.231,
0.0640005,606.161,
0.0650009,-187.26,
0.0660003,403.338,
0.0670007,-342.543,
0.068001,196.318,
0.0690004,118.581,
0.0700008,582.503,
0.0710002,574.107,
0.0720006,516.825,
0.073,1016.42,
0.0740004,305.717,
0.0750009,804.773,
0.0760003,-126.599,
0.0770007,825.989,
0.0780001,-94.7617,
0.0790004,82.5691,
0.0800007,-135.057,
0.081,298.41,
0.0820004,536.36,
0.0830007,55.8183,
0.084001,-82.4626,
0.0850003,5.02266,
0.0860006,164.547,
0.0870009,272.622,
0.0880006,-251.363,
0.089,18.7168,
0.0900003,361.582,
0.0910006,-308.737,
0.092001,-88.4645,
0.093,-71.341,
0.0940003,17.5401,
0.0950007,-313.866,
0.096001,-47.9194,
0.0970003,-436.997,
0.0980006,-40.9376,
0.0990009,106.682,
0.1,423.316,
0.101001,99.1801,
0.102,-262.907,
0.103001,499.153,
0.104001,115.604,
0.105,460.455,
0.106001,296.507,
0.107001,-212.02,
0.108,-310.713,
0.109001,-139.76,
0.110001,-91.3568,
0.111,33.3131,
0.112,-637.807,
0.113001,201.166,
0.114,166.936,
0.115,-418.874,
0.116001,436.735,
0.117001,-281.24,
0.118,118.791,
0.119001,365.978,
0.120001,-80.4429,
0.121,-140.646,
0.122001,-252.648,
0.123001,440.811,
0.124,-138.655,
0.125,-476.714,
0.126001,-15.4596,
0.127,716.543,
0.128001,273.956,
0.129,16.4749,
0.130001,-130.634,
0.131001,229.624,
0.132,-104.212,
0.133001,94.783,
0.134,-73.1444,
0.135001,-40.7515,
0.136001,222.394,
0.137,48.9559,
0.138001,-134.921,
0.139,-238.366,
0.140001,65.7849,
0.141001,-186.156,
0.142,-178.555,
0.143,-322.64,
0.144001,151.364,
0.145001,-437.418,
0.146001,197.812,
0.147001,-24.6111,
0.148001,11.9213,
0.149001,327.467,
0.150001,-55.2792,
0.151001,106.722,
0.152,-51.1376,
0.153,184.979,
0.154,398.587,
0.155001,16.9017,
0.156001,561.09,
0.157,91.6814,
0.158,167.289,
0.159,-115.537,
0.160001,224.516,
0.161001,-391.49,
0.162001,-206.568,
0.163,-442.26,
0.164,-81.9892,
0.165001,187.744,
0.166001,-460.083,
0.167001,236.433,
0.168,-77.2484,
0.169,548.932,
0.170001,-148.162,
0.171001,334.317,
0.172001,-44.3167,
0.173,5.19409,
0.174,222.304,
0.175001,-361.252,
0.176001,-150.529,
0.177001,-150.591,
0.178,265.071,
0.179,-296.354,
0.180001,148.894,
0.181001,42.7631,
0.182001,204.59,
0.183,-162.6,
0.184,531.45,
0.185,-16.8495,
0.186001,15.9241,
0.187001,262.18,
0.188,6.00023,
0.189,-144.223,
0.19,78.5597,
0.191001,223.388,
0.192,-144.334,
0.193001,-106.518,
0.194,-4.9823,
0.195001,-0.949021,
0.196,122.686,
0.197,-15.3072,
0.198001,-77.3554,
0.199,-391.311,
0.200001,-116.664,
0.201,-239.725,
0.202,-369.629,
0.203001,124.414,
0.204,-133.625,
0.205001,-84.8394,
0.206,87.2968,
0.207001,-41.4012,
0.208001,118.853,
0.209,53.7514,
0.210001,193.714,
0.211,-314.217,
0.212001,-83.8611,
0.213001,-221.632,
0.214,119.802,
0.215001,-211.93,
0.216,-0.207503,
0.217001,-141.199,
0.218001,-30.7482,
0.219,190.662,
0.220001,-38.6652,
0.221,-73.5677,
0.222001,91.8918,
0.223,21.2557,
0.224001,25.6839,
0.225001,-374.305,
0.226,118.816,
0.227,-388.916,
0.228,90.0557,
0.229001,-85.5552,
0.230001,3.66621,
0.231,79.4742,
0.232,-77.3897,
0.233,232.373,
0.234001,174.771,
0.235001,-172.131,
0.236,357.565,
0.237,-164.985,
0.238,67.0329,
0.239001,74.523,
0.240001,-221.443,
0.241001,-154.8,
0.242,-194.381,
0.243,177.661,
0.244001,-109.857,
0.245001,-197.35,
0.246001,290.558,
0.247,81.9224,
0.248,208.188,
0.249001,29.6036,
0.250001,89.4913,
0.251,-184.563,
0.252,216.262,
0.253001,-168.39,
0.254001,-124.761,
0.255,-84.1227,
0.256001,220.814,
0.257001,-47.8651,
0.258,-188.475,
0.259,309.268,
0.260001,-129.378,
0.261,54.4248,
0.262,-139.267,
0.263001,-55.7253,
0.264001,-17.3686,
0.265,39.4252,
0.266001,-92.5574,
0.267001,-140.761,
0.268,64.6141,
0.269,108.121,
0.270001,247.888,
0.271,190.872,
0.272,-29.5996,
0.273001,442.941,
0.274001,305.767,
0.275,-154.93,
0.276001,-9.64833,
0.277001,-195.776,
0.278,-87.5827,
0.279,-432.279,
0.280001,-85.2844,
0.281,-349.94,
0.282,4.88329,
0.283001,17.3078,
0.284001,274.683,
0.285,-142.548,
0.286001,318.795,
0.287001,344.703,
0.288,284.094,
0.289001,-308.842,
0.290001,79.5153,
0.291,-496.491,
0.292,222.584,
0.293001,-499.095,
0.294,106.156,
0.295,-467.898,
0.296001,234.178,
0.297001,94.9025,
0.298,67.1302,
0.299001,174.918,
0.3,-30.328,
Time(s),Acceleration(m_s2),9_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 117875
0,-9.18376,
0.00100005,-8.96827,
0.00200025,-9.86343,
0.00300078,-9.86358,
0.00400105,-9.18056,
0.00500028,0.876265,
0.00600095,-111.286,
0.0070008,56.9572,
0.00800043,176.129,
0.0090004,210.304,
0.0100004,321.588,
0.0110003,198.037,
0.0120011,287.855,
0.0130005,336.486,
0.0140007,-178.321,
0.0150003,75.7976,
0.0160008,82.3693,
0.0170005,-142.416,
0.0180004,-252.613,
0.0190001,-256.268,
0.0200009,-153.441,
0.0210007,-109.331,
0.0220006,-73.4905,
0.0230003,-153.347,
0.0240005,-63.9677,
0.0250008,211.182,
0.026001,112.163,
0.0270002,497.722,
0.0280004,251.053,
0.0290007,332.108,
0.0300009,-144.586,
0.031,-209.868,
0.0320003,69.6641,
0.0330005,-456.538,
0.034001,-100.772,
0.0350001,-430.254,
0.0360003,-134.948,
0.0370006,-415.355,
0.0380008,236.595,
0.0390011,-99.8947,
0.0400002,278.655,
0.0410005,-180.514,
0.0420007,63.0923,
0.0430009,92.0094,
0.0440011,207.679,
0.0450002,152.473,
0.0460005,-125.746,
0.0470007,219.947,
0.048001,-29.3559,
0.049001,119.845,
0.0500001,-39.0296,
0.0510002,-200.667,
0.0520003,56.0238,
0.0530004,-23.4304,
0.0540006,59.7255,
0.0550007,583.498,
0.0560008,-51.9214,
0.057001,265.119,
0.058,133.709,
0.0590002,374.479,
0.0600003,123.6,
0.0610004,334.126,
0.0620005,48.7835,
0.0630005,99.1166,
0.0640005,364.924,
0.0650009,-8.9847,
0.0660003,603.825,
0.0670007,158.024,
0.068001,544.38,
0.0690004,156.526,
0.0700008,316.392,
0.0710002,84.9299,
0.0720006,623.845,
0.073,1301.18,
0.0740004,-183.097,
0.0750009,607.866,
0.0760003,435.192,
0.0770007,462.283,
0.0780001,671.368,
0.0790004,296.196,
0.0800007,575.644,
0.081,-18.8222,
0.0820004,566.329,
0.0830007,12.467,
0.084001,-101.286,
0.0850003,-3.6962,
0.0860006,235.186,
0.0870009,59.1258,
0.0880006,-223.182,
0.089,93.4053,
0.0900003,-7.1208,
0.0910006,-64.5438,
0.092001,120.119,
0.093,-102.687,
0.0940003,275.928,
0.0950007,-469.874,
0.096001,435.601,
0.0970003,-635.865,
0.0980006,312.343,
0.0990009,534.319,
0.1,-357.672,
0.101001,329.247,
0.102,-62.4606,
0.103001,-33.8824,
0.104001,176.515,
0.105,-298.321,
0.106001,519.366,
0.107001,22.9469,
0.108,765.908,
0.109001,137.371,
0.110001,424.182,
0.111,-521.189,
0.112,152.453,
0.113001,-537.598,
0.114,-412.564,
0.115,-178.417,
0.116001,-247.575,
0.117001,288.646,
0.118,-382.77,
0.119001,471.029,
0.120001,-530.971,
0.121,255.911,
0.122001,-83.6988,
0.123001,323.743,
0.124,-450.821,
