Time(s),Acceleration(m_s2),1_AT3_Floor/A/C3/MeshedPart-PART-1-1 at Node 118183
0.125,54.7851,
0.126001,-157.103,
0.127,-123.821,
0.128001,79.6079,
0.129,-240.184,
0.130001,144.276,
0.131001,397.409,
0.132,-23.6955,
0.133001,-31.5147,
0.134,-138.771,
0.135001,294.867,
0.136001,302.511,
0.137,-410.967,
0.138001,223.695,
0.139,-440.13,
0.140001,493.06,
0.141001,-177.497,
0.142,-273.615,
0.143,-388.863,
0.144001,-30.4715,
0.145001,-180.046,
0.146001,1.15418,
0.147001,-337.18,
0.148001,-5.51328,
0.149001,-357.987,
0.150001,403.034,
0.151001,284.554,
0.152,302.169,
0.153,190.803,
0.154,577.577,
0.155001,-125.984,
0.156001,284.038,
0.157,-178.629,
0.158,-255.956,
0.159,238.23,
0.160001,-71.9144,
0.161001,-241.565,
0.162001,68.0288,
0.163,-294.378,
0.164,212.329,
0.165001,-81.2364,
0.166001,8.2508,
0.167001,-247.856,
0.168,-91.1232,
0.169,273.687,
0.170001,18.0587,
0.171001,25.7344,
0.172001,347.436,
0.173,-26.8938,
0.174,237.77,
0.175001,-5.19538,
0.176001,-62.1046,
0.177001,-112.9,
0.178,-11.7732,
0.179,-136.086,
0.180001,-205.393,
0.181001,-225.242,
0.182001,199.629,
0.183,340.26,
0.184,-258.281,
0.185,443.396,
0.186001,151.74,
0.187001,331.533,
0.188,71.8874,
0.189,-19.4989,
0.19,-248.715,
0.191001,113.947,
0.192,-211.817,
0.193001,6.87977,
0.194,-402.38,
0.195001,-38.7912,
0.196,41.4095,
0.197,-348.685,
0.198001,-194.575,
0.199,-34.6467,
0.200001,293.569,
0.201,-196.908,
0.202,296.562,
0.203001,56.8394,
0.204,206.999,
0.205001,260.246,
0.206,-56.6862,
0.207001,74.6892,
0.208001,-289.376,
0.209,-278.72,
0.210001,48.3242,
0.211,-334.378,
0.212001,244.903,
0.213001,-292.17,
0.214,16.3989,
0.215001,-92.7751,
0.216,-108.584,
0.217001,-11.858,
0.218001,63.394,
0.219,21.9128,
0.220001,-69.8286,
0.221,-154.371,
0.222001,-199.442,
0.223,260.3,
0.224001,-270.626,
0.225001,-270.684,
0.226,54.0389,
0.227,-401.597,
0.228,191.803,
0.229001,-91.8055,
0.230001,26.7316,
0.231,-52.1938,
0.232,246.891,
0.233,-93.0071,
0.234001,250.501,
0.235001,-91.8696,
0.236,208.642,
0.237,68.6741,
0.238,149.561,
0.239001,-296.791,
0.240001,59.5527,
0.241001,-13.3094,
0.242,9.71148,
0.243,17.1169,
0.244001,-120.199,
0.245001,40.8909,
0.246001,124.36,
0.247,179.87,
0.248,-23.6406,
0.249001,-41.6129,
0.250001,218.702,
0.251,-38.5884,
0.252,-85.8362,
0.253001,83.5675,
0.254001,-85.5401,
0.255,127.834,
0.256001,-250.846,
0.257001,100.785,
0.258,-149.775,
0.259,-82.5293,
0.260001,-50.0072,
0.261,28.7571,
0.262,-33.7773,
0.263001,-206.035,
0.264001,-286.197,
0.265,70.6097,
0.266001,91.4015,
0.267001,14.1454,
0.268,-2.19422,
0.269,-7.67961,
0.270001,440.459,
0.271,-265.373,
0.272,367.021,
0.273001,41.4111,
0.274001,316.278,
0.275,294.35,
0.276001,-159.226,
0.277001,99.2462,
0.278,14.1011,
0.279,152.81,
0.280001,-267.835,
0.281,-126.736,
0.282,-113.587,
0.283001,-303.479,
0.284001,-247.315,
0.285,-166.489,
0.286001,-134.984,
0.287001,310.335,
0.288,-83.1075,
0.289001,402.967,
0.290001,-433.088,
0.291,406.56,
0.292,66.9435,
0.293001,-81.6979,
0.294,26.1853,
0.295,-180.882,
0.296001,46.7452,
0.297001,-54.2145,
0.298,16.2376,
0.299001,172.933,
0.3,-70.4815,
Time(s),Acceleration(m_s2),10_AT3_Floor/A/C3/MeshedPart-PART-1-1 in Element 98166
0,-9.18376,
0.00100005,-9.8651,
0.00200025,-10.1995,
0.00300078,-9.52754,
0.00400105,-10.0986,
0.00500028,-102.955,
0.00600095,-102.413,
0.0070008,191.45,
0.00800043,-560.12,
0.0090004,73.0172,
0.0100004,-454.392,
0.0110003,-49.9952,
0.0120011,-86.0048,
0.0130005,-107.492,
0.0140007,206.435,
0.0150003,53.154,
0.0160008,332.54,
0.0170005,230.687,
0.0180004,7.72592,
0.0190001,433.737,
0.0200009,-3.85513,
0.0210007,314.365,
0.0220006,190.366,
0.0230003,-104.381,
0.0240005,311.244,
0.0250008,-140.791,
0.026001,62.321,
0.0270002,-205.543,
0.0280004,136.582,
0.0290007,-71.4419,
0.0300009,99.5922,
0.031,-76.8795,
0.0320003,269.456,
0.0330005,79.9588,
0.034001,382.758,
0.0350001,91.6415,
0.0360003,334.854,
0.0370006,-192.923,
0.0380008,195.89,
0.0390011,145.913,
0.0400002,-79.4983,
0.0410005,-114.112,
0.0420007,300.787,
0.0430009,187.672,
0.0440011,-65.878,
0.0450002,62.7063,
0.0460005,169.718,
0.0470007,147.008,
0.048001,186.189,
0.049001,-49.5606,
0.0500001,278.96,
0.0510002,-209.473,
0.0520003,115.679,
0.0530004,284.328,
0.0540006,-79.1529,
0.0550007,-96.4096,
0.0560008,-232.367,
0.057001,215.835,
0.058,84.4094,
0.0590002,-66.3645,
0.0600003,80.8172,
0.0610004,109.189,
0.0620005,457.183,
0.0630005,1298.05,
0.0640005,-264.858,
0.0650009,548.356,
0.0660003,-119.214,
0.0670007,13.7974,
0.068001,828.531,
0.0690004,-404.585,
0.0700008,94.7015,
0.0710002,-283.012,
0.0720006,223.122,
0.073,180.403,
0.0740004,-615.223,
0.0750009,34.9587,
0.0760003,-229.126,
0.0770007,-413.741,
0.0780001,-441.218,
0.0790004,370.905,
0.0800007,293.617,
0.081,335.852,
0.0820004,664.722,
0.0830007,-420.395,
0.084001,483.091,
0.0850003,-13.0231,
0.0860006,184.975,
0.0870009,566.685,
0.0880006,-319.196,
0.089,179.882,
0.0900003,-227.719,
0.0910006,639.939,
0.092001,234.603,
0.093,549.565,
0.0940003,64.5446,
0.0950007,166.815,
0.096001,399.645,
0.0970003,144.849,
0.0980006,67.5192,
0.0990009,82.4807,
0.1,514.048,
0.101001,-174.869,
0.102,620.36,
0.103001,-11.6307,
0.104001,696.554,
0.105,-497.301,
0.106001,335.727,
0.107001,83.9704,
0.108,210.391,
0.109001,611.989,
0.110001,-257.335,
0.111,350.83,
0.112,319.152,
0.113001,121.42,
0.114,779.062,
0.115,-193.701,
0.116001,-97.6379,
0.117001,328.955,
0.118,286.517,
0.119001,-274.658,
0.120001,-387.962,
0.121,196.536,
0.122001,117.301,
0.123001,-271.945,
0.124,588.237,
0.125,-1165.23,
0.126001,-336.208,
0.127,-78.8532,
0.128001,153.757,
0.129,256.816,
0.130001,20.9325,
0.131001,-265.001,
0.132,-18.6568,
0.133001,371.475,
0.134,-461.996,
0.135001,-27.168,
0.136001,220.311,
0.137,272.502,
0.138001,279.913,
0.139,84.7905,
0.140001,-577.468,
0.141001,403.389,
0.142,85.9392,
0.143,16.1534,
0.144001,-183.756,
0.145001,166.274,
0.146001,-187.898,
0.147001,69.7316,
0.148001,-117.978,
0.149001,-202.332,
0.150001,-6.9777,
0.151001,-215.04,
0.152,-35.8726,
0.153,-147.467,
0.154,-234.05,
0.155001,-186.439,
0.156001,326.054,
0.157,15.0886,
0.158,9.17998,
0.159,413.317,
0.160001,-664.658,
0.161001,233.422,
0.162001,-250.501,
0.163,-130.942,
0.164,-62.0112,
0.165001,-520.494,
0.166001,198.006,
0.167001,24.4018,
0.168,-72.6007,
0.169,-75.9625,
0.170001,-10.6441,
0.171001,-28.3403,
0.172001,212.069,
0.173,-559.992,
0.174,-89.5389,
0.175001,188.501,
0.176001,-251.24,
0.177001,-145.816,
0.178,21.4424,
0.179,-100.614,
0.180001,-108.04,
0.181001,36.3425,
0.182001,-274.908,
0.183,-254.115,
0.184,-95.1546,
0.185,-46.7352,
0.186001,3.62626,
0.187001,-39.5016,
0.188,-103.664,
0.189,-47.8831,
0.19,-244.104,
0.191001,-170.259,
0.192,222.154,
0.193001,1.67404,
0.194,38.3553,
0.195001,56.3329,
0.196,-112.078,
0.197,53.2945,
0.198001,217.582,
0.199,203.689,
0.200001,-86.3919,
0.201,-29.9954,
0.202,233.059,
0.203001,257.442,
0.204,-36.2891,
0.205001,277.88,
0.206,180.838,
0.207001,-78.34,
0.208001,306.759,
0.209,48.4633,
0.210001,-99.2396,
0.211,-9.01613,
0.212001,196.141,
0.213001,-61.3599,
0.214,14.8075,
0.215001,-87.6407,
0.216,137.595,
0.217001,-249.998,
0.218001,197.472,
0.219,81.0919,
0.220001,-100.138,
0.221,127.331,
0.222001,4.02405,
0.223,41.3401,
0.224001,192.491,
0.225001,-105.655,
0.226,293.394,
0.227,-74.9536,
0.228,94.2272,
0.229001,146.695,
0.230001,4.40964,
0.231,261.88,
0.232,-136.226,
0.233,178.025,
0.234001,-280.299,
0.235001,-77.0576,
0.236,31.0605,
0.237,-199.853,
0.238,-191.647,
0.239001,-37.0944,
0.240001,-12.5191,
0.241001,-222.009,
0.242,-104.762,
0.243,153.968,
0.244001,-11.534,
0.245001,-49.8804,
0.246001,-194.936,
0.247,75.6175,
0.248,-27.5101,
0.249001,59.7538,
0.250001,-65.4613,
0.251,-243.455,
0.252,-298.606,
0.253001,70.2737,
0.254001,7.77036,
0.255,-182.02,
0.256001,-271.219,
0.257001,98.7357,
0.258,-9.1564,
0.259,221.866,
0.260001,-22.5331,
0.261,-127.575,
0.262,156.183,
0.263001,214.863,
0.264001,167.731,
0.265,-165.878,
0.266001,23.4031,
0.267001,272.367,
0.268,-202.049,
0.269,-148.969,
0.270001,-347.68,
0.271,-112.274,
0.272,-59.3915,
0.273001,33.3047,
0.274001,5.45584,
0.275,-124.013,
0.276001,294.95,
0.277001,-233.728,
0.278,147.933,
0.279,-51.0715,
0.280001,87.7819,
0.281,-5.05201,
0.282,-108.298,
0.283001,-315.004,
0.284001,-112.767,
0.285,44.7624,
0.286001,-202.804,
0.287001,-231.577,
0.288,-183.846,
0.289001,-181.55,
0.290001,-211.945,
0.291,-192.411,
0.292,-112.17,
0.293001,211.595,
0.294,437.031,
0.295,-57.0111,
0.296001,13.5074,
0.297001,160.116,
0.298,386.369,
0.299001,-100.611,
0.3,-24.1581,
Time(s),Acceleration(m_s2),11_AT3_Floor/A/C3/MeshedPart-PART-1-1 in Element 98059
0,-9.18376,
0.00100005,-9.58216,
0.00200025,-10.1463,
0.00300078,-9.24979,
0.00400105,-9.80898,
0.00500028,-55.5231,
0.00600095,-60.8847,
0.0070008,21.0153,
0.00800043,-283.758,
0.0090004,-202.133,
0.0100004,-140.264,
0.0110003,-376.619,
0.0120011,-377.826,
0.0130005,-359.468,
0.0140007,40.5881,
0.0150003,-26.5946,
0.0160008,189.304,
0.0170005,105.951,
0.0180004,472.138,
0.0190001,653.443,
0.0200009,483.714,
0.0210007,241.27,
0.0220006,376.794,
0.0230003,-65.8006,
0.0240005,110.846,
0.0250008,-238.336,
0.026001,-89.1756,
0.0270002,-329.046,
0.0280004,0.979929,
0.0290007,-154.563,
0.0300009,241.726,
0.031,-72.0759,
0.0320003,220.711,
0.0330005,331.107,
0.034001,448.062,
0.0350001,318.695,
0.0360003,358.292,
0.0370006,384.8,
0.0380008,168.671,
0.0390011,-78.9966,
0.0400002,-161.673,
0.0410005,-139.224,
0.0420007,-323.306,
0.0430009,-66.4047,
0.0440011,-187.998,
0.0450002,-0.291605,
0.0460005,231.273,
0.0470007,111.25,
0.048001,273.892,
0.049001,214.087,
0.0500001,310.605,
0.0510002,-210.946,
0.0520003,214.175,
0.0530004,-406.033,
0.0540006,319.081,
0.0550007,-51.3814,
0.0560008,223.817,
0.057001,-42.7448,
0.058,-38.2228,
0.0590002,-225.769,
0.0600003,319.818,
0.0610004,-373.141,
0.0620005,1064.86,
0.0630005,-157.496,
0.0640005,758.373,
0.0650009,-161.195,
0.0660003,707.468,
0.0670007,-375.063,
0.068001,396.047,
0.0690004,114.048,
0.0700008,-327.025,
0.0710002,-629.701,
0.0720006,51.4029,
0.073,-422.707,
0.0740004,-253.097,
0.0750009,553.904,
0.0760003,-622.932,
0.0770007,854.668,
0.0780001,140.087,
0.0790004,711.299,
0.0800007,-328.291,
0.081,163.843,
0.0820004,200.871,
0.0830007,95.536,
0.084001,226.166,
0.0850003,448.517,
0.0860006,201.987,
0.0870009,486.096,
0.0880006,-164.106,
0.089,645.176,
0.0900003,-2.88062,
0.0910006,309.103,
0.092001,583.37,
0.093,176.292,
0.0940003,228.652,
0.0950007,-14.7575,
0.096001,829.207,
0.0970003,-331.333,
0.0980006,537.977,
0.0990009,-189.364,
0.1,114.403,
0.101001,298.325,
0.102,-234.683,
0.103001,5.09912,
0.104001,-252.092,
0.105,176.393,
0.106001,-107.335,
0.107001,-95.0033,
0.108,471.829,
0.109001,-60.686,
0.110001,84.5033,
0.111,571.681,
0.112,-254.392,
0.113001,317.914,
0.114,222.544,
0.115,314.543,
0.116001,151.343,
0.117001,41.6596,
0.118,260.513,
0.119001,886.748,
0.120001,-570.835,
0.121,398.765,
0.122001,186.734,
0.123001,-344.618,
0.124,215.868,
0.125,86.4863,
0.126001,-346.042,
0.127,151.338,
0.128001,143.566,
0.129,-137.599,
0.130001,567.78,
0.131001,64.4396,
0.132,178.117,
0.133001,-98.8481,
0.134,-346.165,
0.135001,434.623,
0.136001,-1079.2,
0.137,444.5,
0.138001,-315.377,
0.139,216.769,
0.140001,-371.849,
0.141001,330.465,
0.142,346.448,
0.143,166.119,
0.144001,466.481,
0.145001,-292.333,
0.146001,382.774,
0.147001,-321.668,
0.148001,295.983,
0.149001,-666.814,
0.150001,206.358,
0.151001,-517.206,
0.152,106.458,
0.153,-293.521,
0.154,-69.5803,
0.155001,-361.288,
0.156001,-117.198,
0.157,216.995,
0.158,-338.789,
0.159,6.92116,
0.160001,81.5559,
0.161001,-231.382,
0.162001,271.68,
0.163,-4.31293,
0.164,-46.6544,
0.165001,59.9783,
0.166001,-322.031,
0.167001,148.413,
0.168,-371.181,
0.169,173.389,
0.170001,-320.274,
0.171001,-71.4493,
0.172001,-161.267,
0.173,94.4085,
0.174,-356.927,
0.175001,170.958,
0.176001,-163.086,
0.177001,-11.3204,
0.178,-55.4119,
0.179,64.0386,
0.180001,4.02279,
0.181001,-46.8677,
0.182001,242.703,
0.183,-160.396,
0.184,60.2708,
0.185,-79.1596,
0.186001,-249.06,
0.187001,-193.98,
0.188,-116.758,
0.189,-102.904,
0.19,-80.3732,
0.191001,-74.22,
0.192,-75.9323,
0.193001,-25.1591,
0.194,134.302,
0.195001,199.082,
0.196,-164.42,
0.197,-108.68,
0.198001,436.943,
0.199,-46.4256,
0.200001,192.451,
0.201,-406.143,
0.202,337.158,
0.203001,-221.04,
0.204,192.354,
0.205001,-146.729,
0.206,5.24624,
0.207001,316.23,
0.208001,-95.0163,
0.209,-135.306,
0.210001,535.571,
0.211,-174.235,
0.212001,200.209,
0.213001,161.852,
0.214,-188.212,
0.215001,216.512,
0.216,-64.3894,
0.217001,122.936,
0.218001,-179.115,
0.219,258.557,
0.220001,-4.49251,
0.221,54.7267,
0.222001,-26.2688,
0.223,617.259,
0.224001,-184.277,
0.225001,254.497,
0.226,-28.4988,
0.227,-99.921,
0.228,164.565,
0.229001,-189.702,
0.230001,-65.9049,
0.231,117.931,
0.232,-44.7594,
0.233,-181.433,
0.234001,-36.0654,
0.235001,-12.1393,
0.236,-59.1491,
0.237,-349.256,
0.238,-89.7902,
0.239001,25.6095,
0.240001,24.815,
0.241001,-368.717,
0.242,192.206,
0.243,-20.534,
0.244001,-2.58517,
0.245001,60.3606,
0.246001,49.2192,
0.247,-140.782,
0.248,278.191,
0.249001,48.4994,
0.250001,-176.103,
0.251,-13.5043,
0.252,-76.2141,
0.253001,-216.886,
0.254001,249.74,
0.255,-72.0624,
0.256001,-43.5938,
0.257001,194.442,
0.258,143.15,
0.259,135.892,
0.260001,129.453,
0.261,-154.647,
0.262,220.38,
0.263001,246.469,
0.264001,-54.756,
0.265,-63.5789,
0.266001,-212.845,
0.267001,89.6385,
0.268,-48.698,
0.269,-48.4734,
0.270001,-271.716,
0.271,-179.717,
0.272,-60.8622,
0.273001,-18.2034,
0.274001,-487.42,
0.275,140.398,
0.276001,-153.895,
0.277001,-64.4648,
0.278,-11.6856,
0.279,132.504,
0.280001,-202.762,
0.281,363.103,
0.282,-164.671,
0.283001,-28.2547,
0.284001,-39.9656,
0.285,99.7213,
0.286001,-212.565,
0.287001,-154.658,
0.288,-99.9557,
0.289001,18.3419,
0.290001,-125.88,
0.291,-348.878,
0.292,75.5258,
0.293001,-110.482,
0.294,70.2561,
0.295,-334.548,
0.296001,-60.6022,
0.297001,180.95,
0.298,183.546,
0.299001,-336.404,
0.3,126.306,
Time(s),Acceleration(m_s2),12_AT3_Floor/A/C3/MeshedPart-PART-1-1 in Element 97895
0,-9.18376,
0.00100005,-10.2625,
0.00200025,-10.0847,
0.00300078,-9.33528,
0.00400105,-10.1567,
0.00500028,-36.3095,
0.00600095,-245.882,
0.0070008,18.5217,
0.00800043,-260.083,
0.0090004,-303.543,
0.0100004,-44.8572,
0.0110003,-287.031,
0.0120011,-232.645,
0.0130005,-66.1706,
0.0140007,-130.427,
0.0150003,314.752,
0.0160008,173.407,
0.0170005,289.459,
0.0180004,133.919,
0.0190001,228.399,
0.0200009,242.514,
0.0210007,244.685,
0.0220006,269.911,
0.0230003,208.496,
0.0240005,-6.95457,
0.0250008,308.078,
0.026001,-63.1565,
0.0270002,-93.7631,
0.0280004,-303.945,
0.0290007,-87.9445,
0.0300009,-8.41208,
0.031,-139.605,
0.0320003,145.019,
0.0330005,162.298,
0.034001,383.498,
0.0350001,207.23,
0.0360003,17.127,
0.0370006,221.416,
0.0380008,396.262,
0.0390011,-0.630176,
0.0400002,15.597,
0.0410005,-174.078,
0.0420007,261.602,
0.0430009,257.598,
0.0440011,-224.668,
0.0450002,4.12196,
0.0460005,-179.408,
0.0470007,161.177,
0.048001,-15.9829,
0.049001,97.7522,
0.0500001,100.097,
0.0510002,-216.492,
0.0520003,676.89,
0.0530004,-142.612,
0.0540006,-268.132,
0.0550007,-3.62853,
0.0560008,-249.058,
0.057001,259.247,
0.058,112.181,
0.0590002,-251.549,
0.0600003,-252.653,
0.0610004,722.05,
0.0620005,-70.8493,
0.0630005,1081.64,
0.0640005,1106.4,
0.0650009,-676.892,
0.0660003,909.868,
0.0670007,219.964,
0.068001,-221.07,
0.0690004,-437.757,
0.0700008,698.912,
0.0710002,422.887,
0.0720006,-105.511,
0.073,-22.6905,
0.0740004,-883.754,
0.0750009,725.868,
0.0760003,-427.228,
0.0770007,-170.256,
0.0780001,-211.354,
0.0790004,-180.239,
0.0800007,148.091,
0.081,-29.4973,
0.0820004,90.6347,
0.0830007,-111.984,
0.084001,607.11,
0.0850003,67.0971,
0.0860006,-250.694,
0.0870009,865.089,
0.0880006,78.0843,
0.089,360.459,
0.0900003,-237.114,
0.0910006,630.106,
0.092001,810.811,
0.093,-124.721,
0.0940003,764.515,
0.0950007,-605.279,
0.096001,597.545,
0.0970003,17.7824,
0.0980006,519.322,
0.0990009,-297.522,
0.1,403.451,
0.101001,483.216,
0.102,111.058,
0.103001,620.599,
0.104001,-274.907,
0.105,-68.5116,
0.106001,183.848,
0.107001,25.498,
0.108,-161.001,
0.109001,-321.036,
0.110001,112.726,
0.111,18.7141,
0.112,483.76,
0.113001,-551.586,
0.114,96.8013,
0.115,130.594,
0.116001,-304.994,
0.117001,933.051,
0.118,-398.762,
0.119001,-275.63,
0.120001,664.341,
0.121,-728.479,
0.122001,3.33399,
0.123001,-423.037,
0.124,107.959,
0.125,-287.734,
0.126001,150.848,
0.127,24.7232,
0.128001,102.877,
0.129,-525.922,
0.130001,-224.375,
0.131001,-26.0634,
0.132,115.51,
0.133001,194.751,
0.134,283.001,
0.135001,-276.399,
0.136001,-213.101,
0.137,-45.4663,
0.138001,103.043,
0.139,177.953,
0.140001,100.437,
0.141001,-162.676,
0.142,134.211,
0.143,144.695,
0.144001,321.089,
0.145001,-100.173,
0.146001,598.014,
0.147001,-261.129,
0.148001,509.972,
0.149001,-382.436,
0.150001,-141.846,
0.151001,-651.993,
0.152,-261.115,
0.153,-696.363,
0.154,-178.534,
0.155001,-503.494,
0.156001,89.4794,
0.157,-183.19,
0.158,93.6055,
0.159,-160.484,
0.160001,-114.57,
0.161001,-90.4319,
0.162001,24.9892,
0.163,-146.036,
0.164,40.1191,
0.165001,-17.161,
0.166001,102.82,
0.167001,136.633,
0.168,11.7898,
0.169,196.276,
0.170001,231.737,
0.171001,-0.351814,
0.172001,-200.797,
0.173,-270.318,
0.174,-92.5725,
0.175001,130.392,
0.176001,-327.083,
0.177001,41.3684,
0.178,65.2522,
0.179,-74.3389,
0.180001,344.911,
0.181001,-221.237,
0.182001,-145.674,
0.183,225.797,
0.184,3.91795,
0.185,-12.78,
0.186001,-540.383,
0.187001,-21.8474,
0.188,-104.421,
0.189,-337.783,
0.19,79.2742,
0.191001,-401.96,
0.192,146.159,
0.193001,-140.104,
0.194,444.956,
0.195001,314.524,
0.196,-258.259,
0.197,411.905,
0.198001,-167.76,
0.199,36.7826,
0.200001,140.209,
0.201,-149.45,
0.202,219.863,
0.203001,-518.118,
0.204,152.605,
0.205001,86.9412,
0.206,-364.822,
0.207001,135.559,
0.208001,53.7858,
0.209,89.1111,
0.210001,121.239,
0.211,-71.9222,
0.212001,-11.5101,
0.213001,104.652,
0.214,-37.9082,
0.215001,-53.1899,
0.216,44.9341,
0.217001,-56.688,
0.218001,298.553,
0.219,-369.092,
0.220001,394.931,
0.221,92.0219,
0.222001,27.3515,
0.223,49.1809,
0.224001,115.503,
0.225001,44.1794,
0.226,-130.574,
0.227,-186.333,
0.228,154.751,
0.229001,-137.64,
0.230001,135.094,
0.231,-119.571,
0.232,137.112,
0.233,-300.39,
0.234001,413.739,
0.235001,-117.871,
0.236,279.344,
0.237,-165.18,
0.238,268.756,
0.239001,18.9427,
0.240001,83.5636,
0.241001,90.7008,
0.242,-253.762,
0.243,14.562,
0.244001,-190.553,
0.245001,94.7878,
0.246001,-207.536,
0.247,-267.403,
0.248,105.956,
0.249001,104.817,
0.250001,-236.917,
0.251,-281.539,
0.252,16.1612,
0.253001,90.2328,
0.254001,22.5879,
0.255,98.2617,
0.256001,-289.623,
0.257001,58.8568,
0.258,221.423,
0.259,63.2172,
0.260001,-210.219,
0.261,-164.319,
0.262,-16.0327,
0.263001,163.956,
0.264001,209.506,
0.265,-223.92,
0.266001,65.6452,
0.267001,-47.7323,
0.268,146.321,
0.269,-193.452,
0.270001,96.2552,
0.271,-102.857,
0.272,197.007,
0.273001,-127.631,
0.274001,-324.784,
0.275,-142.042,
0.276001,-315.417,
0.277001,295.743,
0.278,-488.888,
0.279,-129.174,
0.280001,-161.653,
0.281,-143.048,
0.282,-27.1639,
0.283001,146.026,
0.284001,65.9966,
0.285,212.419,
0.286001,33.8258,
0.287001,45.7201,
0.288,148.066,
0.289001,159.392,
0.290001,-282.725,
0.291,62.9265,
0.292,-646.181,
0.293001,99.0141,
0.294,-132.301,
0.295,-447.065,
0.296001,194.049,
0.297001,-4.69732,
0.298,-75.7305,
0.299001,68.566,
0.3,-223.334,
