Nodal History,Z-acceleration
Time,A119507,B121301,C121285,D8907,E121770,F121637,G121722,H121457,I121627,J122023,K122002,L120985,M120534,
    7.6999597251e-02,    9.0996867188e+04,    1.4388782812e+05,    9.7255234375e+04,    1.5631879688e+05,    8.3867523438e+04,    8.5164773438e+04,    1.6450081250e+05,    1.5549500000e+05,    4.1710066406e+04,   -4.1620308594e+04,    2.1360657812e+05,   -5.1417015625e+04,   -4.7072355469e+04,
    7.7999852598e-02,    5.9649808594e+04,    2.3691092188e+05,    9.8020296875e+04,    1.9478743750e+05,    7.3469273438e+04,    3.5809203125e+04,    7.8035656250e+04,    2.1474134375e+05,    8.5445695312e+04,    2.1346773438e+04,    1.8454220312e+05,    1.2323053906e+05,    7.3529476562e+04,
    7.8999802470e-02,    9.6645126953e+03,    1.3857489062e+05,    1.6175470312e+05,    1.4313164062e+05,    7.2225953125e+04,    2.1835909375e+05,    4.8973843750e+04,   -2.4165310547e+04,    3.0823093750e+05,    8.9655250000e+04,    5.0745609375e+04,    8.5355125000e+04,   -5.0378955078e+03,
    7.9999938607e-02,    8.5927679688e+04,    2.4490650391e+04,   -4.5330483398e+03,    3.3361261719e+04,    9.1345460938e+04,    1.3409681641e+04,   -8.7982773438e+04,   -5.7903593750e+04,   -1.2476622656e+05,    1.4674934570e+04,   -4.5512101562e+04,    3.7225238281e+04,    6.8244640625e+04,
    8.0999448895e-02,    7.2455914062e+04,   -1.0442958594e+05,   -1.6370873047e+04,   -4.8971203125e+04,    1.6653218750e+05,   -1.6811379688e+05,    1.0873046875e+05,    1.3400279688e+05,   -1.2534959375e+05,    6.1768491211e+03,    1.3478556641e+04,   -1.0129945312e+05,    8.6185367188e+04,
    8.1999808550e-02,    3.7300679688e+04,    3.6514765625e+03,    1.3752084961e+04,    9.0292734375e+04,   -3.3463078125e+04,    1.5009305664e+04,   -1.7027471875e+05,   -9.8031039062e+04,    1.5009517188e+05,    2.8929356250e+05,   -1.0341680469e+05,    3.9533796875e+04,    7.2861437500e+04,
    8.2999639213e-02,   -3.1749707031e+04,    1.3355837500e+05,    9.1983820312e+04,    6.0172046875e+04,    2.5430171875e+04,    1.3264506250e+05,    2.3468896484e+04,    9.6226765625e+04,    1.9682781250e+04,   -7.8636570312e+04,    5.6673042969e+04,   -4.3094979858e+02,   -2.9505224609e+04,
    8.3999574184e-02,    8.4943632812e+04,    8.6868101562e+04,    3.9867542969e+04,    1.1298314062e+05,    7.7305140625e+04,    1.3147535938e+05,    1.5416228125e+05,    7.9147781250e+04,    7.8982203125e+04,   -1.2349980469e+05,    1.7647292188e+05,    5.8545878906e+04,   -5.8885132812e+04,
    8.4999620914e-02,   -1.2005929688e+05,    1.6185884375e+05,    1.0710903906e+05,    1.1443170312e+05,   -2.7669140625e+04,    8.1515304688e+04,   -1.8390980469e+04,    5.2467738281e+04,    6.1111281250e+04,    7.9057445312e+04,   -8.5997441406e+03,    4.7613902344e+04,    7.2106781250e+04,
    8.5999801755e-02,   -2.2248117188e+04,   -1.2849186719e+05,    6.2647490234e+03,   -4.2443535156e+04,   -3.0915445312e+04,   -5.2128100586e+03,    6.2935882812e+04,    8.9897203125e+04,   -7.6894038086e+03,   -8.5401734375e+04,    2.8945021973e+03,    3.6914890625e+04,   -1.7589246094e+04,
    8.6999468505e-02,    1.0847975781e+05,   -1.2467421875e+05,   -1.3537034375e+05,   -7.4721562500e+04,   -7.9372945312e+04,   -1.8933745312e+05,   -4.3262929688e+04,   -7.0006648438e+04,   -2.4125456250e+05,    5.6383992188e+04,    9.1497726562e+04,    5.0260214844e+04,    1.5602542188e+05,
    8.7999917567e-02,    1.3686350586e+04,   -6.8334867188e+04,    3.1564152344e+04,   -9.2185085938e+04,    2.3264675293e+03,    1.0010995312e+05,   -8.8548843750e+04,   -9.7642289062e+04,    1.4316960938e+05,    9.1239132812e+04,   -8.8040000000e+04,   -4.8844003906e+04,    2.2860766602e+03,
    8.8999718428e-02,   -6.5447027344e+04,   -4.3765027344e+04,   -3.8573433594e+04,   -3.3682355469e+04,   -9.0009226562e+04,    4.2468745117e+03,   -1.7645778125e+05,   -1.0327091406e+05,    4.6493199219e+04,    1.1489342188e+05,   -8.1677726562e+04,    9.1072234375e+04,   -1.9319697266e+04,
    8.9999586344e-02,    9.0863739014e+02,   -7.2802039062e+04,   -1.0905185156e+05,   -2.1303865234e+04,    9.1262921875e+04,   -2.4740537109e+03,   -5.2006921875e+04,    9.5133750000e+03,   -4.8065777344e+04,   -1.4631703125e+05,    7.8165789062e+04,   -1.5410200000e+05,   -4.4169839844e+04,
    9.0999476612e-02,    1.5202918701e+03,    3.9910449219e+04,    2.2012716797e+04,   -3.2034472656e+04,   -2.2277657812e+05,   -1.8412783203e+04,    4.9389222656e+04,    5.7207234375e+04,   -6.3271511719e+04,   -2.5930689453e+04,   -1.3646116211e+04,    7.1863875000e+04,    5.7829169922e+03,
    9.1999381781e-02,   -8.7437265625e+04,   -4.5453335938e+04,   -6.6324296875e+04,    8.4085250000e+04,   -1.3255142188e+05,    7.0053468750e+04,    7.8746023438e+04,   -6.1177714844e+03,    1.7528751953e+04,    1.3561464844e+03,    7.7490078125e+04,    1.1741124219e+05,    4.5938992188e+04,
    9.3000002205e-02,    1.1637261963e+03,   -6.1852746094e+04,   -9.5033453125e+04,   -3.5572421875e+04,    6.0953179688e+04,   -1.3090646875e+05,    1.1475782031e+05,    9.0803859375e+04,   -1.0113756250e+05,   -1.3120887500e+05,    8.5980546875e+04,   -6.4975179688e+04,    2.0382110596e+03,
    9.3999966979e-02,   -4.8914203125e+04,    1.7101017578e+04,    4.7980398438e+04,   -1.1542553906e+05,    1.2453048828e+04,   -4.9970089844e+04,   -1.4055867188e+05,   -3.9648843750e+04,    5.0541005859e+03,   -1.4714834961e+04,   -1.0588330469e+05,    2.0935660156e+04,   -5.9978371094e+04,
    9.4999946654e-02,   -8.8791835938e+04,   -2.7047205078e+04,    4.9007632812e+04,    1.9841160156e+04,    2.6625724609e+04,    8.5108179688e+04,   -1.8662040625e+05,   -1.3819010938e+05,    1.4522148438e+05,    1.4974078125e+05,   -9.2675671875e+04,   -1.0693505469e+05,   -4.1519794922e+03,
    9.5999851823e-02,    7.3133203125e+04,    5.2978871094e+04,   -8.8340179688e+04,    1.2477006836e+04,   -6.6633515625e+04,   -2.0514907812e+05,    1.3876682617e+04,   -2.3414399719e+02,   -1.8146592188e+05,   -9.2135791016e+02,   -3.7809808594e+04,   -6.3633530273e+03,   -2.7456876953e+04,
    9.6999719739e-02,    6.0090863281e+04,   -5.3600507812e+04,    1.5148091797e+04,   -1.4414053711e+04,    1.2488618164e+04,    8.2217453125e+04,    4.2543886719e+04,   -2.4352351562e+04,   -3.9580839844e+04,   -6.6858835938e+04,    5.5789710938e+04,   -6.0100738281e+04,   -6.5818921875e+04,
    9.7999557853e-02,   -5.7084957031e+04,    3.1098906250e+04,    2.9088271484e+04,   -6.3964500000e+04,   -2.6583884766e+04,    5.5909191406e+04,   -6.7485673828e+03,    2.3237902832e+03,    2.3358468750e+04,    2.5852004395e+03,   -1.6727534375e+05,    1.0799854688e+05,    5.7469812500e+04,
    9.9000006914e-02,   -2.9459029297e+04,    4.2869316406e+04,    3.9571222656e+04,    6.3059148438e+04,    1.2050958594e+05,   -5.8646851562e+04,    1.1718026562e+05,    6.3684417969e+04,    1.1760755859e+04,   -1.9507168750e+05,    1.3681404688e+05,   -2.3682670593e+02,   -7.3370992188e+04,
    9.9999748170e-02,   -3.5661222656e+04,    1.3474951562e+05,    5.0865476562e+04,    5.7220183594e+04,    8.3245062500e+04,   -5.9129019531e+04,   -1.9600491943e+03,   -1.3729113281e+04,   -5.8068765625e+04,    2.2279110718e+02,    9.7617765625e+04,   -1.1340947266e+04,    1.7176904297e+04,
    1.0099943727e-01,   -6.8743632812e+03,   -3.4078239746e+03,    3.8874804688e+04,   -2.9634488281e+04,   -1.5027417188e+05,    1.4342392188e+05,   -2.3423707031e+04,   -2.3349302734e+04,    1.3513748438e+05,    9.9582593750e+04,   -7.4520007812e+04,    2.8503642578e+04,   -5.0212601562e+04,
    1.0199977458e-01,    5.1734609375e+03,   -5.6741925781e+04,   -6.5154238281e+04,    2.5888100586e+03,   -3.6670566406e+04,   -1.1440639062e+05,   -2.8042648438e+04,    5.0130882812e+04,   -2.9876162109e+04,    1.1973307031e+05,   -3.5101070312e+04,   -8.6988476562e+04,    2.3279097656e+04,
    1.0299941897e-01,    8.0573140625e+04,   -1.1112007031e+05,   -1.3563932812e+05,   -7.1465937500e+04,    6.2322695312e+04,   -1.3997229688e+05,   -6.7439453125e+04,   -7.8103012695e+03,   -9.6333773438e+04,    1.6827833984e+04,   -3.8119429688e+04,   -2.5421107422e+04,    9.0857958984e+03,
    1.0399972647e-01,   -2.6596263672e+04,   -5.1822222656e+04,    2.0931769531e+04,   -9.5427257812e+04,   -4.3197718750e+04,    9.9609757812e+04,    2.3487839844e+04,   -9.1191234375e+04,    3.6440433594e+04,   -1.2704583008e+04,    2.0045718750e+04,    5.1155460938e+04,    3.9603215332e+03,
    1.0499942303e-01,   -2.6029062500e+04,    7.3349296875e+04,    2.6645568359e+04,    5.1439148438e+04,    5.9101878906e+04,   -4.1712062500e+04,   -4.6861960938e+04,   -7.4934335938e+04,    6.6868549805e+03,   -3.3267700195e+03,    8.7467657471e+02,    8.7139304688e+04,    2.1515473633e+03,
    1.0599988699e-01,   -1.9648701172e+04,    5.3365507812e+04,    3.8215601562e+04,    3.6683933594e+04,    7.9820632812e+04,   -4.1444621094e+04,    1.1737369531e+05,    1.6621084375e+05,   -4.9079328125e+04,   -1.8719303125e+05,    1.8362973438e+05,   -2.8283080078e+04,   -1.1605639844e+05,
    1.0699978471e-01,   -1.0211324219e+05,    9.2196710938e+04,    5.3352781250e+04,    1.8460095703e+04,   -1.0799896875e+05,    2.1058894531e+04,   -2.7556744141e+04,   -1.7764229736e+03,   -1.0587817383e+04,    5.8126980469e+04,   -1.0236409375e+05,    7.4393217773e+03,   -1.4622229492e+04,
    1.0799974948e-01,   -3.1620300781e+04,   -1.7998654297e+04,   -3.1025734375e+04,   -2.1645482422e+04,   -6.2663351562e+04,    1.3087018555e+04,    8.1944804688e+04,   -7.4473378906e+03,    2.7380642578e+04,    4.0530140625e+04,   -7.5794453125e+04,   -1.4935589062e+05,   -4.6932296875e+04,
    1.0899974406e-01,    2.0468546875e+04,   -6.7482078125e+04,   -8.9021671875e+04,   -7.6820523438e+04,    2.8925857422e+04,   -1.2977327344e+05,   -6.4911225586e+03,    2.9279117188e+04,   -1.7851910938e+05,   -7.0230898438e+04,    1.3756755859e+04,    2.2558914062e+04,   -3.3573351562e+04,
    1.0999977589e-01,   -7.6470771484e+03,   -1.0632319531e+05,    5.9479261719e+04,   -7.1872320312e+04,    8.2317984375e+04,    3.8127402344e+04,   -1.5106209375e+05,   -1.7380728125e+05,    3.2878769531e+04,    5.5860183594e+04,   -7.2103132812e+04,    1.9596685547e+04,    7.0070414062e+04,
    1.1099972576e-01,    3.8498386719e+04,   -1.5928322266e+04,    7.8094643555e+03,   -1.0591544531e+05,   -3.4462089844e+04,   -2.3680359375e+04,   -5.3670613281e+04,   -8.3718343750e+04,    1.0032765625e+04,    1.0714102539e+04,   -4.1627714844e+04,    4.7738183594e+04,   -4.3616476562e+04,
    1.1199959368e-01,    7.6232906250e+04,   -1.1216686523e+04,   -5.1857929688e+04,    1.6460564453e+04,   -3.6685613281e+04,   -1.2003154688e+05,    6.2514799805e+03,    3.2199328125e+04,   -1.0870895312e+05,   -4.1310597656e+04,    6.7608609375e+04,   -2.6211904297e+04,   -6.9033803711e+03,
    1.1299938709e-01,   -9.0556515625e+04,    3.1254222656e+04,    6.4207988281e+03,    6.0806023438e+04,   -4.4220898438e+04,    9.0841953125e+04,    1.0803892969e+05,    6.1858484375e+04,   -3.9767714844e+03,   -4.6641343750e+04,    7.8475414062e+04,   -4.5729238281e+04,   -5.0889855469e+04,
    1.1399975419e-01,   -9.7254718750e+04,    7.2991328125e+04,    4.0484593750e+04,   -5.7089741211e+03,   -1.4984368750e+05,    7.9860460938e+04,    8.9923077393e+02,    6.7624179688e+04,    7.8030203125e+04,    7.3699482422e+03,   -5.8153769531e+04,    8.9016210938e+04,   -4.1039730469e+04,
    1.1499942094e-01,   -6.4102690430e+03,   -8.2261601562e+04,   -4.4668601562e+04,   -4.3643984375e+03,    9.5865125000e+04,   -2.0285781250e+04,    2.1255966797e+04,    1.1328489844e+05,    2.3914976562e+04,   -7.4124936523e+03,    8.3076476562e+04,   -4.4323132812e+04,    3.1836451172e+04,
    1.1599972844e-01,    8.2992148438e+04,   -4.7739000000e+04,   -7.8685796875e+04,   -5.7524402344e+04,   -3.3701689453e+03,   -4.1403546875e+04,   -8.6179968750e+04,   -8.4590281250e+04,   -6.7450242188e+04,    6.7056593750e+04,    2.0671791016e+04,    7.4038085938e+04,    5.2362304688e+04,
    1.1699999869e-01,    1.7262712891e+04,   -4.9713574219e+04,    5.3537648438e+04,   -4.7764824219e+04,    1.0103780273e+04,   -6.5246378906e+04,   -7.5865722656e+03,   -1.2778646875e+05,   -1.1417921875e+04,    1.4636964062e+05,   -7.5302257812e+04,   -7.0309234375e+04,    4.0014175781e+04,
    1.1799963564e-01,    6.3825722656e+04,   -1.1643109375e+05,   -5.8474230469e+04,   -1.2252150391e+04,    8.2095679688e+04,   -7.5922101562e+04,   -6.6409046875e+04,    2.5884429688e+04,   -9.0243343750e+04,   -1.0244731445e+04,   -1.1565737305e+04,   -3.7515468750e+04,   -5.6445175781e+04,
    1.1900000274e-01,   -1.8495507812e+04,    1.0330753906e+05,    1.0359560156e+05,    1.1085909180e+04,   -1.8128367188e+04,   -3.3950354004e+03,    6.2420539062e+04,    8.1021390625e+04,   -3.2855125000e+04,   -6.9860796875e+04,    2.2748037109e+03,   -4.1662898438e+04,   -7.4942953125e+04,
    1.1999978125e-01,   -1.1608447656e+05,    1.7472848438e+05,    1.0472694531e+05,    1.1888686719e+05,    1.0158616211e+04,    1.4005217188e+05,    7.8348218750e+04,   -6.7449062500e+04,    1.0081582031e+05,   -3.9427722656e+04,   -1.1005686523e+04,    1.5483075195e+04,   -8.7420085938e+04,
    1.2099961936e-01,    2.2091945312e+04,    1.0925433594e+05,    5.4851179688e+04,    3.9175593750e+04,   -1.5824357422e+04,    1.1080073242e+04,    7.1514867188e+04,    1.0145208594e+05,   -6.4258175781e+04,   -8.4490898438e+04,    5.2435777344e+04,    2.2362412109e+04,    1.9028525391e+04,
    1.2199946493e-01,   -2.9782080078e+03,   -3.5045769531e+04,    2.8406146484e+04,   -4.2994957031e+04,    9.9219906250e+04,   -9.7153960938e+04,    3.5029718750e+04,    6.8345296875e+04,   -4.5899144531e+04,   -1.0433211914e+04,   -2.1662132812e+04,   -7.4210484375e+04,   -3.5666851562e+04,
    1.2300001085e-01,   -3.0936496094e+04,   -6.9954492188e+04,    7.3023168945e+03,   -4.2910578125e+04,   -5.0247800781e+04,   -5.8388308594e+04,   -7.5399359375e+04,   -1.0127444531e+05,    2.3703928223e+03,    1.3599145312e+05,   -1.0894901562e+05,   -4.4793332031e+04,    5.7412683594e+04,
    1.2399978936e-01,    6.5676976562e+04,   -8.0988125000e+04,   -5.1850058594e+04,   -5.9434996094e+04,    5.5323347656e+04,   -4.3229539062e+04,    6.3670786133e+03,   -2.5685930176e+03,   -6.1971503906e+04,    9.9272422791e+01,   -8.7126650391e+03,    2.9690783203e+04,   -1.8618904297e+04,
    1.2499952316e-01,    3.5376343750e+04,   -1.8196683594e+04,   -4.2446679688e+04,   -4.9860136719e+04,   -6.8214625000e+04,   -6.4565914062e+04,   -5.0302542969e+04,   -6.6663304688e+04,   -3.7594082031e+04,    6.4678041992e+03,    3.1381059570e+03,   -1.4753954102e+04,   -2.9900519531e+04,
    1.2599992752e-01,   -1.0752736719e+05,    4.2968730469e+04,    9.3053750000e+03,   -6.4286960938e+04,   -9.4545539062e+04,    1.0141384375e+05,   -2.8284398438e+04,   -4.2349003906e+04,    1.0427745312e+05,   -2.0802833984e+04,   -3.4124402344e+04,   -1.2809361572e+03,   -6.6246882812e+04,
    1.2699972093e-01,   -6.0422289062e+04,   -3.1403371094e+04,    3.0953320312e+04,    4.5153665161e+02,   -2.7751402344e+04,   -3.2231156250e+04,   -1.8258493042e+02,    7.3631929688e+04,   -4.5608375000e+04,   -3.1751621094e+04,    6.4325246094e+04,    4.1454140625e+04,   -2.8299988281e+04,
    1.2799955904e-01,    4.4790886719e+04,   -2.4796943359e+04,   -1.1429041406e+05,    2.3608070312e+04,   -2.6757513672e+04,   -6.6755179688e+04,    6.7488179688e+04,    7.1488757812e+04,   -3.7977605469e+04,   -2.7019126953e+04,    9.4791101562e+04,    1.1805799805e+04,    2.4924777344e+04,
    1.2899944186e-01,   -5.5975225830e+02,   -7.8394109375e+04,   -9.2500804688e+04,   -8.6783523438e+04,   -6.6997523438e+04,    2.0704740234e+04,    4.5636304688e+04,   -4.4962296875e+04,    3.4288804688e+04,    4.8409718750e+04,   -2.7294513672e+04,    4.7126621094e+04,    2.8723847656e+04,
    1.2999999523e-01,    8.9183320312e+03,   -7.9413945312e+04,   -7.8617861328e+03,   -6.1238406250e+04,    5.4324907227e+03,   -9.8190869141e+03,   -8.3432296875e+04,   -7.2432671875e+04,   -6.2060996094e+04,   -3.5614555664e+03,   -5.0392285156e+04,    5.8700050781e+04,    3.8088378906e+04,
    1.3099984825e-01,   -4.8336528320e+03,   -6.8664054688e+04,   -4.8446105469e+04,   -5.0082257812e+04,    1.1960736719e+05,   -5.0177062500e+04,   -1.9637238281e+04,    2.1380796875e+04,   -1.5415211914e+04,   -1.6745931641e+04,    3.3386765625e+04,   -7.6101578125e+04,   -5.7521410156e+04,
    1.3199970126e-01,   -2.0565368652e+03,    6.6607429688e+04,    7.1000156250e+04,   -4.7277257812e+04,   -1.2076199219e+05,   -4.3339984375e+04,   -2.2971808594e+04,   -1.0915465625e+05,    1.6352899414e+04,    1.1734641406e+05,   -8.8285414062e+04,   -5.8543207031e+04,    1.3710009766e+04,
    1.3299953938e-01,   -1.2425802734e+04,    2.4411166016e+04,    2.1945892578e+04,    6.0123246094e+04,    2.1009232422e+04,    7.6278078125e+04,   -2.4174245605e+03,   -3.4601050781e+04,    6.6394775391e+02,   -4.3455476562e+04,   -1.7231351562e+04,   -1.8576416016e+04,   -1.0932993750e+05,
    1.3399995863e-01,    3.3706863281e+04,    8.6245812500e+04,    4.9809496094e+04,    7.7394296875e+04,    7.6353320312e+04,   -1.5443051562e+05,    6.2705714844e+04,    9.6761414062e+04,   -1.1483115625e+05,   -8.0467851562e+04,    1.2572909180e+04,   -3.9212199219e+04,   -2.0234681641e+04,
    1.3499964774e-01,   -5.8692761719e+04,    6.7485195312e+04,    5.4898847656e+04,    6.6042023438e+04,    3.3543222656e+04,    5.6603164062e+04,    5.5559453125e+03,    4.1891492188e+04,    7.6367476562e+04,   -8.0522750000e+04,   -7.7965493164e+03,    1.1296054688e+04,   -4.1507816406e+04,
    1.3599999249e-01,   -4.6617937500e+04,    4.6238597656e+04,    6.7421187500e+04,    1.2678145508e+04,   -1.2389207031e+04,    8.5760351562e+04,   -1.0750600586e+04,   -1.7371353516e+04,    9.4119365234e+03,    5.7742700195e+03,   -2.4920443359e+04,   -8.4477841797e+03,    5.1367156250e+04,
    1.3699966669e-01,    1.6804205322e+03,    9.9767929688e+03,   -3.7465898438e+04,   -3.1003236328e+04,    5.2549644531e+04,   -9.3619960938e+04,    5.8507742188e+04,    1.8269878906e+04,   -7.1245914062e+04,   -3.3350503906e+04,    3.1131082031e+04,    8.3987705078e+03,   -2.5002177734e+04,
    1.3799999654e-01,    8.0725356445e+03,   -7.6470242188e+04,   -6.1736093750e+04,    1.9758149414e+03,    1.9081664062e+04,   -4.4997566406e+04,   -1.3443271484e+04,    1.0086415039e+04,    6.3793816406e+04,    1.4570539062e+05,   -5.1339363281e+04,   -1.1200751562e+05,    2.0299181641e+04,
    1.3899968565e-01,    3.2547092285e+03,   -7.7913999023e+03,    6.0107894531e+04,   -1.2654155469e+05,   -9.0777953125e+04,   -4.1759069824e+02,   -1.2861077344e+05,   -5.8957527344e+04,    1.9885857422e+04,    6.2091015625e+04,   -1.5019698438e+05,   -1.2554266357e+03,   -5.4341542969e+04,
    1.4000004530e-01,    3.0913220703e+04,   -6.8593765625e+04,   -7.0246867188e+04,    2.3556074219e+04,   -6.1763627930e+03,   -1.2187715820e+04,    2.7495123047e+04,   -4.5772113281e+04,   -6.8382445312e+04,   -8.0283945312e+04,    1.2525103906e+05,    2.6717082520e+03,   -3.2849105469e+04,
    1.4099976420e-01,    5.9759663086e+03,    2.7758460938e+04,   -5.2031324219e+04,    3.4156238281e+04,    1.4664259033e+03,   -3.6738853455e+01,   -5.9433676758e+03,   -2.4494007812e+04,   -3.0117441406e+04,   -6.6853117188e+04,    5.2345625000e+04,    9.7775117188e+04,    5.1200378906e+04,
    1.4199951291e-01,   -7.2060718750e+04,   -2.1742292969e+04,    1.8989267578e+04,   -5.8181183594e+04,   -7.3413640625e+04,    1.1324968750e+05,    7.7297329102e+03,    5.0134550781e+04,    6.6669882812e+04,   -4.4469343750e+04,    5.7962536621e+02,    5.3819480469e+04,   -2.7542570312e+04,
    1.4300002158e-01,   -1.8126198730e+03,   -7.9118843750e+04,   -1.0198529688e+05,   -4.9907570312e+04,   -2.7257759766e+04,   -5.6176218750e+04,    3.8192773438e+04,    2.8790429688e+04,   -3.2641792969e+04,   -3.6472324219e+03,   -1.4494392578e+04,   -1.1159555664e+04,    1.3014328125e+04,
    1.4399991930e-01,   -1.5943047852e+04,   -5.7715222656e+04,   -4.2159226562e+04,   -3.4549851562e+04,    2.5605166016e+03,   -6.1823960938e+04,    3.5584089844e+04,    6.7146494141e+03,   -4.8883082031e+04,    8.8153457031e+03,    2.9975464844e+04,   -6.6711835938e+04,    8.4606025391e+03,
    1.4499984682e-01,   -1.8954771484e+04,    1.2444953125e+04,    5.0141351562e+04,    9.8900214844e+03,   -7.5022687500e+04,    2.9324908203e+04,   -8.1022921875e+04,   -9.8666078125e+04,    3.6214812500e+04,    1.0870800781e+05,   -7.1371882812e+04,    4.8020346680e+03,   -1.4587632812e+04,
    1.4599980414e-01,    6.3567377930e+03,   -2.3318012695e+03,   -2.2170388672e+04,   -8.0336125000e+04,    2.1234046875e+04,   -4.1965585938e+04,   -1.2697720312e+05,   -9.0892343750e+04,    3.6254814453e+03,   -2.7816636719e+04,   -6.4327082031e+04,   -6.3217804688e+04,   -1.3058556641e+04,
    1.4699976146e-01,   -4.9984365234e+03,   -5.5630925781e+04,   -2.9096677734e+04,    2.6412158203e+04,    5.0365113281e+04,   -9.4122664062e+04,   -1.2161297852e+04,    2.8783093750e+04,   -1.3552740625e+05,   -1.2866850000e+05,    2.0198255615e+03,   -2.4863685547e+04,   -4.1198214844e+04,
    1.4799961448e-01,   -3.9252949219e+04,    1.7296533203e+04,    3.5420266113e+03,    6.0187101562e+04,   -4.1892265625e+04,    3.6982792969e+04,   -2.7859835938e+04,   -9.9991982422e+03,    1.1042860352e+04,   -4.7336250000e+04,   -6.7785734375e+04,    5.9161449219e+04,   -3.7080328125e+04,
    1.4900003374e-01,   -5.2417949219e+04,    3.7936937500e+04,    2.0855058594e+04,    5.0984875000e+04,   -5.0460191406e+04,    1.8608115234e+04,    9.1987710938e+04,    4.2584640625e+04,    2.0364017578e+04,    9.7616357422e+03,    5.6553746094e+04,   -8.3974968750e+04,    3.0292632812e+04,
    1.4999979734e-01,    1.1620503906e+04,    6.1481070312e+04,    4.2518842773e+03,   -1.6533083984e+04,   -5.5047685547e+03,   -4.6315144531e+04,   -2.5782133789e+03,    3.7989320312e+04,   -2.2607369141e+04,   -4.8809781250e+04,    3.6415593750e+04,    6.9956337891e+03,   -2.4250707031e+04,
    1.5099953115e-01,   -6.2024742188e+04,   -1.3342818359e+04,    3.7218640625e+04,    7.3509257812e+03,    6.8099257812e+04,    5.7012312500e+04,   -4.8032558594e+04,    4.6879228516e+03,    7.4288593750e+04,    4.2959113281e+04,   -3.7128640625e+04,   -5.2995265625e+04,   -1.7037306641e+04,
    1.5199986100e-01,    3.0572250000e+04,   -1.9952671875e+04,   -6.9005593750e+04,   -4.1189265625e+04,   -4.4178031250e+04,    1.6797187500e+03,   -1.4543003906e+04,   -4.6005914062e+04,    1.1008114258e+04,    4.4667101562e+04,   -6.0084355469e+04,    6.1869472656e+04,    1.4086875977e+04,
    1.5299953520e-01,    9.9193226562e+04,   -1.0887517969e+05,   -7.4912578125e+04,   -5.1100722656e+04,   -2.3440697266e+04,   -6.0180753906e+04,    2.7947361328e+04,   -3.8058085938e+04,   -9.7509453125e+04,   -3.1615751953e+04,    2.4812068359e+04,   -4.7191343750e+04,    1.6547564453e+04,
    1.5399993956e-01,   -1.1384035156e+04,   -6.5725320312e+04,   -2.5087759766e+04,   -1.5211768555e+04,    1.1578415039e+04,    1.0994501953e+04,   -7.5515757812e+04,   -4.0278269531e+04,   -3.7633230469e+04,   -1.8678770752e+03,   -3.4969484375e+04,    2.7503757812e+04,    2.7725935059e+03,
    1.5499964356e-01,   -5.3270496094e+04,    3.0156271484e+04,    2.6103369141e+04,    3.6638322754e+03,   -6.4390609375e+04,   -8.9478505859e+03,   -2.8939482422e+04,   -6.7334453125e+03,    7.6046875000e+04,    1.4595791016e+04,   -1.8250371094e+04,    2.9203189453e+04,    4.9996987305e+03,
    1.5600004792e-01,    6.9255668945e+03,    6.1509222656e+04,    8.7092236328e+03,    5.3491128906e+04,    4.9626710938e+04,    4.1684222656e+04,    3.4569261719e+04,    4.4058496094e+04,    2.1327250000e+04,   -7.5434804688e+04,    8.6440421875e+04,   -5.1461574219e+04,   -3.1309851562e+04,
    1.5699982643e-01,   -4.2027273438e+04,    7.9903195312e+04,    2.6660472656e+04,    1.5362280273e+04,   -8.5905218750e+04,    5.6882699219e+04,    2.5403726562e+04,    1.8395490234e+04,    9.6557592773e+02,   -5.4899710938e+04,    1.1419573242e+04,    4.8592472656e+04,   -3.2826992188e+04,
    1.5799967945e-01,   -6.3732160156e+04,   -7.2392507812e+04,   -3.1208259766e+04,    4.4311710938e+04,    2.1491240234e+04,   -9.1847138672e+03,    2.4311183594e+04,   -1.4045430664e+04,    3.3287679688e+04,    2.3029029297e+04,   -8.3419804688e+04,   -5.4205468750e+04,    5.4765405273e+03,
    1.5899951756e-01,    1.4693671875e+04,   -4.2047738281e+04,   -5.0321617188e+04,   -1.0406141406e+05,    1.9427093750e+04,   -1.1455882031e+05,   -7.3835460938e+04,   -4.5953193359e+03,   -1.1369445312e+05,   -4.7343110352e+03,   -4.5414660156e+04,   -6.5740507812e+04,    2.8386603516e+04,
    1.6000005603e-01,    4.3157597656e+04,   -5.6015761719e+04,    8.0025458984e+03,   -2.6704060547e+04,   -8.5140029297e+03,   -4.4827792969e+04,   -4.7973164062e+04,   -6.4435671875e+04,   -4.6396105469e+04,   -1.9480498047e+03,   -4.1234769531e+04,   -5.0637695312e+04,   -4.4408491211e+03,
    1.6099990904e-01,   -4.3204031250e+04,    2.2765269531e+04,   -2.7156433594e+04,    3.6690773438e+04,   -8.5388555908e+02,    1.4716307617e+04,   -6.5375562500e+04,   -9.4570796875e+04,    4.3393312500e+04,    2.4748240234e+04,   -5.0153691406e+04,    1.6359980469e+04,   -1.3715078125e+04,
    1.6199971735e-01,   -2.3510060547e+04,    1.3842657227e+04,   -2.3252502441e+03,    5.5509820312e+04,   -1.6621476562e+04,   -4.0556730469e+04,   -1.4453081055e+04,    2.1617806641e+04,   -5.6893085938e+04,   -1.0593236719e+05,    4.3290105469e+04,   -5.4557031250e+03,   -7.9082500000e+04,
