Nodal History,Z-acceleration
Time,A118707,B8420,C8766,D120461,E119895,F119308,G121999,H122026,I122042,J121427,K120875,L120200,M120175,N120162,O120138,P119999,Q119903,R119210,S117957,T117315,U118615,V120404,W121002,X121123,Y121221,Z121254,AA8692,AB121315,AC8535,AD120930,AE120632,AF8452,AG120535,AH8436,AI8432,
    6.2999621034e-02,   -2.4087112500e+05,   -3.6038506250e+05,   -1.0910921875e+05,   -4.8708237500e+05,   -3.2003150000e+05,   -3.8002421875e+05,    3.1143709375e+05,    1.6720803125e+05,    3.5448562500e+05,   -5.2257212500e+05,    6.0478075000e+05,    1.5333070312e+05,    4.2160271875e+05,    8.1412968750e+05,    5.3931618750e+05,    3.2547046875e+05,    8.2116242188e+04,   -4.1237972656e+04,   -1.4269420312e+05,    2.7187421875e+05,   -4.3515519531e+04,   -1.3977467188e+05,   -1.1071800781e+05,   -2.1784168750e+05,    4.6602312500e+04,    5.9865031250e+05,   -2.6217386719e+04,    1.3176235000e+06,    6.4049637500e+05,    4.5894909375e+05,    6.5371937500e+05,    5.0192531250e+05,    4.6820165625e+05,    9.5861203125e+04,   -9.9494507812e+04,
    6.3999645412e-02,   -2.9245653125e+05,   -9.0291855469e+03,    1.3489657812e+05,    5.0445518750e+05,    2.6190059375e+05,    1.5522748438e+05,   -7.5606398438e+04,   -1.3384401562e+05,   -5.8305531250e+05,   -3.9402275000e+05,   -5.2351381250e+05,    6.5365325000e+05,    3.6366384375e+05,   -1.8296220312e+05,   -1.6193300000e+05,    7.8707484375e+04,    3.0497387500e+05,    3.0245756250e+05,   -7.5421000000e+04,   -5.7719187500e+05,   -1.1511741406e+05,   -1.9748517188e+05,   -9.0766984375e+04,   -1.1134318359e+04,    1.0697975000e+05,   -3.0561731250e+05,    4.0801681250e+05,    2.0386073438e+05,    3.2067431250e+05,    8.1475918750e+05,   -1.5160981250e+05,   -1.5684281250e+05,    1.4661386719e+03,    1.6685880859e+04,   -8.0452437500e+04,
    6.4999654889e-02,    6.4278683594e+04,   -1.1645878906e+05,   -2.1912067188e+05,   -4.4146499023e+03,    2.1292553125e+05,    4.0888818750e+05,   -4.7956228125e+05,   -1.9606665625e+05,   -1.8201254688e+05,   -3.0853021484e+04,    5.1429090625e+05,    8.2909706250e+05,    4.8023546875e+05,    3.7648609375e+05,    2.4634853125e+05,   -2.2976724609e+04,    4.2446681250e+05,   -2.3341098438e+05,    3.2140294922e+04,    4.4977846875e+05,    2.1880514062e+05,   -3.9803528125e+05,   -4.0417378125e+05,    5.1385550000e+05,    2.8019653320e+03,    6.9751443750e+05,    4.9699275000e+05,    6.5485750000e+05,   -3.6102859375e+05,   -6.8652756250e+05,   -5.5921450000e+05,   -4.7327184375e+05,   -4.8405359375e+05,   -1.8373821875e+05,   -2.0492300000e+05,
    6.5999649465e-02,   -3.8009081250e+05,    3.6620050000e+05,   -4.6684146875e+05,   -1.2104752344e+05,    5.4306089844e+04,    2.6816531250e+05,   -9.2060078125e+04,    1.8280212500e+05,    1.0188839062e+05,    4.3168359375e+05,    7.6226606250e+05,    1.0025939375e+06,   -4.5085000000e+05,    8.9936806250e+05,    6.0262492188e+04,    1.7373506250e+05,    6.7017593750e+04,    2.5998070312e+05,    4.4604143750e+05,   -8.6219937500e+04,    4.7517320312e+04,   -6.6562140625e+04,    2.4648259766e+04,   -1.5801365625e+05,    6.4841606250e+05,    6.9511231250e+05,    1.0260881250e+06,    5.9200125000e+05,    7.2372875000e+05,   -1.1607036719e+05,    5.1870500000e+04,    3.6080575000e+05,    5.2735243750e+05,    6.2129937500e+05,    6.5111262500e+05,
    6.6999658942e-02,   -3.4362825000e+05,    4.0536743750e+05,   -2.5707920312e+05,   -1.0386525781e+05,   -2.0843745312e+05,    7.0958953125e+04,    2.1111676562e+05,    5.0093601562e+04,    3.0832303125e+05,    6.1311568750e+05,    7.4728906250e+05,    8.1949631250e+05,    8.4839550000e+05,    8.6399100000e+05,    8.4425318750e+05,   -9.3750937500e+03,    8.0594039062e+04,    2.5631167188e+05,    3.8821296875e+05,   -8.8543703125e+04,    1.3922814062e+05,    4.4197993750e+05,   -1.3661584375e+05,   -3.7806281250e+05,    3.2650284375e+05,   -1.7504410938e+05,    6.0114943750e+05,    9.6029179688e+03,    7.7994023438e+04,    1.1581028125e+05,    4.1874609375e+05,    8.8617343750e+04,    1.0932654688e+05,    3.2924809375e+05,    3.7656271875e+05,
    6.7999698222e-02,    1.3625982422e+04,   -1.5429875000e+05,   -4.5372671875e+05,   -7.7018206250e+05,   -8.2315925000e+05,   -7.0193743750e+05,   -4.4939450000e+05,    9.0629273438e+04,    8.7884210938e+04,    1.1217731250e+06,   -5.4882309570e+03,    2.1929997500e+06,    1.0421361250e+06,    8.3389275000e+05,    9.2467381250e+05,    2.6754571875e+05,    2.1234354688e+05,    1.8111732812e+05,   -2.4606456250e+05,    6.7604693750e+05,    4.1702453125e+04,   -2.2423554688e+05,   -5.4773831250e+05,   -1.6397851562e+05,    1.0162760938e+05,    2.2831612500e+05,    1.2186262500e+06,    5.2447525000e+05,    6.4797518750e+05,    6.2116000000e+05,    4.9605015625e+05,    7.9717734375e+04,    3.2464500000e+04,   -2.0261140625e+05,   -2.4856221875e+05,
    6.8999759853e-02,   -2.7137631250e+05,   -1.1003297656e+05,   -3.8623527832e+03,    3.3106825000e+05,    1.0636814844e+05,    1.2492830469e+05,   -1.2890528125e+05,    2.9652653125e+05,    6.6972812500e+05,    3.5046781250e+05,    8.0967656250e+04,   -9.5393937500e+04,   -1.9895692188e+05,   -5.6811737500e+05,    9.1833381250e+05,    2.7394340625e+05,    7.6375831250e+05,    4.8411856250e+05,   -3.8389566406e+04,   -2.1740575000e+05,    1.8946473438e+05,    5.3250262500e+05,    3.5068403125e+05,   -2.9883487500e+05,    4.6778781250e+05,    9.4528662500e+05,    1.4319791250e+06,    1.2812832500e+06,    8.5630700000e+05,    6.6059937500e+05,    8.8231609375e+04,   -4.4951134375e+05,   -2.6889131250e+05,    5.3707394531e+04,    1.5838478125e+05,
    6.9999851286e-02,   -4.6877511719e+04,    6.6062950000e+05,    6.4584868750e+05,    2.2243776562e+05,    1.1773742969e+05,    4.9667834375e+05,    3.6044600000e+05,    6.4518081250e+05,    6.3071012500e+05,    5.4564768750e+05,    2.9030978516e+04,    3.5806753125e+05,    1.0316295312e+05,    8.2953773438e+04,   -1.3537542188e+05,    1.3711564062e+05,    5.6879343750e+05,    5.9763043750e+05,    2.7523143750e+05,    1.7017784375e+05,    2.6171579688e+05,   -7.8429838867e+03,    1.4271771875e+05,    1.5933726562e+05,    5.5402691406e+04,   -1.1610456250e+05,   -3.1674262500e+05,    3.8561534375e+05,    1.6378610938e+05,    2.0391060547e+04,    1.9562604688e+05,   -3.9416459375e+05,   -1.7107890625e+05,    1.8191426562e+05,    2.7816690625e+05,
    7.0999950171e-02,    3.9579287500e+05,    5.2294750000e+05,    2.0144982812e+05,    1.1376725781e+05,    1.5417723633e+04,    4.1034646875e+05,   -5.8973929688e+04,    5.4680425000e+05,    4.6994398438e+04,    6.4676581250e+05,    1.5761531250e+05,    2.7888106250e+05,    7.4109306250e+05,    5.1169434375e+05,    2.3042355469e+04,    9.3099554688e+04,    3.0196350000e+05,    2.7908025000e+05,    6.7760300000e+05,    1.0938307500e+06,    4.3652056250e+05,   -3.3746356250e+05,    4.0912021875e+05,    6.9553443750e+05,    1.9941951172e+04,    2.7018543750e+05,    2.2451714062e+05,    4.5265462500e+05,    8.8467762500e+05,    8.2391893750e+05,    2.1647796875e+05,    1.7046068750e+05,    2.5382940625e+05,    4.6931162500e+05,    3.9053559375e+05,
    7.1999438107e-02,    4.2022787500e+05,    3.0168962500e+06,   -6.7454043750e+05,   -3.3613071875e+05,    4.4295196875e+05,    1.7777322500e+06,   -2.8247630000e+06,   -2.8746634375e+05,    9.2705518750e+05,    1.2243233398e+04,    3.1537550000e+05,    3.7748178125e+05,   -2.7599712500e+05,   -1.1248687500e+05,    3.6589440625e+05,    7.6128078125e+04,    4.9278346875e+05,    2.1342067188e+05,    9.6022006250e+05,    6.0568511719e+04,   -4.3666631250e+05,    6.4073512500e+05,    1.3165867188e+05,    3.1161518750e+05,    7.8839425000e+05,    6.0633300000e+05,   -5.6808503906e+04,    4.8401596875e+05,    5.6515137500e+05,    6.7616662500e+05,    9.4479443750e+05,    1.3256635000e+06,    5.8197256250e+05,   -2.5984805000e+06,   -1.9072892188e+05,
    7.2999581695e-02,    3.3719428125e+05,    6.9052781250e+05,    7.2232646484e+03,   -1.6239127500e+06,   -9.8698275000e+05,    4.0255122070e+03,   -4.6966046875e+05,    8.8545481250e+05,    7.9002200000e+05,   -6.1360281250e+05,    1.3635737500e+06,    3.1133050000e+05,    4.2012575000e+05,    5.6294231250e+05,    2.5555367188e+05,    2.0682832812e+05,    3.8894084375e+05,    3.3762143750e+05,    2.0426443750e+05,    1.1091167500e+06,    5.9908500000e+05,   -1.0039392969e+05,    4.2707081250e+05,    5.5026043750e+05,    2.4880442188e+05,    7.2206318750e+05,    9.0470531250e+04,   -1.1198433750e+06,    1.8747601250e+06,   -1.0657936250e+06,    1.2247833984e+04,   -2.1476751953e+04,   -4.7644731250e+05,    4.4457218750e+05,    7.8773950000e+05,
    7.3999740183e-02,    9.1602109375e+04,    2.3896940000e+06,   -2.0151093750e+04,   -3.3313934375e+05,    1.0150810000e+06,    1.2037331250e+06,   -1.9636606250e+05,    9.4239804688e+04,   -5.4748734375e+04,   -3.8532609375e+05,   -1.6488559375e+05,    1.8951168750e+05,    1.1908550000e+05,   -2.1258057812e+05,    1.2496418750e+06,    1.4208409375e+05,    4.3870743750e+05,    5.2822143750e+05,    9.3558710938e+04,    2.7333728125e+05,    2.0469704688e+05,    5.6987150000e+05,    6.4075600000e+05,    5.5984953125e+04,    5.3066762500e+05,    1.2187912500e+06,    1.6244312500e+04,    5.5304609375e+04,    6.7472006250e+05,   -2.1926398438e+05,    6.9314406250e+05,   -2.0424978516e+04,    5.0656012500e+05,    1.4460720000e+06,    1.5117461250e+06,
    7.4999898672e-02,   -5.4816088867e+03,    1.0612993750e+06,    4.7872687500e+05,    8.5816062500e+04,    2.1650948438e+05,    6.2927975000e+05,    3.4452143750e+05,    1.5366900000e+05,    2.0856546875e+05,    3.5007059375e+05,    9.8176931250e+05,    4.1592918750e+05,   -3.3359196875e+05,   -2.0514318750e+05,    1.1410143750e+06,    9.6371312500e+05,    1.7313103750e+06,   -7.2831093750e+04,   -1.7909377500e+06,    8.8661890625e+04,    9.6898131250e+05,   -8.8548518750e+05,   -4.0659050000e+05,    1.3028195000e+06,    1.1573061250e+06,    5.0447518750e+05,    7.7181796875e+04,    7.0087581250e+05,    1.3981418750e+06,   -5.3592825000e+05,    6.7792734375e+04,    6.2105693750e+05,    9.2595662500e+05,    8.2877650000e+05,    5.8738525000e+05,
    7.5999438763e-02,    1.4718385000e+06,    8.8830662500e+05,    1.2462692969e+05,   -1.1717017969e+05,    2.7391784375e+05,   -5.5307367188e+04,   -2.5227896875e+05,    2.9678362500e+05,   -3.9549365625e+05,    6.9081431250e+05,   -9.8018968750e+05,   -1.6512235938e+05,    2.5366526562e+05,    1.1052725000e+06,    7.5391356250e+05,    9.1647656250e+05,    3.0065637500e+05,    1.1626436250e+06,    1.0081263750e+06,    1.1370755469e+05,    3.8247468750e+05,   -4.1791400000e+05,   -1.3640930000e+06,   -2.5387292188e+05,    1.0423528750e+06,   -3.6791850000e+05,   -4.5597484375e+05,    2.8315434375e+05,    5.1875040625e+05,   -4.6405893750e+05,    1.9353864062e+05,    3.4329706250e+05,    4.8239271875e+05,    3.4314234375e+05,   -6.7444067383e+03,
    7.6999582350e-02,    1.1737150000e+06,    7.2865443750e+05,    1.4148145000e+06,    5.6120356250e+05,    4.0147056250e+05,    3.9696356250e+05,    1.1143212500e+06,    5.3619143750e+05,   -6.9757575000e+05,    4.9773431250e+05,   -1.2987708750e+06,    1.3353471250e+06,    2.0869132812e+05,   -2.3126592188e+05,    1.0658118750e+06,   -5.7490712500e+05,   -2.6624184375e+05,    4.2009884375e+05,    6.6727537500e+05,   -7.7958835938e+04,   -1.0426575000e+06,   -7.7974109375e+04,   -8.0468906250e+04,    4.8121184375e+05,    1.5335576250e+06,   -4.7052359375e+05,    1.7966221875e+05,    2.0573812500e+05,    6.5536831250e+05,    1.4815486250e+06,    5.5018625000e+05,    1.5561451562e+05,    1.5951148438e+05,    5.4797756250e+05,    9.7739143750e+05,
    7.7999688685e-02,    3.7888918750e+05,   -4.6647925000e+05,    7.3241281250e+05,    7.3067500000e+04,    6.9686731250e+05,    2.0369968750e+05,    2.8253525000e+05,    1.2021120000e+06,    1.0917630000e+06,   -1.4021125000e+06,    7.6671143750e+05,    1.3186596875e+05,    2.3113096875e+05,    3.3612421875e+05,   -4.3327521875e+05,   -1.3159473438e+05,    4.0380928125e+05,    8.9497398438e+04,   -5.5138137500e+05,   -7.8161318750e+05,    9.8676568750e+05,    9.5775881250e+05,    4.7096062500e+05,    1.3883503750e+06,    1.0668107500e+06,    2.9518906250e+05,   -2.2194450000e+05,    5.8337725000e+05,    5.1379062500e+05,   -3.9524440625e+05,    1.7238682812e+05,    1.6542211250e+06,    1.8094062500e+06,    1.1475482500e+06,    1.0069471875e+05,
    7.8999847174e-02,   -1.7417318750e+06,    3.3239206250e+05,    8.1864987500e+05,    1.4213762695e+04,    4.0229631250e+05,    7.2569926758e+03,    1.4132306250e+06,    5.6034693750e+05,    2.4513907812e+05,    8.5465400000e+05,    1.2954498047e+04,    5.2350287500e+05,   -1.4074885000e+06,   -1.0024684375e+06,    1.5729943750e+06,   -7.0932300000e+05,    1.2254037500e+06,    5.6792587500e+05,   -7.7389843750e+04,   -1.4826661250e+06,   -3.7596312500e+05,    1.6424276250e+06,    7.8141662500e+05,    1.6620276250e+06,    5.1881493750e+05,   -3.2539285000e+06,   -2.4738759375e+05,   -1.6536853750e+06,   -5.0618975000e+05,   -3.0955562500e+06,    3.2442559375e+05,    5.9468168750e+05,    1.1549205000e+06,   -1.5811328125e+05,    6.8391550000e+05,
    7.9999394715e-02,   -5.8407625000e+05,    4.7105540625e+05,   -3.2348150000e+05,   -3.0316087500e+05,    1.4738585938e+05,   -1.4248289062e+05,   -3.5649103125e+05,   -3.2327875000e+05,    8.0121243750e+05,   -9.2888168750e+05,   -1.0401191875e+06,    5.3360131250e+05,   -1.4538747500e+06,   -5.2028037500e+05,    4.8688237500e+05,   -6.2665493750e+05,   -2.3051071875e+05,    2.4888270312e+05,   -9.0547193750e+05,    2.2091810000e+06,    3.8025261719e+04,    5.6694275000e+05,   -2.0771647949e+03,    8.6434000000e+05,    1.5204650000e+06,   -4.5252909375e+05,    2.8944865000e+06,    2.7796496875e+05,   -5.0914855469e+04,    6.9889937500e+05,    1.9235552500e+06,   -3.6165159375e+05,   -4.5594525000e+05,    9.9942200000e+05,    1.1456100000e+06,
    8.0999545753e-02,   -3.7602040625e+05,   -1.2817396875e+05,    3.8238190625e+05,   -5.2127925781e+04,    7.9848742188e+04,   -1.0527601562e+05,   -1.2049058594e+04,   -9.6358587500e+05,   -3.3177181250e+05,   -3.1563800000e+05,    4.3537925000e+05,    1.5453273438e+05,   -1.6349695000e+06,   -8.3296687500e+05,    7.9804500000e+05,    1.3512285000e+06,    6.7357818750e+05,   -1.6592704688e+05,    7.4190718750e+04,    1.3725667500e+06,    1.4919017500e+06,    1.3554602500e+06,    4.1164931250e+05,   -3.2357131250e+05,    1.3738231250e+05,    1.8092446250e+06,    1.0356939375e+06,   -3.7482943750e+05,   -1.4900187500e+05,   -4.1211993750e+05,   -1.2442781250e+06,   -6.9102554688e+04,    1.5777213750e+06,    1.0898186250e+06,    5.7046443750e+05,
    8.1999681890e-02,    6.2881484375e+04,    2.8621421875e+05,    1.2097342500e+06,    3.5637587500e+06,   -1.7174476250e+06,   -6.3522543750e+05,    1.2552366406e+05,    1.7884673750e+06,   -2.1122217500e+06,   -1.2487421250e+06,   -2.5709882500e+06,    1.7902256250e+06,    3.4144921875e+05,   -5.0450459375e+05,    1.1119157812e+05,    2.9648291016e+03,    1.2586917500e+06,    1.3925820000e+06,    3.0364596875e+05,   -2.5838718750e+05,   -1.4546642500e+06,    7.5004256250e+05,   -6.3183218750e+05,    5.8883056250e+05,    8.6551318750e+05,   -6.4976212500e+05,   -1.0042180469e+05,    1.4942455000e+06,   -1.4538375000e+06,    1.3408935000e+06,    1.5089471250e+06,   -5.1927771875e+05,   -3.2343975000e+05,   -4.1141040625e+05,    6.5495081250e+05,
    8.2999795675e-02,    6.0705762500e+05,   -3.7675731250e+05,   -6.7087400000e+05,    1.5561402500e+06,   -1.5550568750e+05,    1.8966098438e+05,   -5.8780793750e+05,    1.4818311250e+06,   -9.0466156250e+05,   -1.0583942500e+06,   -1.6115563750e+06,    2.5413597500e+06,    1.0750426250e+06,    2.1947810000e+06,    9.6835975000e+05,   -1.3376408750e+06,    8.4530018750e+05,   -8.6006109375e+04,    8.8798243750e+05,   -4.3710222656e+04,    3.0382925000e+05,   -6.6122218750e+05,   -1.2823542969e+05,   -1.3361960000e+06,    2.8787822266e+04,    1.4916871250e+06,    1.0920600000e+06,    1.3520645000e+06,    3.6414168750e+05,   -6.2601643750e+05,    9.4198118750e+05,    1.2227553750e+06,    8.2692431250e+05,    3.3553062500e+05,    3.3259353125e+05,
    8.3999931812e-02,   -7.3725750000e+05,    9.6435581250e+05,    6.4299637500e+05,   -7.3214210938e+04,   -9.5592179688e+04,    2.3313995312e+05,    1.4261086250e+06,   -7.1871162500e+05,   -1.3405993750e+06,   -8.3372918750e+05,   -1.2811890000e+06,    7.9898726562e+04,    2.1813392500e+06,    1.1383302500e+06,   -3.7603556250e+05,    4.9267162500e+05,    5.0173706250e+05,    2.1219162500e+05,   -2.2333726562e+05,   -1.8189954688e+05,   -2.0681026562e+05,    8.9010618750e+05,    2.7590762500e+05,   -9.2548868750e+05,    4.2115334375e+05,    8.6576975000e+05,   -1.0492568750e+06,    1.1777716250e+06,    1.7326285938e+05,    1.1434953906e+05,   -5.6467268750e+05,   -7.4170181250e+05,    1.1214583594e+05,   -2.6096178125e+05,   -6.7812109375e+04,
    8.4999471903e-02,   -1.2277112500e+06,   -2.8850565625e+05,   -4.4395131250e+05,   -4.7032690625e+05,    4.5776837500e+05,   -1.0475111328e+04,   -5.0440443750e+05,    5.3697637500e+05,   -2.0264868750e+05,    1.1450925000e+06,   -1.4894743750e+05,   -6.0120375000e+05,    4.2192981250e+05,    1.6587718750e+06,    1.5428502500e+06,   -1.2006830000e+06,    4.7263178125e+05,    1.6229798438e+05,    1.0282829375e+06,    1.0527668750e+06,   -8.6068234375e+04,    1.0153128125e+06,   -6.4099237500e+05,    2.0171106250e+05,    1.4368158750e+06,    9.8191882812e+04,   -7.1618992188e+04,   -6.8990050000e+05,    5.8333893750e+05,   -1.1206320000e+06,    3.7732253125e+05,    7.0030393750e+05,    5.1494171875e+05,   -2.2594315625e+05,   -3.2693150000e+05,
    8.5999645293e-02,   -9.8653356250e+05,   -5.4821068750e+05,   -2.3298129688e+05,   -3.3491890625e+05,    3.6219225000e+05,    7.4192343750e+03,   -5.8883275000e+05,   -4.6532480469e+04,    1.2155634766e+04,    4.0718518750e+05,    1.0256231875e+06,    8.6116218750e+05,   -3.0327165625e+05,   -3.5272340625e+05,   -1.1111316250e+06,   -3.4045512500e+05,   -6.1840493750e+05,   -4.1824691406e+04,   -2.8931034375e+05,   -1.9571892090e+03,   -1.1298536250e+06,    1.0973808594e+05,    9.9827429688e+04,   -9.3364248047e+03,    3.7610153125e+05,    2.1757854688e+05,   -1.0664820000e+06,    1.2140112500e+06,   -3.2014721875e+05,    7.0429425000e+05,   -6.2170387500e+05,   -1.6993846875e+05,    5.5763337500e+05,   -1.1666240625e+05,   -1.0601536250e+06,
    8.6999803782e-02,    9.6625256250e+05,   -2.5672393750e+05,    1.4938696250e+06,   -6.8578546875e+04,    3.5341603125e+05,    4.4183096875e+05,   -2.1994768750e+05,   -7.6155212500e+05,   -8.3713075000e+05,   -7.1409765625e+04,    3.0384462500e+05,   -1.0110486250e+06,    5.4932332031e+04,    3.9664865625e+05,    9.1642950000e+05,    1.2459328125e+05,    1.1149126250e+06,   -5.9878957031e+04,   -1.0278585625e+06,    7.6270362500e+05,    8.1435671875e+04,   -1.5902468750e+06,    4.8298296875e+04,    2.8526656250e+05,   -4.9822968750e+05,   -9.8286960938e+04,    5.6257132812e+04,    2.8177281250e+05,    7.8507537500e+05,   -3.6766212500e+05,   -1.4182813750e+06,   -3.3877737500e+05,    5.1004355469e+04,   -8.0631387500e+05,   -2.9238455078e+04,
    8.7999984622e-02,    4.5663777344e+04,    3.4516950000e+05,    9.1413210938e+04,    5.9921868750e+05,    6.3154937500e+05,    2.5799734375e+05,   -8.5464800000e+05,   -5.7888631250e+05,   -3.0313368750e+05,   -6.1061218750e+05,    2.4125651562e+05,   -2.8972490625e+05,    3.5299519531e+04,   -9.4719970703e+03,    5.2912729492e+03,    1.8091289062e+05,    2.1492184375e+05,    1.0145617188e+05,   -4.9564394531e+04,   -1.2369852500e+06,   -1.7917057812e+05,   -5.8162556250e+05,    6.9361660156e+03,    6.4179281250e+05,   -1.8010390625e+04,   -3.2672156250e+05,    7.2185206250e+05,    2.2063106250e+05,    2.8046881250e+05,   -6.8687375000e+05,    3.3876453125e+05,   -1.8140868750e+05,   -1.0444713125e+06,   -2.5536207812e+05,   -4.8349421875e+04,
    8.8999532163e-02,    1.3384238750e+06,   -6.7141398438e+04,   -2.4532859375e+04,   -3.3107015625e+04,    5.1519584375e+05,    5.4554943750e+05,   -7.7444820312e+04,    3.0073453125e+05,   -2.0188192188e+05,   -2.6801681250e+05,   -7.0904418750e+05,    2.1999554688e+05,   -3.5913646875e+05,    4.8942959375e+05,   -6.7443487500e+05,    8.3337268750e+05,    5.2097353125e+05,    8.0628132812e+04,   -4.0954965625e+05,    1.4871208008e+04,    2.0776115625e+05,   -9.5867687500e+05,    3.3569089844e+04,   -8.0645793750e+05,   -1.6434509766e+04,   -2.4329900000e+05,    4.0435300000e+05,    6.8106062500e+05,   -2.1940093750e+05,    5.1114262500e+05,    6.3245437500e+04,    3.2193796875e+05,   -4.8014850000e+05,   -1.3038741250e+06,   -7.4438668750e+05,
    8.9999727905e-02,   -1.6130410938e+05,    4.2965771875e+05,    1.2634332500e+06,    1.0560177500e+06,    4.0606945312e+04,    8.2564187500e+04,    4.4896650000e+05,   -3.5964115625e+05,    8.7031375000e+05,    3.3412165625e+05,    1.1997570000e+06,    1.5422067188e+05,   -8.6237531250e+05,   -3.0011993750e+05,   -5.7953775000e+05,   -1.0407501875e+06,   -3.1547043750e+05,   -2.5494818750e+05,    1.0551328125e+04,   -2.3707807812e+05,    3.6317003125e+05,   -1.4839734375e+05,    3.7498218750e+05,   -9.7992125000e+04,    2.5031310938e+05,   -3.0443728125e+05,    1.1441613750e+06,   -6.3915675000e+05,   -2.6620828125e+04,    8.6907742188e+04,    1.7394062500e+05,   -1.2912970000e+06,   -4.9627140625e+05,   -9.6193125000e+05,   -3.8629859375e+04,
    9.0999931097e-02,    6.7454443750e+05,   -1.8229175000e+05,   -4.7990228125e+05,   -8.6322882812e+04,   -1.7755307812e+05,   -3.1672515625e+05,   -5.9943343750e+05,    8.3744925000e+05,   -1.7071621094e+04,   -3.9486490625e+05,    3.6422725000e+05,    3.5933484375e+05,   -6.3669585938e+04,   -2.4703851562e+05,   -4.9761581250e+05,   -3.1196496875e+05,    3.4135640625e+05,    5.0482443750e+05,    5.5402487500e+05,    6.9551500000e+04,   -1.0122518750e+05,    5.2331109375e+05,   -9.7109737500e+05,    7.8262137500e+05,    2.4033287500e+05,    8.6030856250e+05,   -1.3064416250e+06,   -3.4901153125e+05,   -2.6825710938e+04,    6.5696656250e+05,   -9.9081695312e+04,    5.4774543750e+05,    4.8970503125e+05,   -7.8882462500e+05,   -8.4040931250e+05,
    9.1999530792e-02,    1.1662946250e+06,    6.7674462500e+05,    5.2076521875e+05,    5.0426275000e+05,    1.7741276562e+05,    8.5951611328e+03,   -4.0476493750e+05,   -2.2794187500e+05,    2.1824706250e+05,   -1.8344220312e+05,   -5.4014781250e+05,   -4.9693712500e+05,   -2.4587081250e+05,    2.3949792188e+05,    4.2732918750e+05,   -2.7467737500e+05,    8.1742875000e+05,    1.3368015000e+06,   -1.2049756250e+06,   -5.9871568750e+05,    4.7295335938e+04,   -6.0075368750e+05,   -1.8976071875e+05,   -4.1762718750e+04,   -1.8585737500e+05,   -1.3165490000e+06,   -1.0819740625e+05,   -4.0637471875e+05,    5.5856475000e+05,   -7.0033206250e+05,    4.5541953125e+05,   -4.9778990625e+05,   -5.7208437500e+05,   -2.0953387500e+05,   -1.2256690625e+05,
    9.2999748886e-02,   -4.8124471875e+05,    5.7364918750e+05,   -3.9940575000e+05,    2.2331420312e+05,   -9.5130757812e+04,    1.0127150000e+05,   -4.0635059375e+05,    1.2188515625e+05,    2.3893628125e+05,   -6.7749711914e+03,    3.4749696875e+05,   -8.1479781250e+05,    3.0175343750e+05,    8.6088050000e+05,    1.2404820000e+06,    5.1110218750e+05,    2.1852407812e+05,    6.7570218750e+04,   -2.2143184375e+05,    1.3264706250e+06,   -4.4470984375e+05,   -1.3943435000e+06,   -9.1358078125e+04,    4.3301648438e+04,    1.5936464062e+05,   -2.5744921875e+04,   -5.2069187500e+05,   -1.8258901562e+05,    5.3493312500e+05,    6.8239812500e+05,   -4.4113775000e+05,   -2.6335315625e+05,   -2.6494668750e+05,    1.2410012500e+06,    7.8272106250e+05,
    9.3999952078e-02,    1.5362007500e+06,   -3.0712381250e+05,    4.1337417969e+04,   -5.3280268750e+05,    1.8770400000e+05,    6.1691118750e+05,    2.0301364062e+05,    4.5141978125e+05,    1.2533228906e+05,   -1.0752603750e+06,    3.7858393750e+05,   -3.6215681250e+05,    1.4807598438e+05,   -2.1731142578e+04,   -1.4485304688e+05,    6.9517171875e+04,    2.6774512500e+05,    7.4027312500e+05,    5.0699825000e+05,   -1.3241817188e+05,   -3.6939900000e+05,    3.3662237500e+05,    3.8376653125e+05,   -3.0663909375e+05,   -2.2550829688e+05,   -4.0897593750e+04,   -1.3153978750e+06,    1.1499925000e+06,    1.2900438281e+05,    9.1072300000e+05,    1.0179163125e+06,   -1.8043781250e+05,    7.8473328125e+04,    3.2405918750e+05,    1.7259064062e+05,
    9.4999529421e-02,    1.3990420312e+05,    2.6251915625e+05,    4.4229781250e+05,    5.4415656250e+05,    9.8800156250e+05,    7.5001456250e+05,   -8.6967406250e+04,    2.5625026562e+05,    6.5379512500e+05,   -2.7415931250e+05,   -8.2556368750e+05,   -1.5325514062e+05,   -3.8531355469e+04,    4.6343903125e+05,   -2.5238632812e+04,    2.6075937500e+04,    1.2509106250e+05,    4.8044225000e+05,    6.9302231250e+05,    1.5483400000e+05,    2.0460106250e+05,   -5.0530253125e+05,   -7.2450931250e+05,   -2.9185175000e+05,    9.3508531250e+04,   -3.3568025000e+05,   -2.0943439062e+05,   -2.9107746875e+05,   -1.1643820312e+05,   -5.1432265625e+05,   -4.0676378125e+05,    3.5061900000e+05,    2.2787525000e+05,    1.1558291406e+05,   -2.3181904688e+05,
