Nodal History,Z-acceleration
Time,A118707,B8420,C8766,D120461,E119895,F119308,G121999,H122026,I122042,J121427,K120875,L120200,M120175,N120162,O120138,P119999,Q119903,R119210,S117957,T117315,U118615,V120404,W121002,X121123,Y121221,Z121254,AA8692,AB121315,AC8535,AD120930,AE120632,AF8452,AG120535,AH8436,AI8432,
    2.9999662191e-02,   -3.1002589844e+04,    2.0918709375e+05,   -1.9394618750e+05,    6.3830556250e+05,    2.1567992188e+05,   -2.9285171875e+05,   -1.9069328125e+05,    9.3920929688e+04,    6.7737056250e+05,   -1.2249138281e+05,   -3.9293528125e+05,   -3.1642730469e+04,   -4.2241478125e+05,    4.6994837500e+05,    4.3082368750e+05,    4.4519096875e+05,    5.5559703125e+04,    1.5212865625e+05,    2.9868794922e+04,    5.1577690625e+05,    8.8427648438e+04,   -2.8538571875e+05,   -6.3257679688e+04,    4.3986109375e+05,   -5.9813285156e+04,    3.9238812500e+05,    2.9426056250e+05,    2.0562651367e+03,    5.9293893750e+05,    1.7466921875e+05,    1.1283053906e+05,    4.6948584375e+05,    6.3344725000e+05,    3.8580281250e+05,    3.5500600000e+05,
    3.0999375507e-02,    2.9857375000e+04,   -3.9856562500e+04,    4.8353278125e+05,    7.9061669922e+03,   -2.3058920312e+05,   -2.6560443750e+05,    2.3416696875e+05,    7.4246462500e+05,    3.5929725000e+05,   -8.1045828125e+04,    4.6964996875e+05,    8.9824662500e+05,    3.6786318750e+05,   -4.0958398438e+04,   -5.1266609375e+05,    3.1939196875e+05,   -2.5110193750e+05,   -3.6482928125e+05,   -3.5686259375e+05,   -3.6972159375e+05,   -3.2216315625e+05,   -2.2099464062e+05,   -4.6245441406e+04,    1.1356025781e+05,   -2.1182540625e+05,    4.4188812500e+05,   -6.9515148926e+02,    2.7161043750e+05,   -2.5114714062e+05,    4.7414140625e+05,    1.9870458984e+04,    7.1665418750e+05,    8.2233112500e+05,    5.5052268750e+05,    3.6107959375e+05,
    3.1999573112e-02,    3.4469825000e+05,    1.7131003125e+05,   -2.1374142578e+04,    7.1797601562e+04,    7.0252039062e+04,   -2.4614507812e+04,    4.5263881250e+05,    1.3539582812e+05,    1.1761586719e+05,   -2.3623953125e+05,    4.4666053125e+05,    6.7308918750e+05,    4.8547896875e+05,    2.7958884375e+05,    4.4307144531e+04,    3.6079353125e+05,    1.1889930469e+05,   -1.0649532812e+05,   -1.6449214062e+05,   -7.5123237500e+05,   -7.0093093750e+05,   -2.8113725000e+05,   -1.6261709375e+05,    1.4575239062e+05,    1.2201987305e+03,    1.6349329688e+05,    5.8660431250e+05,    4.0760525000e+05,    1.3287495312e+05,    1.2149007812e+05,    6.6182929688e+04,    1.8084264062e+05,    2.0964031250e+05,    3.2837903125e+05,    4.2514418750e+05,
    3.2999441028e-02,   -1.9869939062e+05,   -4.5425403125e+05,   -4.0490093750e+05,   -3.1637337500e+05,   -3.2089528125e+05,   -1.9944609375e+05,   -5.4802631250e+05,   -1.3726834375e+05,   -2.0979729688e+05,    6.3968737500e+05,    2.0133218750e+05,    2.2513970312e+05,    4.2434137500e+05,    6.5421956250e+05,    4.4923453125e+05,   -1.8227306250e+05,   -4.3308828125e+05,   -2.2223057812e+05,   -4.8241618750e+05,   -7.1399929688e+04,    1.6923417969e+04,    1.1312065625e+05,   -6.7122443750e+05,   -2.4315253125e+05,    7.7950537500e+05,   -1.7569550781e+04,    2.9445590625e+05,    2.1684332812e+05,    6.9099256250e+05,    3.9454781250e+05,    1.5467268750e+05,   -1.3219603125e+05,   -2.8146281250e+05,   -1.8812193750e+05,   -3.2325834375e+05,
    3.3999729902e-02,   -6.7810887500e+05,   -7.6451612500e+05,   -3.7890821875e+05,   -4.5609790625e+05,   -4.1902528125e+05,   -3.5379175000e+05,   -3.1591665625e+05,    6.1504839844e+04,    4.4248668750e+05,    6.3649218750e+05,    3.1314234375e+05,    4.7411690625e+05,    3.7089634375e+05,    3.4080609375e+05,    5.0623287500e+05,   -4.3989871875e+05,   -6.3320531250e+05,   -2.3247273438e+05,    9.4271085938e+04,    2.6253134375e+05,    2.7002684375e+05,   -1.2253921094e+05,   -3.2340750000e+04,    6.0185636719e+04,    2.3721276562e+05,    2.5674398438e+05,   -9.5336875000e+04,    4.8984031250e+05,    5.0367771875e+05,    3.3024078125e+05,   -5.2581597656e+04,   -8.9492593750e+04,   -2.5367506250e+05,   -4.4058650000e+05,   -6.2476325000e+05,
    3.4999608994e-02,   -2.0726500000e+05,   -2.3142198438e+05,   -4.6828243750e+05,   -2.4792630859e+04,   -5.9464128906e+04,   -1.0502025000e+05,   -1.8930854688e+05,   -1.9267378125e+05,    1.2417157812e+05,    2.7591262500e+05,    6.7491518750e+05,    4.5839034375e+05,    3.4263931250e+05,   -1.1256910938e+05,    5.6794960938e+03,   -1.0005364844e+05,   -6.6340640625e+04,   -6.2902056250e+05,   -5.1068565625e+05,   -1.9707204688e+05,   -3.6416409375e+05,   -2.2188495312e+05,   -2.3308551562e+05,   -1.3372757812e+05,    5.9664980469e+04,    1.6001000000e+05,    4.9114615625e+05,    1.0284250625e+06,    1.3549626562e+05,   -1.0857617188e+04,   -1.5797898438e+05,   -9.9208156250e+04,   -8.7502578125e+04,   -2.6877568750e+05,   -2.7470493750e+05,
    3.5999469459e-02,    3.1630871875e+05,   -1.0793207031e+05,   -4.2537731250e+05,   -3.0015996875e+05,   -2.1443221875e+05,   -3.9052178125e+05,   -5.2773775000e+05,   -2.8473534375e+05,   -2.6100023438e+05,    3.6098821875e+05,    2.6910318750e+05,    4.5265312500e+05,    1.1808975781e+05,    1.7421276562e+05,   -1.2496835938e+05,    3.9189868750e+05,   -9.4209718750e+04,   -4.5804993750e+05,   -5.6404812500e+05,   -1.0324811875e+06,   -6.6486250000e+05,   -7.9014606250e+05,   -7.4590343750e+04,   -1.2777592188e+05,    3.1223876953e+04,    7.1117929688e+04,    7.5147556250e+05,    4.7767700000e+05,    2.7299996875e+05,   -2.5108103125e+05,   -2.7367050000e+05,   -2.3722617188e+05,   -5.2723487500e+05,   -2.7994884375e+05,   -3.2529978516e+04,
    3.6999702454e-02,    2.0283940625e+05,   -3.0157353125e+05,   -4.0451765625e+05,    9.7860800000e+05,   -1.4340623438e+05,    3.0565084375e+05,   -1.0601979688e+05,    5.0226893750e+05,    3.6249416504e+03,   -1.1002008594e+05,    1.0128386719e+04,   -6.0670585938e+04,    4.1341440625e+05,    2.9253225000e+05,    3.2921796875e+04,   -3.0155084375e+05,    1.8790699219e+04,   -2.6121244141e+04,   -1.0753178906e+05,   -1.8694512500e+05,   -1.5692120312e+05,   -3.5282665625e+05,   -6.2466664062e+04,    7.7130562500e+04,   -3.4699521875e+05,    1.2888611719e+05,    9.2391992188e+04,    2.6684384375e+05,    1.7644934375e+05,   -1.9097546875e+05,    5.0002765625e+04,   -2.5253870312e+05,   -2.6447912500e+05,    4.2248975000e+05,    2.5086292188e+05,
    3.7999629974e-02,   -1.6295917188e+05,   -2.4168162500e+05,    2.6863707031e+04,    3.4224134375e+05,    3.1516590625e+05,    5.2871826172e+03,   -4.3199945312e+04,   -2.6097203125e+05,    1.0267575195e+04,   -3.3754034375e+05,    8.1626296875e+04,   -1.1040558594e+05,    1.3533887500e+05,    2.4061198438e+05,    2.7233513672e+04,   -5.6464831250e+05,   -8.0279429688e+04,    2.7076184375e+05,    5.1217312500e+05,    1.2230203750e+06,    4.5864271875e+05,    1.5398801562e+05,   -5.2587262500e+05,   -7.3087700000e+05,   -6.0005246094e+04,   -1.4048665625e+05,   -2.5586348438e+05,   -1.4012557812e+05,   -3.1629846875e+05,    1.5146065625e+05,    2.3469474609e+04,    6.0575289062e+04,    2.7303112500e+05,   -2.6835439453e+04,   -2.5038496875e+05,
    3.8999870420e-02,   -1.0082023438e+05,    8.2436630859e+03,    4.9702855469e+04,    9.8714796875e+04,   -3.2681175000e+05,   -5.8683910156e+04,   -3.1538933594e+04,   -4.1356650000e+05,   -8.7248257812e+04,    2.7086353125e+05,   -2.7043981250e+05,   -4.3203968750e+05,   -3.2007543750e+05,   -1.2189971094e+05,    3.5394384375e+05,   -6.0502318750e+05,   -2.5614140625e+04,    5.0192337500e+05,    5.3600093750e+05,    8.5419718750e+05,    7.2547200000e+05,    8.9359668750e+05,    9.9851742188e+04,    1.2671680469e+05,    1.3163562500e+05,   -1.3630975000e+05,   -5.3945950000e+05,   -3.9480221875e+05,    1.1883867188e+04,   -7.3445507812e+04,   -1.3233796875e+05,   -1.6274948438e+05,   -2.7508834375e+05,   -9.0282734375e+04,   -7.9418960938e+04,
    3.9999797940e-02,    5.3210343750e+05,    1.2082078906e+05,   -5.6729992188e+04,    3.9948221875e+05,    3.8982053125e+05,    3.5409209375e+05,    1.4730554688e+05,    4.5663428125e+05,   -1.5949801562e+05,   -1.5170804688e+05,   -3.9709515625e+05,   -5.2728037500e+05,   -6.6433468750e+05,   -5.0086400000e+05,   -4.4146773438e+04,    1.6881654688e+05,    4.6718687500e+05,    1.1161117188e+05,    8.0584429688e+04,   -1.8927440625e+05,    1.7658360938e+05,    7.4075679688e+04,    2.5258420312e+05,    1.8288278125e+05,    7.7208257812e+04,   -1.8795160938e+05,   -5.7960262500e+05,   -7.8409800000e+05,   -3.7046425000e+05,   -1.6571809375e+05,   -1.1118926562e+05,    4.3182687500e+05,    5.1997859375e+05,    2.2442979688e+05,   -2.0441376953e+04,
    4.0999911726e-02,    5.7667950000e+05,    6.3617106250e+05,    7.8131981250e+05,    9.6537906250e+05,    8.6171668750e+05,    5.3765868750e+05,    5.5161275000e+05,    9.4239804688e+04,   -4.6196656250e+04,   -1.0003551875e+06,   -1.9460398438e+05,   -3.2599518750e+05,   -4.6725371875e+05,   -6.0794387500e+05,   -4.6743459375e+05,    4.3648637500e+05,    2.4201693750e+05,   -4.1267534375e+05,   -2.4981321875e+05,    1.0038910938e+05,   -2.8067390625e+05,    1.1566383594e+05,    4.8868681250e+05,    2.0252034375e+05,   -7.0411368750e+05,   -5.6890875000e+05,   -5.5316143750e+05,   -1.5441876562e+05,   -1.0117396875e+06,   -5.2081521875e+05,   -1.1138490625e+05,    3.7115096875e+05,    3.4268534375e+05,    4.0753446875e+05,    7.4639600000e+05,
    4.1999444366e-02,    4.0181134375e+05,    6.1921181250e+05,    7.2737850000e+05,    7.2213368750e+05,    6.6383362500e+05,    7.3459193750e+05,    7.2781156250e+05,    4.8025506250e+05,   -4.0884500000e+04,   -3.7428300000e+05,   -6.0068437500e+05,   -6.9219656250e+05,   -7.1744968750e+05,   -4.8027871875e+05,   -2.0775393750e+05,    3.1581903125e+05,    2.0168198438e+05,    5.9403281250e+05,    7.3821743750e+05,    3.3005949219e+04,    3.6028053125e+05,    5.0770225000e+05,    6.1199793750e+05,    3.8421478125e+05,   -3.5744750000e+05,   -4.0173950000e+05,   -4.5790075000e+05,   -5.0436981250e+05,   -3.0699056250e+05,    1.7652825000e+05,    1.8281970312e+05,    5.2367418750e+05,    4.7098512500e+05,    4.6469009375e+05,    4.6553268750e+05,
    4.2999748141e-02,    2.0445273438e+05,    4.7468203125e+05,    6.0530431250e+05,    4.9376975000e+05,    5.2001065625e+05,    3.9805968750e+05,    6.8950693750e+05,    3.1809834375e+05,    3.1604246875e+05,   -9.5556343750e+04,   -6.4732481250e+05,   -8.0578250000e+05,   -4.6731615625e+05,   -2.4150598438e+05,   -4.4429914062e+04,    5.7909585938e+04,    8.5851406250e+05,    8.7614112500e+05,    9.7055031250e+05,    1.3403591250e+06,    1.0817363750e+06,    1.0381043750e+06,    3.4754637500e+05,    2.6416268750e+05,   -1.8962525000e+05,   -3.7401664062e+04,   -5.6474300000e+05,   -7.0548831250e+05,   -1.0103892578e+04,   -1.0016071875e+05,    3.6154803125e+05,    1.6715367188e+05,    2.6856971875e+05,    3.8862684375e+05,    2.7918081250e+05,
    4.3999470770e-02,    1.7483512500e+05,   -7.3093406250e+04,    1.3677159375e+05,    1.9526507812e+04,   -1.0625967188e+05,   -4.9689257812e+04,    1.6945226562e+05,   -1.7096106250e+05,    2.5123423828e+04,    2.3388539062e+05,   -6.9431929688e+04,   -5.5286237500e+05,   -4.0602834375e+05,   -2.6895603125e+05,   -4.4970746875e+05,   -2.8562165625e+05,    4.3919718750e+05,    6.6084250000e+05,    1.0510928750e+06,    1.4720751250e+06,    9.3157412500e+05,    5.8868750000e+05,    2.6749156250e+05,   -4.0201690625e+05,   -3.2958852539e+03,   -4.2969684375e+05,   -7.0937687500e+05,   -4.2873446875e+05,   -1.5017053125e+05,    3.2600450000e+05,    4.8397753125e+05,   -4.0113764648e+03,   -1.0440542969e+05,   -9.7430007812e+04,   -1.3358684375e+05,
    4.4999759644e-02,    3.4939850000e+05,    1.7134965625e+05,    2.2218862305e+03,   -2.6987784375e+05,   -3.8668534375e+05,   -2.4476173438e+05,    3.6817306250e+05,    1.6615212891e+04,    2.4402726562e+05,   -2.0738181250e+05,   -3.1476109375e+05,   -1.5302290625e+05,   -1.5286545312e+05,    1.5752571289e+04,   -2.1996521875e+05,    1.9408029688e+05,    1.2905162500e+05,    5.0700287500e+05,    3.7732159375e+05,    3.7307318750e+05,   -4.3327867188e+04,    3.4404187500e+05,    1.2506365625e+05,    8.3878798828e+03,   -2.8708206250e+05,   -6.9957162500e+05,   -2.1686362500e+05,   -7.0787328125e+04,   -1.6623386719e+04,    5.2570092773e+03,    6.5795687500e+04,   -4.8563570312e+04,    3.4835035156e+04,    3.9140112500e+05,    4.5920934375e+05,
    4.5999877155e-02,   -2.2858216797e+04,    1.0336435938e+05,    3.1432615625e+05,    1.3815690625e+05,    1.5013929688e+05,    1.3732884375e+05,    1.1994881250e+05,    1.1395452344e+05,    4.1862981250e+05,    3.5872806250e+05,    7.6253906250e+04,    3.1097156250e+05,   -1.1680208008e+04,    1.0558879688e+05,   -6.0419128906e+04,    3.4736934375e+05,    9.4339250000e+04,   -3.0388328125e+05,   -5.4098325000e+05,   -7.0613118750e+05,   -2.0025581250e+05,    2.1395384375e+05,    2.2547278125e+05,    5.3218856250e+05,    1.6883757812e+05,   -1.1048132812e+05,    1.2583937500e+05,    2.3529528125e+05,    3.2897815625e+05,   -2.8771200000e+05,    1.8029688721e+03,    5.1076790625e+05,    5.7666881250e+05,    4.2939806250e+05,    3.4778478125e+05,
    4.6999514103e-02,    1.6828587500e+05,    2.7132912500e+05,    2.9953362500e+05,    2.3061639062e+05,    2.1690085938e+05,    2.4353489062e+05,    3.0097725000e+05,   -2.2592193750e+05,   -9.3759671875e+04,    3.6215957031e+04,    7.1356825000e+05,    7.5948106250e+05,    3.0786284375e+05,    2.7207156250e+05,   -4.5275409375e+05,   -9.4861460938e+04,    4.0758584375e+05,   -4.9264753125e+05,    4.4496238281e+04,   -3.1543446875e+05,   -2.0058773438e+05,   -2.5689795312e+05,   -1.3527743750e+05,   -1.5347731250e+05,    1.9440317188e+05,    6.0584443750e+05,    7.3635637500e+05,    7.3494256250e+05,    5.1609328125e+04,    9.6285875000e+04,    2.2885326562e+05,   -5.3439507812e+04,   -1.6096017188e+05,   -2.9811474609e+04,    1.9050773438e+05,
    4.7999680042e-02,    2.5243750000e+05,    8.7489523438e+04,   -1.7795579688e+05,   -3.9626243750e+05,   -1.2713122656e+05,    1.0495439844e+05,   -1.5753801562e+05,   -1.0441969531e+05,   -1.3647698438e+05,   -7.2333093750e+04,    3.3640722656e+04,    9.4988367188e+04,    2.9697643750e+05,    4.9469184375e+05,    2.9209025000e+05,   -2.4842457812e+05,   -5.8703148438e+04,    3.6008853125e+05,    6.1589262500e+05,    2.2032315625e+05,    6.1325856250e+05,    1.9323615625e+05,    1.6274357812e+05,    2.0951026562e+05,    2.2204645312e+05,    3.8249190625e+05,    6.0014206250e+05,    1.7455792188e+05,    2.2379317188e+05,   -1.7085697266e+04,   -7.1595523438e+04,   -6.8048937500e+04,   -2.1272745312e+05,    1.4060214062e+05,    1.6587070312e+05,
    4.8999514431e-02,   -4.2618712500e+05,    1.0539024219e+05,   -6.2192597656e+04,    1.4906731250e+05,    1.5901748438e+05,    2.6573582031e+04,   -1.7512441406e+04,    1.7120400000e+05,   -1.2157782031e+05,    5.6343525000e+05,    6.7506171875e+04,    2.3609665625e+05,    3.7068429688e+04,    6.2949112500e+05,    9.3566787500e+05,    7.1146098633e+03,    8.7607281250e+04,   -2.4208657812e+05,   -5.9606298828e+03,    1.2392938750e+06,    1.0652873750e+06,    6.3185493750e+05,    4.1262338867e+03,    2.2424448438e+05,    3.8561756250e+05,    8.6235312500e+05,    3.5710909375e+05,   -1.0959458594e+05,    2.5261414062e+05,    3.3944962500e+05,   -2.0074681641e+04,   -1.9452962891e+04,   -1.8129870312e+05,   -4.1771575000e+05,   -4.5989331250e+05,
    4.9999762326e-02,    2.3537917188e+05,   -4.3419950000e+05,    4.4978571875e+05,    5.0431084375e+05,    2.1577226562e+05,    4.7220953125e+05,    2.5347718750e+05,    1.3853770000e+06,    1.0653863750e+06,    6.4350868750e+05,    1.0042628125e+06,    3.8461228125e+05,    6.2512118750e+05,    2.8419093750e+05,    2.5077450000e+06,    7.2565218750e+05,    1.0625923438e+05,    4.9852556250e+05,    2.5297815625e+05,    1.7604823750e+06,   -6.8696231250e+05,   -9.9601175000e+05,    2.1968390000e+06,    4.1745122070e+03,   -1.3135981250e+06,    1.1591704688e+05,    2.4444801562e+05,    5.4629406250e+05,    5.7444418750e+05,    6.3267118750e+05,   -1.3705882812e+05,   -2.0449653125e+05,    1.2538976562e+05,    4.5224643750e+05,    3.1959606250e+05,
    5.0999779254e-02,    5.4530375000e+05,    4.9031553125e+05,    1.7015470000e+06,    9.1314112500e+05,   -2.4964392188e+05,   -1.4839336250e+06,    3.5832084375e+05,    7.8694362500e+05,    2.7899393750e+05,    1.9242310000e+06,    1.4870723750e+06,    6.1105125000e+05,    6.1486387500e+05,   -2.9051581250e+05,    1.8113527500e+06,    8.2693043750e+05,    2.2042975000e+06,    1.4173972500e+06,    1.1216571250e+06,    1.4776955000e+06,    2.4644490000e+06,    2.0293001250e+06,    2.2774167500e+06,   -9.8507882812e+04,    3.4482375000e+05,    1.3375765000e+06,    1.7893763750e+06,   -9.6564587500e+05,    2.1032662500e+06,    3.1596240000e+06,    1.4784686250e+06,    1.7343062500e+05,    3.5845806250e+05,    1.6310741250e+06,    1.8544975000e+06,
    5.1999844611e-02,    3.6806418750e+05,    8.9154231250e+05,    3.5749372500e+06,    2.7642807500e+06,    2.1850737500e+06,    1.2235166250e+06,    2.7901860000e+06,    3.1189496875e+05,   -1.5085790000e+06,    7.6252012500e+05,    2.8037368750e+05,    1.5995955000e+06,   -9.0613981250e+05,    2.5111481250e+05,   -6.9003412500e+05,   -5.6218037500e+05,    2.3268718750e+05,    2.6664315000e+06,    1.8204960000e+06,    2.6426485000e+06,    2.4867405000e+06,    1.7619802500e+06,    1.3757633750e+06,    1.2614880000e+06,   -1.0236038750e+06,   -3.8116240625e+05,    4.0383034375e+05,   -2.0014160938e+05,    9.2346031250e+05,   -1.3574972500e+06,   -8.2482484375e+04,   -4.1824871875e+05,   -4.3707562500e+05,    1.1834962500e+06,    1.3226488750e+06,
    5.2999369800e-02,    2.2141977500e+06,    2.5785026562e+05,   -8.9671648438e+04,   -6.5080550000e+05,   -5.2407356250e+05,    4.5614453125e+05,    7.1912131250e+05,   -2.1655592188e+05,    1.6022492188e+05,   -1.2363532500e+06,   -7.8644031250e+05,    4.5870390625e+05,    3.6390509375e+05,   -1.9173916250e+06,   -1.0942277500e+06,   -5.7176312500e+04,   -9.6085150000e+05,    2.5379372500e+06,    1.2566630000e+06,   -1.0427180000e+06,    6.6227700000e+05,   -4.6289637500e+05,    8.8465484375e+04,   -3.7135512500e+05,   -3.4542893750e+05,   -7.9198640625e+04,    1.5546606250e+06,   -6.3006156250e+05,   -1.2959347500e+06,   -3.6537396875e+05,    3.0474553125e+05,   -5.5211156250e+05,   -1.0846230000e+06,   -4.2400103125e+05,   -3.3522421875e+05,
    5.3999528289e-02,    1.9588638750e+06,    4.0787131250e+05,   -7.3901962500e+05,    1.4794363750e+06,    1.8045550000e+06,    1.4954400000e+06,    4.7618340625e+05,   -1.4286841250e+06,   -2.1744412500e+06,   -4.1018040625e+05,    6.1805281250e+04,    1.2556956250e+06,    8.3870412500e+05,   -1.3711791250e+06,   -1.0699692188e+05,    3.1236625000e+04,    2.3210004688e+05,    5.2670243750e+05,    4.2249518750e+05,   -9.8706168750e+05,   -9.4614226562e+04,    2.6999103125e+05,    1.4195601250e+06,   -2.4006670312e+05,   -7.1841225000e+05,   -1.4485653125e+05,    1.2449441406e+05,    1.7375920312e+05,   -6.1226937500e+05,    6.9532890625e+04,    7.7370737500e+05,   -5.3666137500e+05,   -7.1671400000e+05,   -2.6167748438e+05,   -1.5567976562e+05,
    5.4999675602e-02,    1.1384728750e+06,   -4.1674537500e+05,   -2.3146978125e+05,    5.9238793750e+05,    2.4927262500e+05,    1.9595596875e+05,   -4.2010978125e+05,    1.2506825000e+06,   -1.4021184375e+05,    1.4516583750e+06,    1.5914941406e+04,   -6.9892112500e+05,   -1.0278011719e+05,    1.5961111250e+06,    1.7803735938e+05,    9.2301187500e+05,    6.2381868750e+05,   -3.3880593750e+05,   -4.9041228125e+05,   -2.0814057812e+05,    5.7093793750e+05,    1.6080165625e+05,   -7.0898125000e+05,    1.7773566250e+06,   -4.8271112500e+05,    4.4963021875e+05,   -5.1261615625e+05,   -5.4438006250e+05,    1.6511206250e+06,    4.2107200000e+05,    1.1225835000e+06,    1.0566248750e+06,    8.1928862500e+05,   -3.6934240625e+05,   -6.3992093750e+05,
    5.5999830365e-02,   -3.9016269531e+04,    3.6701659375e+05,   -5.4917118750e+05,    9.8749062500e+05,    4.1867453125e+05,    4.4290178125e+05,   -6.7109570312e+04,    9.1472018750e+05,    2.1896042500e+06,   -4.5942656250e+05,   -5.2458937500e+05,   -4.4261109375e+05,   -5.1883596875e+05,    4.7709784375e+05,    1.7259623750e+06,    1.0500366406e+05,   -2.0074171875e+05,    9.9322820312e+04,    1.0807790625e+05,    5.7401268750e+05,   -2.3784937500e+05,   -7.0682500000e+05,   -2.3274107812e+05,    8.5821843750e+05,    2.6636656250e+05,   -3.3760790625e+05,   -5.7432507812e+04,   -1.3687483750e+06,   -1.2164595312e+05,    9.7416812500e+05,    1.2511876250e+06,   -2.0904896484e+04,   -1.9904578125e+05,   -5.5597225000e+05,   -2.6901934375e+05,
    5.6999918073e-02,   -5.2272818750e+05,    3.3788375000e+05,   -8.8413193750e+05,    2.0268139062e+05,    4.0698025000e+05,    4.0976621875e+05,   -1.6496482812e+05,    9.6275037500e+05,    1.1667421250e+06,   -2.5181603516e+04,   -1.8046621875e+05,   -2.9444318750e+05,    7.2007181250e+05,    4.5335084375e+05,   -1.3310653320e+04,    2.1084162500e+05,    6.6487418750e+05,   -3.9649028125e+05,   -6.1467756250e+05,    1.0109805625e+06,    8.0419525000e+05,    5.0558640625e+05,    4.2693787500e+05,    3.6361534375e+05,   -1.1518511719e+04,   -4.7405984375e+05,   -4.3343168750e+05,   -6.7017681250e+05,   -6.1386912500e+05,   -2.5041791016e+04,   -9.4450862500e+05,   -3.3635756250e+05,    5.4716093750e+04,    9.2525668750e+05,    1.1091521250e+06,
    5.7999350131e-02,   -3.4924712500e+05,    1.2836753750e+06,    8.3188637500e+05,   -1.5829673438e+05,   -1.3965520312e+05,    4.9766324219e+04,    8.9745262500e+05,    5.8729881250e+05,    7.5022912500e+05,    9.0106356250e+05,    3.7369275000e+05,   -4.5289381250e+05,   -1.1776985000e+06,   -1.3015490625e+05,    5.3498460938e+04,    1.0509567500e+06,    8.9088168750e+05,   -2.0762775879e+03,    2.6763584375e+05,   -5.2767287500e+05,   -5.5826656250e+05,   -4.0661731250e+05,    1.5607696875e+05,    1.6296256250e+06,    2.3438559375e+05,    1.2035440000e+06,    6.0981812500e+05,    1.4763114062e+05,    8.9476218750e+05,    1.9771317188e+05,   -1.5091646875e+05,    4.4677528125e+05,    2.3431028125e+05,    6.0785975000e+05,    8.2334706250e+05,
    5.8999367058e-02,    4.4127421875e+04,    5.0169559375e+05,    1.0662322500e+06,    1.0474895000e+06,    5.0535190625e+05,    1.1582174805e+04,    6.9500593750e+05,    2.2610242188e+05,    2.9845550000e+05,    5.6159386719e+04,    2.7904080078e+04,    2.5291048438e+05,    1.1759375781e+05,    1.1057925781e+05,    1.3889403125e+05,    1.5440487500e+05,    1.2775255000e+06,   -6.7701656250e+05,   -4.5472153125e+05,   -8.3530337500e+05,   -4.8886440625e+05,    1.5117290625e+05,    8.1272668750e+05,    5.0229546875e+05,   -2.8483343750e+04,    3.4570765625e+04,    1.2335336250e+06,    1.1165413750e+06,    2.7941103125e+05,    6.4480018750e+05,    6.4777800000e+05,    1.6607248438e+05,    4.1698968750e+05,    1.0996212500e+06,    1.0606196250e+06,
    5.9999424964e-02,   -2.6949584375e+05,   -1.0771202500e+06,   -2.6149512500e+05,   -7.2619562500e+05,   -9.8413856250e+05,   -8.3627200000e+05,   -2.3586145312e+05,    2.5502601562e+05,    4.3132556250e+05,    6.4637250000e+05,    4.4862712500e+05,    3.6211065625e+05,    4.5013106250e+05,    5.8326631250e+05,    2.7139609375e+05,   -2.3248525000e+05,   -8.4066175000e+05,   -5.9633887500e+05,   -4.1078093750e+05,    1.2688881250e+05,   -1.1408118750e+05,   -4.6791190625e+05,   -1.3209793750e+05,    8.1928500000e+05,    7.9383050000e+05,    4.9239074219e+04,   -5.8757093750e+05,    5.8528943750e+05,    6.1008589844e+04,   -7.2854931250e+05,    1.7543242188e+05,    8.3009117188e+04,    2.6861940625e+05,   -1.1377218750e+05,   -3.9078037500e+05,
    6.0999501497e-02,   -2.2620710938e+05,   -1.1847707812e+05,   -7.0442018750e+05,   -4.0389187500e+04,    3.0115881250e+05,    4.3746381250e+05,   -7.0221162500e+05,   -2.0850221875e+05,    5.1087200000e+05,   -1.5906753906e+04,   -2.7757356250e+05,    2.1963825000e+05,    1.3921689062e+05,    3.1080837891e+04,    1.4522415625e+05,    4.3504784375e+05,   -1.3820753125e+05,    1.7649281250e+05,    2.4414390625e+04,    1.6208723438e+05,    2.3035728125e+05,   -2.3360606250e+05,   -3.9166303125e+05,    3.9141000000e+05,    1.0905011250e+06,    7.2923550000e+05,   -1.8141364062e+05,   -3.4783131250e+05,   -4.4177387500e+05,    1.4605407812e+05,   -2.8137034375e+05,   -3.5907363281e+04,    1.5609784375e+05,   -5.1103818359e+03,   -2.2046776562e+05,
    6.1999570578e-02,   -2.4641854688e+05,   -9.2163447266e+03,   -5.5526218750e+05,   -5.9488212500e+05,   -2.6260400000e+05,    1.5084504688e+05,   -2.5032135938e+05,   -4.0911818750e+05,   -3.9788731250e+05,    8.7701856250e+05,    7.6074312500e+05,    6.4262656250e+04,    5.3177056250e+05,    5.7808887500e+05,    7.4889037500e+05,    2.0315192188e+05,    4.5477803125e+05,    2.3075814062e+05,    5.3129242188e+04,    7.2727493750e+05,    4.7231575000e+05,    6.2993425000e+05,    5.7936456250e+05,   -2.5140909375e+05,    1.0423725000e+06,    5.4703993750e+05,    2.5912796875e+05,    7.4988212500e+05,    2.4784671875e+05,    6.2979523438e+04,   -6.4794393750e+05,   -8.3908273438e+04,    2.5496850000e+05,    4.6257812500e+05,    4.2636981250e+05,
