Time(s),Acceleration(m_s2),1_AT3_Floor/A/MeshedPart-PART-1-1 at Node 27292
0.124001,827.086,
0.125,463.869,
0.126001,337.636,
0.127,300.805,
0.128001,420.028,
0.129,412.672,
0.130001,573.316,
0.131001,531.991,
0.132001,472.114,
0.133001,480.145,
0.134,770.327,
0.135001,503.958,
0.136,330.204,
0.137001,538.713,
0.138,535.787,
0.139001,279.212,
0.140001,479.898,
0.141001,391.379,
0.142001,156.007,
0.143,763.533,
0.144001,436.375,
0.145,355.15,
0.146001,364.961,
0.147,286.417,
0.148001,276.729,
0.149001,431.079,
0.150001,97.9265,
0.151001,305.132,
0.152,505.288,
0.153001,346.629,
0.154,404.351,
0.155001,566.463,
0.156,257.436,
0.157001,390.042,
0.158001,377.032,
0.159001,474.368,
0.160001,264.377,
0.161,156.855,
0.162001,488.366,
0.163,400.758,
0.164001,267.284,
0.165,186.471,
0.166001,344.339,
0.167001,583.064,
0.168001,324.696,
0.169001,212.725,
0.17,383.876,
0.171001,409.558,
0.172,204.215,
0.173001,270.457,
0.174,341.472,
0.175001,209.504,
0.176001,307.759,
0.177001,461.244,
0.178001,225.476,
0.179,255.592,
0.180001,295.188,
0.181,191.779,
0.182001,293.964,
0.183,343.751,
0.184001,367.206,
0.185001,454.064,
0.186001,566.148,
0.187001,455.638,
0.188,202.076,
0.189001,416.54,
0.19,308.573,
0.191001,363.729,
0.192,294.34,
0.193001,219.842,
0.194001,256.842,
0.195001,370.963,
0.196001,426.149,
0.197,199.505,
0.198001,199.876,
0.199,135.884,
0.200001,318.352,
0.201,240.242,
0.202001,251.98,
0.203001,306.41,
0.204001,281.993,
0.205001,193.003,
0.206,604.793,
0.207001,417.718,
0.208,255.998,
0.209001,357.645,
0.21,358.81,
0.211001,361.125,
0.212001,511.059,
0.213001,768.265,
0.214001,362.85,
0.215,154.132,
0.216001,316.06,
0.217,273.11,
0.218001,613.822,
0.219,360.831,
0.220001,463.535,
0.221001,327.613,
0.222001,373.739,
0.223001,293.456,
0.224,391.89,
0.225001,418.024,
0.226,455.176,
0.227001,458.833,
0.228,425.716,
0.229001,481.962,
0.230001,490.611,
0.231001,180.75,
0.232001,303.316,
0.233,479.691,
0.234001,403.965,
0.235,325.866,
0.236001,420.619,
0.237,438.649,
0.238001,356.485,
0.239001,352.012,
0.240001,298.506,
0.241001,375.483,
0.242,346.64,
0.243001,354.564,
0.244,143.811,
0.245001,161.021,
0.246,533.284,
0.247001,328.062,
0.248001,377.341,
0.249001,614.404,
0.250001,225.343,
0.251001,430.271,
0.252001,169.961,
0.253001,227.453,
0.254001,172.854,
0.255001,305.64,
0.256001,415.36,
0.257,125.301,
0.258,396.999,
0.259,395.226,
0.26,328.425,
0.261,222.875,
0.262001,408.58,
0.263001,296.206,
0.264001,363.733,
0.265001,141.49,
0.266001,349.517,
0.267001,73.4243,
0.268001,59.4766,
0.269001,355.062,
0.270001,259.822,
0.271001,185.832,
0.272,359.96,
0.273,237.983,
0.274,431.976,
0.275,119.916,
0.276,138.587,
0.277001,510.171,
0.278001,186.073,
0.279001,388.811,
0.280001,247.466,
0.281001,293.92,
0.282001,445.391,
0.283001,220.475,
0.284001,49.2928,
0.285001,319.377,
0.286,365.477,
0.287,280.054,
0.288,179.82,
0.289,324.513,
0.29,304.054,
0.291001,227.234,
0.292001,311.275,
0.293001,95.8617,
0.294001,298.806,
0.295001,242.945,
0.296001,406.145,
0.297001,328.329,
0.298001,484.074,
0.299001,209.973,
0.3,482.456,
Time(s),Acceleration(m_s2),6_AT3_Floor/A/MeshedPart-PART-1-1 in Element 24099
0,10.3553,
0.00100038,9.74885,
0.00200076,10.192,
0.00300121,9.548,
0.00400014,9.78505,
0.00500043,111.042,
0.00600064,348.487,
0.00700042,68.9535,
0.00800017,411.049,
0.00900046,254.907,
0.0100007,316.012,
0.0110007,151.456,
0.0120009,136.01,
0.0130012,125.074,
0.0140004,365.998,
0.0150012,106.969,
0.0160003,269.604,
0.0170002,446.433,
0.0180002,336.648,
0.0190002,211.892,
0.0200014,303.634,
0.0210003,166.103,
0.0220008,111.218,
0.0230011,275.293,
0.0240004,285.292,
0.0250013,174.356,
0.0260002,273.752,
0.0270005,284.056,
0.0280008,280.141,
0.0290011,405.586,
0.0300014,361.871,
0.0310002,209.558,
0.0320004,351.107,
0.0330007,304.942,
0.034001,309.765,
0.0350013,341.926,
0.0360001,358.31,
0.0370004,115.891,
0.0380007,242.979,
0.039001,247.091,
0.0400013,267.049,
0.0410001,244.664,
0.0420004,381.084,
0.0430007,320.036,
0.0440001,230.959,
0.045001,243.899,
0.0460009,390.63,
0.0470004,245.853,
0.0480003,374.995,
0.049,282.308,
0.0500012,403.151,
0.0510008,380.234,
0.0520002,222.503,
0.053001,294.398,
0.0540003,518.659,
0.0550012,237.092,
0.0560005,176.081,
0.0570013,296.983,
0.0580007,440.936,
0.0590015,321.252,
0.0600008,549.893,
0.0610002,1208.19,
0.062001,513.948,
0.0630003,429.783,
0.0640012,608.02,
0.0650005,583.62,
0.0660013,636.094,
0.0670007,269.688,
0.0680015,429.502,
0.0690008,413.578,
0.0700002,601.84,
0.071001,465.076,
0.0720003,482.904,
0.0730012,324.737,
0.0740005,987.848,
0.0750013,384.354,
0.0760007,194.621,
0.0770015,662.536,
0.0780008,577.852,
0.0790002,783.757,
0.080001,257.811,
0.0810003,289.689,
0.0820012,470.151,
0.0830005,379.721,
0.0840013,621.725,
0.0850007,241.615,
0.0860015,626.398,
0.0870012,907.481,
0.0880013,280.466,
0.0890005,531.013,
0.0900002,804.153,
0.0910015,866.903,
0.0920012,495.946,
0.093001,602.344,
0.0940007,1041.25,
0.0950005,341.182,
0.0960002,207.614,
0.0970015,545.175,
0.0980012,571.872,
0.0990009,385.726,
0.100001,313.835,
0.101,523.143,
0.102,201.559,
0.103001,636.45,
0.104001,256.665,
0.105001,283.64,
0.106001,434.532,
0.107,358.871,
0.108,735.542,
0.109001,447.879,
0.110001,227.967,
0.111001,496.074,
0.112001,611.99,
0.113,458.235,
0.114,254.412,
0.115001,249.616,
0.116001,306.965,
0.117001,304.441,
0.118,283.235,
0.119001,480.021,
0.120001,644.024,
0.121001,676.216,
0.122001,827.955,
0.123,602.362,
0.124001,218.509,
0.125,294.101,
0.126001,124.085,
0.127,503.816,
0.128001,531.116,
0.129,413.549,
0.130001,341.21,
0.131001,449.842,
0.132001,657.585,
0.133001,1076.76,
0.134,498.539,
0.135001,810.832,
0.136,268.423,
0.137001,442.96,
0.138,393.037,
0.139001,264.343,
0.140001,354.398,
0.141001,168.663,
0.142001,297.261,
0.143,516.942,
0.144001,480.131,
0.145,606.675,
0.146001,666.213,
0.147,123.365,
0.148001,128.668,
0.149001,337.3,
0.150001,389.52,
0.151001,249.317,
0.152,311.324,
0.153001,395.076,
0.154,406.785,
0.155001,460.202,
0.156,675.354,
0.157001,562.863,
0.158001,306.645,
0.159001,207.889,
0.160001,403.086,
0.161,607.101,
0.162001,418.676,
0.163,221.82,
0.164001,288.252,
0.165,486.445,
0.166001,364.482,
0.167001,230.577,
0.168001,282.629,
0.169001,217.984,
0.17,433.627,
0.171001,253.702,
0.172,171.162,
0.173001,291.208,
0.174,627.05,
0.175001,262.561,
0.176001,341.175,
0.177001,625.556,
0.178001,316.831,
0.179,191.349,
0.180001,327.288,
0.181,286.547,
0.182001,130.737,
0.183,612.828,
0.184001,460.119,
0.185001,292.988,
0.186001,306.944,
0.187001,257.052,
0.188,381.58,
0.189001,307.703,
0.19,267.369,
0.191001,365.234,
0.192,399.419,
0.193001,243.79,
0.194001,470.125,
0.195001,303.046,
0.196001,188.971,
0.197,111.856,
0.198001,239.508,
0.199,316.536,
0.200001,217.984,
0.201,504.915,
0.202001,293.024,
0.203001,330.978,
0.204001,177.644,
0.205001,140.121,
0.206,426.913,
0.207001,97.383,
0.208,259.783,
0.209001,365.726,
0.21,453.373,
0.211001,425.717,
0.212001,238.606,
0.213001,201.994,
0.214001,310.537,
0.215,481.686,
0.216001,372.136,
0.217,413.632,
0.218001,419.125,
0.219,385.746,
0.220001,433.481,
0.221001,332.704,
0.222001,357.765,
0.223001,419.304,
0.224,200.153,
0.225001,441.211,
0.226,420.893,
0.227001,414.08,
0.228,164.704,
0.229001,301.225,
0.230001,359.456,
0.231001,260.903,
0.232001,182.587,
0.233,115.687,
0.234001,350.955,
0.235,542.754,
0.236001,440.067,
0.237,153.369,
0.238001,426.316,
0.239001,375.734,
0.240001,276.773,
0.241001,510.828,
0.242,420.782,
0.243001,430.759,
0.244,300.644,
0.245001,487.08,
0.246,175.554,
0.247001,409.774,
0.248001,591.457,
0.249001,279.468,
0.250001,438.904,
0.251001,302.485,
0.252001,157.173,
0.253001,281.315,
0.254001,230.298,
0.255001,158.184,
0.256001,220.554,
0.257,216.514,
0.258,98.8365,
0.259,584.711,
0.26,244.846,
0.261,87.0232,
0.262001,341.056,
0.263001,259.073,
0.264001,253.481,
0.265001,165.746,
0.266001,383.901,
0.267001,233.828,
0.268001,276.664,
0.269001,133.818,
0.270001,395.594,
0.271001,174.432,
0.272,466.023,
0.273,322.314,
0.274,285.078,
0.275,290.878,
0.276,265.898,
0.277001,180.439,
0.278001,305.888,
0.279001,328.505,
0.280001,236.837,
0.281001,265.132,
0.282001,154.606,
0.283001,197.934,
0.284001,418.823,
0.285001,313.998,
0.286,452.298,
0.287,115.785,
0.288,240.415,
0.289,524.398,
0.29,214.702,
0.291001,158.906,
0.292001,521.726,
0.293001,416.137,
0.294001,291.245,
0.295001,568.138,
0.296001,148.244,
0.297001,297.893,
0.298001,170.477,
0.299001,188.213,
0.3,160.317,
Time(s),Acceleration(m_s2),7_AT3_Floor/A/MeshedPart-PART-1-1 in Element 23965
0,10.3553,
0.00100038,10.8292,
0.00200076,10.7329,
0.00300121,11.8134,
0.00400014,9.65344,
0.00500043,78.528,
0.00600064,142.222,
0.00700042,433.833,
0.00800017,297.439,
0.00900046,406.221,
0.0100007,461.294,
0.0110007,334.563,
0.0120009,232.814,
0.0130012,164.864,
0.0140004,299.502,
0.0150012,141.539,
0.0160003,395.27,
0.0170002,232.513,
0.0180002,278.662,
0.0190002,200.649,
0.0200014,363.276,
0.0210003,465.462,
0.0220008,451.576,
0.0230011,60.1623,
0.0240004,307.301,
0.0250013,114.965,
0.0260002,457.053,
0.0270005,140.956,
0.0280008,246.038,
0.0290011,274.155,
0.0300014,66.9215,
0.0310002,411.202,
0.0320004,438.18,
0.0330007,416.588,
0.034001,378.791,
0.0350013,223.962,
0.0360001,359.968,
0.0370004,392.647,
0.0380007,326.915,
0.039001,152.708,
0.0400013,210.333,
0.0410001,196.866,
0.0420004,517.546,
0.0430007,507.208,
0.0440001,179.69,
0.045001,274.553,
0.0460009,275.477,
0.0470004,307.677,
0.0480003,238.681,
0.049,358.548,
0.0500012,503.25,
0.0510008,452.759,
0.0520002,440.863,
0.053001,467.653,
0.0540003,523.916,
0.0550012,354.579,
0.0560005,265.119,
0.0570013,207.485,
0.0580007,340.383,
0.0590015,386.185,
0.0600008,597.841,
0.0610002,1043.09,
0.062001,294.427,
0.0630003,783.082,
0.0640012,787.627,
0.0650005,764.707,
0.0660013,846.439,
0.0670007,523.827,
0.0680015,870.312,
0.0690008,478.227,
0.0700002,848.547,
0.071001,929.656,
0.0720003,522.417,
0.0730012,589.052,
0.0740005,494.1,
0.0750013,511.002,
0.0760007,723.113,
0.0770015,686.573,
0.0780008,698.17,
0.0790002,554.642,
0.080001,721.044,
0.0810003,227.803,
0.0820012,966.601,
0.0830005,712.951,
0.0840013,423.452,
0.0850007,374.136,
0.0860015,684.423,
0.0870012,269.136,
0.0880013,279.432,
0.0890005,835.96,
0.0900002,584.084,
0.0910015,880.86,
0.0920012,779.476,
0.093001,888.357,
0.0940007,805.155,
0.0950005,1497.63,
0.0960002,587.135,
0.0970015,369.167,
0.0980012,665.323,
0.0990009,590.899,
0.100001,540.775,
0.101,1313.48,
0.102,874.041,
0.103001,1412.69,
0.104001,942.923,
0.105001,989.434,
0.106001,692.863,
0.107,769.356,
0.108,908.624,
0.109001,877.277,
0.110001,848.614,
0.111001,969.719,
0.112001,1428.35,
0.113,1352.67,
0.114,1205.79,
0.115001,565.621,
0.116001,929.724,
0.117001,1718.17,
0.118,1549.26,
0.119001,1504.51,
0.120001,598.563,
0.121001,819.465,
0.122001,1638.84,
0.123,1304.68,
0.124001,898.15,
0.125,329.422,
0.126001,663.859,
0.127,443.935,
0.128001,423.262,
0.129,351.594,
0.130001,632.795,
0.131001,407.277,
0.132001,569.636,
0.133001,644.871,
0.134,388.413,
0.135001,1059.52,
0.136,538.846,
0.137001,338.175,
0.138,459.014,
0.139001,408.062,
0.140001,565.573,
0.141001,501.844,
0.142001,882.843,
0.143,495.561,
0.144001,265.051,
0.145,287.004,
0.146001,710.353,
0.147,575.621,
0.148001,437.937,
0.149001,744.341,
0.150001,718.264,
0.151001,455.65,
0.152,279.366,
0.153001,232.994,
0.154,711.465,
0.155001,148.601,
0.156,295.898,
0.157001,321.857,
0.158001,545.959,
0.159001,510.627,
0.160001,271.099,
0.161,500.677,
0.162001,295.632,
0.163,587.288,
0.164001,323.4,
0.165,391.904,
0.166001,597.85,
0.167001,478.317,
0.168001,604.671,
0.169001,383.354,
0.17,567.104,
0.171001,313.134,
0.172,407.842,
0.173001,571.841,
0.174,243.702,
0.175001,494.32,
0.176001,273.543,
0.177001,394.263,
0.178001,467.081,
0.179,817.905,
0.180001,622.087,
0.181,364.176,
0.182001,549.813,
0.183,529.69,
0.184001,330.513,
0.185001,534.55,
0.186001,421.043,
0.187001,380.822,
0.188,310.207,
0.189001,291.295,
0.19,572.762,
0.191001,661.597,
0.192,288.482,
0.193001,367.416,
0.194001,298.567,
0.195001,278.041,
0.196001,571.851,
0.197,375.347,
0.198001,188.498,
0.199,669.029,
0.200001,304.794,
0.201,338.753,
0.202001,346.142,
0.203001,423.386,
0.204001,310.218,
0.205001,633.262,
0.206,603.709,
0.207001,269.428,
0.208,158.978,
0.209001,405.594,
0.21,272.744,
0.211001,428.017,
0.212001,862.572,
0.213001,528.869,
0.214001,450.732,
0.215,402.263,
0.216001,275.931,
0.217,371.698,
0.218001,582.768,
0.219,589.499,
0.220001,693.615,
0.221001,338.898,
0.222001,317.299,
0.223001,273.346,
0.224,140.957,
0.225001,310.593,
0.226,323.998,
0.227001,466.224,
0.228,462.72,
0.229001,575.761,
0.230001,252.73,
0.231001,383.329,
0.232001,212.786,
0.233,759.178,
0.234001,115.455,
0.235,286.197,
0.236001,317.414,
0.237,371.629,
0.238001,501.819,
0.239001,703.107,
0.240001,182.218,
0.241001,568.114,
0.242,559.509,
0.243001,356.758,
0.244,273.219,
0.245001,663.941,
0.246,755.511,
0.247001,689.584,
0.248001,184.531,
0.249001,282.974,
0.250001,432.642,
0.251001,379.566,
0.252001,202.969,
0.253001,422.509,
0.254001,288.203,
0.255001,573.03,
0.256001,339.888,
0.257,488.594,
0.258,541.622,
0.259,534.865,
0.26,652.11,
0.261,398.547,
0.262001,449.142,
0.263001,468.942,
0.264001,190.363,
0.265001,249.676,
0.266001,614.596,
0.267001,730.751,
0.268001,236.015,
0.269001,452.073,
0.270001,319.171,
0.271001,411.233,
0.272,602.14,
0.273,513.041,
0.274,412.706,
0.275,338.798,
0.276,591.841,
0.277001,402.148,
0.278001,165.003,
0.279001,292.143,
0.280001,356.56,
0.281001,210.575,
0.282001,535.535,
0.283001,268.35,
0.284001,242.843,
0.285001,793.567,
0.286,236.412,
0.287,279.467,
0.288,247.073,
0.289,242.394,
0.29,422.507,
0.291001,365.962,
0.292001,585.128,
0.293001,258.383,
0.294001,312.125,
0.295001,282.501,
0.296001,385.362,
0.297001,241.165,
0.298001,445.324,
0.299001,348.079,
0.3,266.277,
Time(s),Acceleration(m_s2),8_AT3_Floor/A/MeshedPart-PART-1-1 at Node 27041
0,10.3553,
0.00100038,9.07111,
0.00200076,10.3673,
0.00300121,9.71242,
0.00400014,9.75135,
0.00500043,24.4537,
0.00600064,147.338,
0.00700042,202.259,
0.00800017,333.274,
0.00900046,421.594,
0.0100007,180.275,
0.0110007,479.299,
0.0120009,404.741,
0.0130012,224.953,
0.0140004,408.027,
0.0150012,306.873,
0.0160003,473.802,
0.0170002,306.352,
0.0180002,117.306,
0.0190002,195.351,
0.0200014,566.246,
0.0210003,130.699,
0.0220008,570.047,
0.0230011,363.594,
0.0240004,60.4832,
0.0250013,379.311,
0.0260002,524.657,
0.0270005,278.473,
0.0280008,407.89,
0.0290011,337.212,
0.0300014,386.624,
0.0310002,338.982,
0.0320004,109.295,
0.0330007,82.1542,
0.034001,126.237,
0.0350013,251.658,
0.0360001,178.42,
0.0370004,233.625,
0.0380007,477.893,
0.039001,345.526,
0.0400013,596.922,
0.0410001,410.732,
0.0420004,270.909,
0.0430007,542.787,
0.0440001,164.638,
0.045001,86.1323,
0.0460009,439.846,
0.0470004,174.943,
0.0480003,234.079,
0.049,467.484,
0.0500012,222.19,
0.0510008,183.207,
0.0520002,219.564,
0.053001,359.29,
0.0540003,511.537,
0.0550012,283.827,
0.0560005,150.989,
0.0570013,550.282,
0.0580007,316.878,
0.0590015,485.781,
0.0600008,603.092,
0.0610002,643.273,
0.062001,952.432,
0.0630003,542.574,
0.0640012,393.206,
0.0650005,477.395,
0.0660013,881.679,
0.0670007,228.012,
0.0680015,518.984,
0.0690008,848.323,
0.0700002,402.104,
0.071001,263.066,
0.0720003,385.729,
0.0730012,170.046,
0.0740005,727.283,
0.0750013,491.597,
0.0760007,734.72,
0.0770015,291.4,
0.0780008,107.252,
0.0790002,594.396,
0.080001,649.788,
0.0810003,489.068,
0.0820012,783.4,
0.0830005,642.507,
0.0840013,376.93,
0.0850007,405.065,
0.0860015,330.321,
0.0870012,332.891,
0.0880013,557.269,
0.0890005,627.674,
0.0900002,274.924,
0.0910015,598.248,
0.0920012,720.981,
0.093001,454.401,
0.0940007,431.439,
0.0950005,877.583,
0.0960002,146.728,
0.0970015,689.846,
0.0980012,289.435,
0.0990009,587.666,
0.100001,311.248,
0.101,346.803,
0.102,214.045,
0.103001,258.028,
0.104001,627.418,
0.105001,192.417,
0.106001,618.055,
0.107,461.109,
0.108,516.348,
0.109001,108.212,
0.110001,376.82,
0.111001,693.31,
0.112001,269.215,
0.113,771.465,
0.114,533.792,
0.115001,409.256,
0.116001,911.502,
0.117001,548.064,
0.118,670.554,
0.119001,617.589,
0.120001,465.952,
0.121001,44.5094,
0.122001,426.916,
0.123,563.952,
0.124001,390.578,
0.125,434.206,
0.126001,275.7,
0.127,213.576,
0.128001,445.379,
0.129,167.714,
0.130001,260.219,
0.131001,501.499,
0.132001,311.596,
0.133001,389.265,
0.134,637.395,
0.135001,585.839,
0.136,769.321,
0.137001,375.872,
0.138,507.953,
0.139001,207.119,
0.140001,501.845,
0.141001,317.015,
0.142001,442.647,
0.143,351.992,
0.144001,361.397,
0.145,454.807,
0.146001,599.04,
0.147,559.342,
0.148001,974.055,
0.149001,297.407,
0.150001,331.801,
0.151001,498.539,
0.152,626.259,
0.153001,414.471,
0.154,421.17,
0.155001,388.066,
0.156,453.489,
0.157001,217.668,
0.158001,339.597,
0.159001,346.766,
0.160001,640.992,
0.161,203.029,
0.162001,455.651,
0.163,445.618,
0.164001,468.846,
0.165,285.203,
0.166001,327.91,
0.167001,309.688,
0.168001,730.464,
0.169001,514.155,
0.17,539.823,
0.171001,454.183,
0.172,371.23,
0.173001,333.475,
0.174,280.709,
0.175001,296.245,
0.176001,274.709,
0.177001,224.966,
0.178001,373.829,
0.179,481.426,
0.180001,776.694,
0.181,465.202,
0.182001,207.162,
0.183,377.743,
0.184001,598.89,
0.185001,36.6792,
0.186001,429.407,
0.187001,233.915,
0.188,285.306,
0.189001,531.618,
0.19,231.29,
0.191001,477.546,
0.192,288.391,
0.193001,237.068,
0.194001,388.569,
0.195001,471.418,
0.196001,461.492,
0.197,535.936,
0.198001,916.247,
0.199,543.101,
0.200001,588.031,
0.201,123.754,
0.202001,417.619,
0.203001,455.376,
0.204001,650.965,
0.205001,423.594,
0.206,341.561,
0.207001,420.397,
0.208,602.548,
0.209001,319.986,
0.21,793.756,
0.211001,372.461,
0.212001,430.251,
0.213001,342.846,
0.214001,497.393,
0.215,195.814,
0.216001,330.118,
0.217,225.403,
0.218001,392.395,
0.219,344.681,
0.220001,382.226,
0.221001,576.009,
0.222001,422.855,
0.223001,311.751,
0.224,632.544,
0.225001,501.989,
0.226,581.727,
0.227001,502.986,
0.228,437.719,
0.229001,179.276,
0.230001,174.117,
0.231001,213.305,
0.232001,421.557,
0.233,217.088,
0.234001,461.19,
0.235,306.026,
0.236001,455.535,
0.237,274.621,
0.238001,265.643,
0.239001,133.918,
0.240001,325.944,
0.241001,207.06,
0.242,224.838,
0.243001,434.717,
0.244,420.612,
0.245001,183.514,
0.246,486.31,
0.247001,535.766,
0.248001,155.212,
0.249001,137.763,
0.250001,321.791,
0.251001,243.544,
0.252001,183.464,
0.253001,496.388,
0.254001,501.488,
0.255001,636.837,
0.256001,425.168,
0.257,537.422,
0.258,165.322,
0.259,314.961,
0.26,227.676,
0.261,188.43,
0.262001,386.625,
0.263001,498.381,
0.264001,442.752,
0.265001,293.377,
0.266001,355.628,
0.267001,297.069,
0.268001,468.569,
0.269001,202.3,
0.270001,258.963,
0.271001,271.542,
0.272,694.437,
0.273,596.377,
0.274,498.391,
0.275,327.87,
0.276,278.514,
0.277001,505.796,
0.278001,581.851,
0.279001,423.892,
0.280001,334.12,
0.281001,206.55,
0.282001,200.791,
0.283001,132.954,
0.284001,264.536,
0.285001,261.776,
0.286,289.283,
0.287,379.311,
0.288,346.145,
0.289,199.272,
0.29,426.059,
0.291001,144.303,
0.292001,493.202,
0.293001,396.729,
0.294001,227.638,
0.295001,438.14,
0.296001,278.115,
0.297001,327.976,
0.298001,423.975,
0.299001,251.933,
0.3,284.158,
Time(s),Acceleration(m_s2),9_AT3_Floor/A/MeshedPart-PART-1-1 at Node 26984
0,10.3553,
0.00100038,10.3855,
0.00200076,9.29052,
0.00300121,9.44484,
0.00400014,8.21227,
0.00500043,52.3039,
0.00600064,84.057,
0.00700042,213.352,
0.00800017,334.553,
0.00900046,502.884,
0.0100007,420.312,
0.0110007,373.234,
0.0120009,93.2823,
0.0130012,138.429,
0.0140004,142.749,
0.0150012,52.9848,
0.0160003,285.739,
0.0170002,142.595,
0.0180002,118.304,
0.0190002,124.3,
0.0200014,418.35,
0.0210003,191.572,
0.0220008,256.748,
0.0230011,221.182,
0.0240004,402.241,
0.0250013,435.276,
0.0260002,97.2787,
0.0270005,261.793,
0.0280008,140.154,
0.0290011,138.291,
0.0300014,337.654,
0.0310002,300.757,
0.0320004,211.003,
0.0330007,223.881,
0.034001,190.299,
0.0350013,120.723,
0.0360001,194.836,
0.0370004,136.829,
0.0380007,211.735,
0.039001,175.539,
0.0400013,232.034,
0.0410001,412.436,
0.0420004,281.291,
0.0430007,290.334,
0.0440001,326.909,
0.045001,281.544,
0.0460009,51.5835,
0.0470004,334.404,
0.0480003,300.323,
0.049,311.485,
0.0500012,152.095,
0.0510008,281.758,
0.0520002,223.992,
0.053001,182.342,
0.0540003,303.536,
0.0550012,408.762,
0.0560005,338.762,
0.0570013,171.096,
0.0580007,344.566,
0.0590015,416.422,
0.0600008,1127.59,
0.0610002,865.774,
0.062001,371.036,
0.0630003,323.513,
0.0640012,382.901,
0.0650005,449.92,
0.0660013,986.282,
0.0670007,124.474,
0.0680015,637.655,
0.0690008,204.94,
0.0700002,534.682,
0.071001,545.574,
0.0720003,368.921,
0.0730012,428.97,
0.0740005,579.919,
0.0750013,259.551,
0.0760007,251.343,
0.0770015,202.389,
0.0780008,555.603,
0.0790002,575.589,
0.080001,835.058,
0.0810003,444.19,
0.0820012,415.396,
0.0830005,125.61,
0.0840013,538.911,
0.0850007,873.958,
0.0860015,339.857,
0.0870012,513.229,
0.0880013,218.514,
0.0890005,155.807,
0.0900002,406.386,
0.0910015,325.323,
0.0920012,226.79,
0.093001,641.547,
0.0940007,148.41,
0.0950005,556.536,
0.0960002,132.8,
0.0970015,509.16,
0.0980012,634.127,
0.0990009,240.815,
0.100001,672.93,
0.101,182.856,
0.102,1118.77,
0.103001,417.629,
0.104001,181.436,
0.105001,536.915,
0.106001,465.366,
0.107,300.645,
0.108,424.15,
0.109001,450.173,
0.110001,71.4463,
0.111001,202.717,
0.112001,755.125,
0.113,402.825,
0.114,520.743,
0.115001,399.92,
0.116001,156.151,
0.117001,209.042,
0.118,795.233,
0.119001,643.753,
0.120001,444.115,
0.121001,139.704,
0.122001,528.82,
0.123,322.365,
0.124001,597.966,
0.125,348.474,
0.126001,379.581,
0.127,234.067,
0.128001,628.443,
0.129,808.458,
0.130001,571.245,
0.131001,338.584,
0.132001,425.58,
0.133001,306.602,
0.134,652.119,
0.135001,468.305,
0.136,508.286,
0.137001,507.098,
0.138,273.909,
0.139001,622.768,
0.140001,571.811,
0.141001,400.426,
0.142001,473.194,
0.143,429.249,
0.144001,322.03,
0.145,494.886,
0.146001,1051.34,
0.147,560.542,
0.148001,818.384,
0.149001,222.359,
0.150001,365.847,
0.151001,311.427,
0.152,255.38,
0.153001,612.007,
0.154,502.491,
0.155001,543.841,
0.156,383.624,
0.157001,196.157,
0.158001,264.549,
0.159001,393.585,
0.160001,270.653,
0.161,327.677,
0.162001,286.151,
0.163,395.213,
0.164001,695.426,
0.165,251.163,
0.166001,356.334,
0.167001,436.696,
0.168001,411.771,
0.169001,495.46,
0.17,897.235,
0.171001,447.12,
0.172,635.017,
0.173001,695.432,
0.174,421.9,
0.175001,805.639,
0.176001,74.0626,
0.177001,595.171,
0.178001,337.048,
0.179,514.116,
0.180001,352.493,
0.181,458.484,
0.182001,540.348,
0.183,297.505,
0.184001,397.945,
0.185001,242.782,
0.186001,218.011,
0.187001,294.095,
0.188,150.973,
0.189001,291.183,
0.19,445.585,
0.191001,425.031,
0.192,567.522,
0.193001,283.37,
0.194001,327.279,
0.195001,268.188,
0.196001,338.078,
0.197,327.431,
0.198001,317.814,
0.199,1000.66,
0.200001,940.937,
0.201,533.564,
0.202001,464.386,
0.203001,449.444,
0.204001,382.212,
0.205001,370.195,
0.206,258.272,
0.207001,237.349,
0.208,449.958,
0.209001,333.494,
0.21,554.603,
0.211001,505.055,
0.212001,553.424,
0.213001,580.255,
0.214001,375.891,
0.215,230.741,
0.216001,184.786,
0.217,554.76,
0.218001,412.086,
0.219,278.642,
0.220001,443.43,
0.221001,936.707,
0.222001,464.282,
0.223001,673.591,
0.224,283.326,
0.225001,461.919,
0.226,694.109,
0.227001,621.642,
0.228,113.135,
0.229001,483.283,
0.230001,603.629,
0.231001,493.747,
0.232001,259.26,
0.233,532.853,
0.234001,151.104,
0.235,232.569,
0.236001,422.142,
0.237,312.097,
0.238001,184.588,
0.239001,367.441,
0.240001,274.163,
0.241001,328.35,
0.242,612.544,
0.243001,464.986,
0.244,220.371,
0.245001,446.887,
0.246,544.98,
0.247001,645.699,
0.248001,517.142,
0.249001,361.928,
0.250001,197.921,
0.251001,256.931,
0.252001,356.235,
0.253001,458.107,
0.254001,126.479,
0.255001,200.044,
0.256001,553.869,
0.257,310.923,
0.258,422.335,
0.259,351.191,
0.26,200.304,
0.261,201.845,
0.262001,764.194,
0.263001,449.415,
0.264001,481.442,
0.265001,793.042,
0.266001,603.877,
0.267001,480.918,
0.268001,194.299,
0.269001,60.7245,
0.270001,374.97,
0.271001,533.884,
0.272,354.524,
0.273,354.284,
0.274,291.609,
0.275,223.593,
0.276,404.785,
0.277001,343.594,
0.278001,267.199,
0.279001,142.207,
0.280001,506.879,
0.281001,342.508,
0.282001,386.247,
0.283001,536.837,
0.284001,349.125,
0.285001,293.067,
