Time(s),Acceleration(m_s2),1_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 161210
0.0680004,-417.33,
0.0690001,382.417,
0.0700006,-189.138,
0.0710003,-55.6916,
0.072,3.20103,
0.0730005,-153.396,
0.0740002,155.149,
0.0750008,408.389,
0.0760004,264.432,
0.0770001,202.42,
0.0780007,186.242,
0.0790003,386.768,
0.08,-302.994,
0.0810006,249.713,
0.0820002,332.307,
0.0830008,196.331,
0.0840007,-264.739,
0.0850001,270.577,
0.0860002,364.372,
0.0870008,340.594,
0.0880004,341.248,
0.0890002,409.65,
0.0900004,-105.17,
0.0910005,358.311,
0.0920007,-165.586,
0.0930001,128.085,
0.0940001,182.102,
0.0950003,70.1376,
0.0960008,402.118,
0.0970005,-35.4174,
0.0980002,97.4685,
0.0990005,393.276,
0.1,-0.0137852,
0.101001,-139.212,
0.102001,203.009,
0.103,95.9751,
0.104001,203.238,
0.105001,245.36,
0.106,-358.869,
0.107,391.146,
0.108,-11.3602,
0.109001,376.387,
0.11,-116.799,
0.111,41.3519,
0.112,194.171,
0.113001,334.597,
0.114001,-132.192,
0.115,143.173,
0.116,-27.6338,
0.117001,126.922,
0.118001,174.444,
0.119,169.371,
0.12,-179.037,
0.121,-27.6034,
0.122001,204.88,
0.123,246.286,
0.124,-36.3222,
0.125,-80.1507,
0.126,-253.418,
0.127001,219.242,
0.128,265.839,
0.129,-261.616,
0.130001,-217.57,
0.131,-357.402,
0.132001,429.7,
0.133,-305.342,
0.134,-542.324,
0.135001,530.448,
0.136,-433.611,
0.137,548.84,
0.138001,-573.838,
0.139,142.096,
0.140001,163.648,
0.141,265.699,
0.142,-240.364,
0.143001,358.326,
0.144,-292.159,
0.145,454.674,
0.146001,-516.669,
0.147,88.4213,
0.148001,-88.4676,
0.149,8.97692,
0.15,525.677,
0.151001,-107.776,
0.152,225.044,
0.153,212.324,
0.154001,-203.885,
0.155,178.073,
0.156001,-412.156,
0.157,14.3287,
0.158,161.475,
0.159001,-180.377,
0.16,49.3431,
0.161,-198.71,
0.162001,-678.014,
0.163,536.453,
0.164001,-628.925,
0.165001,-94.1888,
0.166,-268.505,
0.167001,225.111,
0.168,8.82877,
0.169,-91.69,
0.170001,-327.067,
0.171,255.247,
0.172,-461.677,
0.173001,645.408,
0.174,-376.875,
0.175001,-128.925,
0.176,490.034,
0.177,-293.045,
0.178001,-37.4871,
0.179,4.05879,
0.18,-528.17,
0.181001,854.988,
0.182,-214.433,
0.183001,-31.7108,
0.184,-34.5523,
0.185,-182.838,
0.186001,263.696,
0.187,-390.815,
0.188,-160.3,
0.189001,466.173,
0.19,-188.185,
0.191001,438.594,
0.192,-135.764,
0.193,-111.733,
0.194001,169.712,
0.195,-217.55,
0.196,2.35221,
0.197001,-308.095,
0.198,-182.46,
0.199001,398.713,
0.2,-578.742,
0.201,351.491,
0.202001,-221.608,
0.203,270.562,
0.204,227.34,
0.205001,-332.414,
0.206,256.605,
0.207001,-361.716,
0.208,381.924,
0.209,-20.0001,
0.210001,52.0013,
0.211,16.0623,
0.212,237.068,
0.213001,212.163,
0.214,-138.263,
0.215001,-176.321,
0.216001,84.0806,
0.217,73.641,
0.218001,1.3483,
0.219,94.4159,
0.22,-292.175,
0.221001,124.368,
0.222,165.625,
0.223,-268.401,
0.224001,245.017,
0.225,-287.614,
0.226001,129.782,
0.227,45.8923,
0.228,99.3214,
0.229001,-288.423,
0.23,-244.183,
0.231,74.2106,
0.232001,-534.129,
0.233,-137.193,
0.234001,-194.223,
0.235,407.856,
0.236,429.253,
0.237001,87.8033,
0.238,109.182,
0.239,39.3127,
0.240001,114.699,
0.241,-289.419,
0.242001,175.465,
0.243,164.664,
0.244,40.7626,
0.245001,-20.9894,
0.246,28.0161,
0.247,-63.5313,
0.248001,95.7293,
0.249,-407.681,
0.250001,254.347,
0.251,-443.785,
0.252,335.792,
0.253001,-229.219,
0.254,386.769,
0.255,-478.697,
0.256001,501.539,
0.257,-412.291,
0.258001,157.705,
0.259001,-46.2665,
0.26,-72.3353,
0.261001,-93.7472,
0.262,195.122,
0.263,-206.738,
0.264001,-30.7842,
0.265,-61.4321,
0.266,47.2721,
0.267001,-150.601,
0.268,68.5489,
0.269001,-197.625,
0.27,34.1913,
0.271,199.888,
0.272001,178.576,
0.273,323.563,
0.274,-138.252,
0.275001,434.614,
0.276,81.07,
0.277001,219.868,
0.278,-415.537,
0.279,388.322,
0.280001,-387.358,
0.281,391.578,
0.282,-557.816,
0.283001,402.004,
0.284,-326.344,
0.285001,245.843,
0.286,-179.043,
0.287,271.787,
0.288001,-166.26,
0.289,372.705,
0.29,-415.064,
0.291001,155.594,
0.292,51.9843,
0.293001,254.528,
0.294,-311.935,
0.295,-13.2926,
0.296001,-57.8568,
0.297,-218.234,
0.298,-155.545,
0.299001,-112.821,
0.3,116.009,
Time(s),Acceleration(m_s2),6_AT3_Floor/AT/C3/MeshedPart-PART-1-1 in Element 137520
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-10.8087,
0.00300008,-10.4791,
0.00400059,-10.1495,
0.00500027,-93.9435,
0.00600079,-150.16,
0.00700047,-93.7737,
0.00800003,-455.509,
0.00900083,23.7104,
0.0100008,-357.089,
0.0110008,-118.899,
0.0120007,37.0046,
0.0130007,-80.7905,
0.0140004,285.514,
0.0150006,127.051,
0.0160004,277.755,
0.0170004,306.285,
0.0180004,256.061,
0.0190003,368.637,
0.0200003,454.353,
0.0210002,200.17,
0.0220002,350.869,
0.0230002,136.625,
0.0240001,427.131,
0.0250001,-68.519,
0.026,-110.024,
0.027,-168.264,
0.0280008,-108.701,
0.0290008,-121.673,
0.0300007,-119.886,
0.0310007,-36.8127,
0.0320006,141.026,
0.0330006,177.13,
0.0340006,43.9561,
0.0350005,-152.161,
0.0360005,199.895,
0.0370005,22.7803,
0.0380004,368.405,
0.0390004,-158.19,
0.0400003,218.557,
0.0410003,481.692,
0.0420003,261.078,
0.0430002,410.113,
0.0440002,233.626,
0.0450001,14.0021,
0.0460001,136.374,
0.0470001,36.5969,
0.048,130.592,
0.0490008,165.874,
0.0500008,126.193,
0.0510007,25.2274,
0.0520007,84.2939,
0.0530007,-55.7292,
0.0540006,48.9014,
0.0550006,-43.7211,
0.0560006,148.656,
0.0570005,12.715,
0.0580005,329.184,
0.0590004,-111.32,
0.0600004,-121.825,
0.0610004,108.742,
0.0620003,-92.8003,
0.0630008,541.533,
0.0640005,162.952,
0.0650005,840.546,
0.0660002,168.738,
0.0670007,843.635,
0.0680004,-137.504,
0.0690001,167.826,
0.0700006,568.316,
0.0710003,266.455,
0.072,149.256,
0.0730005,148.479,
0.0740002,-119.804,
0.0750008,34.4632,
0.0760004,39.8665,
0.0770001,161.383,
0.0780007,161.213,
0.0790003,519.579,
0.08,292.214,
0.0810006,316.433,
0.0820002,-291.435,
0.0830008,452.998,
0.0840007,-711.06,
0.0850001,367.255,
0.0860002,-251.134,
0.0870008,-173.195,
0.0880004,-245.959,
0.0890002,-206.499,
0.0900004,90.5602,
0.0910005,220.932,
0.0920007,69.983,
0.0930001,606.767,
0.0940001,296.764,
0.0950003,117.543,
0.0960008,-108.455,
0.0970005,432.894,
0.0980002,394.865,
0.0990005,440.634,
0.1,274.308,
0.101001,42.3579,
0.102001,-415.039,
0.103,107.833,
0.104001,-7.95335,
0.105001,44.8107,
0.106,35.3087,
0.107,111.252,
0.108,-57.1469,
0.109001,15.2306,
0.11,-119.188,
0.111,82.6544,
0.112,361.506,
0.113001,295.19,
0.114001,-54.7197,
0.115,-108.561,
0.116,-506.162,
0.117001,-203.464,
0.118001,138.482,
0.119,-196.603,
0.12,-282.49,
0.121,72.5268,
0.122001,-27.4332,
0.123,188.539,
0.124,167.524,
0.125,-136.761,
0.126,223.297,
0.127001,559.425,
0.128,404.551,
0.129,-97.5655,
0.130001,72.2402,
0.131,293.307,
0.132001,683.139,
0.133,140.667,
0.134,165.777,
0.135001,-169.859,
0.136,7.65468,
0.137,73.7692,
0.138001,-178.257,
0.139,32.1088,
0.140001,219.568,
0.141,-193.447,
0.142,-293.116,
0.143001,-514.651,
0.144,-100.783,
0.145,20.3991,
0.146001,16.6043,
0.147,-449.484,
0.148001,-22.191,
0.149,-409.09,
0.15,51.7253,
0.151001,-51.4401,
0.152,66.1978,
0.153,29.9462,
0.154001,59.4692,
0.155,-13.4509,
0.156001,206.03,
0.157,-88.2085,
0.158,509.04,
0.159001,-124.285,
0.16,82.2811,
0.161,-99.2054,
0.162001,-128.374,
0.163,65.0505,
0.164001,310.291,
0.165001,120.618,
0.166,-99.8109,
0.167001,173.61,
0.168,204.626,
0.169,-35.7344,
0.170001,-428.608,
0.171,-441.563,
0.172,-81.1324,
0.173001,-284.75,
0.174,-72.304,
0.175001,-550.589,
0.176,-83.7794,
0.177,24.5771,
0.178001,-19.2803,
0.179,1.56028,
0.18,-283.909,
0.181001,172.738,
0.182,-197.765,
0.183001,-385.15,
0.184,81.5458,
0.185,-61.1108,
0.186001,302.988,
0.187,70.3036,
0.188,384.81,
0.189001,-164.567,
0.19,127.917,
0.191001,60.0051,
0.192,232.695,
0.193,-157.463,
0.194001,89.4963,
0.195,92.781,
0.196,-191.233,
0.197001,271.068,
0.198,204.59,
0.199001,-9.24622,
0.2,-25.9036,
0.201,-169.878,
0.202001,17.9807,
0.203,-96.7812,
0.204,281.367,
0.205001,-165.769,
0.206,151.119,
0.207001,-510.335,
0.208,-114.509,
0.209,-347.487,
0.210001,-311.103,
0.211,-140.415,
0.212,-162.525,
0.213001,211.494,
0.214,-254.048,
0.215001,265.451,
0.216001,285.346,
0.217,74.1816,
0.218001,391.473,
0.219,-257.208,
0.22,443.074,
0.221001,-42.1598,
0.222,143.345,
0.223,278.769,
0.224001,-109.445,
0.225,136.057,
0.226001,-119.228,
0.227,-316.624,
0.228,42.7154,
0.229001,-255.19,
0.23,286.129,
0.231,-139.109,
0.232001,419.046,
0.233,-97.6667,
0.234001,18.3634,
0.235,7.315,
0.236,-174.856,
0.237001,94.7284,
0.238,-74.1756,
0.239,217.175,
0.240001,-67.7718,
0.241,-28.3995,
0.242001,-127.307,
0.243,-138.175,
0.244,-19.1952,
0.245001,-321.35,
0.246,-51.0709,
0.247,-289.37,
0.248001,195.792,
0.249,73.7801,
0.250001,114.431,
0.251,299.215,
0.252,107.325,
0.253001,188.02,
0.254,-64.5404,
0.255,191.277,
0.256001,9.15455,
0.257,233.51,
0.258001,2.29012,
0.259001,-404.849,
0.26,1.0558,
0.261001,-301.436,
0.262,-58.1425,
0.263,-30.3894,
0.264001,-136.031,
0.265,-147.115,
0.266,272.413,
0.267001,-93.2665,
0.268,-248.742,
0.269001,207.281,
0.27,221.021,
0.271,238.459,
0.272001,-49.1528,
0.273,-148.691,
0.274,-177.179,
0.275001,20.2582,
0.276,4.61964,
0.277001,30.0785,
0.278,-92.1756,
0.279,17.1444,
0.280001,246.742,
0.281,130.955,
0.282,-134.655,
0.283001,-18.9342,
0.284,-49.1127,
0.285001,-23.9155,
0.286,-49.1992,
0.287,63.3616,
0.288001,37.7136,
0.289,486.779,
0.29,115.817,
0.291001,156.878,
0.292,-213.973,
0.293001,-85.9975,
0.294,-261.987,
0.295,-110.932,
0.296001,-32.0728,
0.297,19.292,
0.298,363.186,
0.299001,-204.637,
0.3,-33.8056,
Time(s),Acceleration(m_s2),7_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 161028
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-10.4791,
0.00300008,-8.15044,
0.00400059,-10.4791,
0.00500027,-81.5078,
0.00600079,223.59,
0.00700047,-111.815,
0.00800003,292.342,
0.00900083,518.3,
0.0100008,49.5066,
0.0110008,415.261,
0.0120007,137.443,
0.0130007,-157.206,
0.0140004,-70.4444,
0.0150006,-106.524,
0.0160004,-47.1455,
0.0170004,69.2537,
0.0180004,-229.313,
0.0190003,-0.581995,
0.0200003,-368.965,
0.0210002,-159.475,
0.0220002,45.4067,
0.0230002,-408.684,
0.0240001,15.1377,
0.0250001,-197.978,
0.026,8.15265,
0.027,416.959,
0.0280008,45.4203,
0.0290008,201.501,
0.0300007,299.326,
0.0310007,135.693,
0.0320006,-164.211,
0.0330006,211.36,
0.0340006,-119.946,
0.0350005,287.036,
0.0360005,-34.3485,
0.0370005,-105.948,
0.0380004,68.6907,
0.0390004,-16.2986,
0.0400003,-291.628,
0.0410003,-48.8964,
0.0420003,-96.6267,
0.0430002,121.648,
0.0440002,-195.576,
0.0450001,28.5218,
0.0460001,248.544,
0.0470001,231.094,
0.048,-44.2374,
0.0490008,51.8054,
0.0500008,-154.232,
0.0510007,-260.151,
0.0520007,-146.649,
0.0530007,54.6975,
0.0540006,51.1993,
0.0550006,82.0278,
0.0560006,358.926,
0.0570005,282.137,
0.0580005,-102.402,
0.0590004,126.888,
0.0600004,91.9714,
0.0610004,363.279,
0.0620003,-691.708,
0.0630008,-415.279,
0.0640005,22.7186,
0.0650005,117.688,
0.0660002,777.237,
0.0670007,757.479,
0.0680004,363.003,
0.0690001,743.565,
0.0700006,584.495,
0.0710003,313.218,
0.072,909.111,
0.0730005,145.972,
0.0740002,-148.304,
0.0750008,229.587,
0.0760004,224.333,
0.0770001,349.322,
0.0780007,873.654,
0.0790003,94.0987,
0.08,196.632,
0.0810006,-771.852,
0.0820002,525.065,
0.0830008,-336.627,
0.0840007,-96.7008,
0.0850001,-259.54,
0.0860002,36.7006,
0.0870008,376.737,
0.0880004,-330.433,
0.0890002,636.284,
0.0900004,58.541,
0.0910005,503.715,
0.0920007,351.675,
0.0930001,-236.585,
0.0940001,724.813,
0.0950003,660.964,
0.0960008,-261.575,
0.0970005,450.116,
0.0980002,15.6563,
0.0990005,119.127,
0.1,-246.54,
0.101001,831.508,
0.102001,-160.053,
0.103,-383.676,
0.104001,-150.128,
0.105001,390.692,
0.106,249.566,
0.107,493.744,
0.108,40.4788,
0.109001,37.8612,
0.11,1090.39,
0.111,197.179,
0.112,287.746,
0.113001,-356.765,
0.114001,616.528,
0.115,-592.039,
0.116,-1006.08,
0.117001,-217.369,
0.118001,-318.546,
0.119,-177.104,
0.12,415.047,
0.121,-173.801,
0.122001,273.492,
0.123,-236.681,
0.124,20.6692,
0.125,337.728,
0.126,-264.783,
0.127001,-199.86,
0.128,185.308,
0.129,305.99,
0.130001,126.355,
0.131,172.798,
0.132001,-616.524,
0.133,382.321,
0.134,-512.761,
0.135001,-159.498,
0.136,-265.638,
0.137,-88.7264,
0.138001,630.152,
0.139,-125.346,
0.140001,485.709,
0.141,272.261,
0.142,292.177,
0.143001,98.2703,
0.144,-87.9347,
0.145,-390.478,
0.146001,-563.056,
0.147,251.8,
0.148001,-518.685,
0.149,18.5637,
0.15,-347.496,
0.151001,-23.8134,
0.152,-351.33,
0.153,130.03,
0.154001,-310.063,
0.155,629.6,
0.156001,8.15193,
0.157,114.568,
0.158,661.654,
0.159001,-9.75414,
0.16,42.5109,
0.161,72.7963,
0.162001,291.449,
0.163,-540.704,
0.164001,103.803,
0.165001,-255.143,
0.166,-439.543,
0.167001,-65.2257,
0.168,191.591,
0.169,187.024,
0.170001,-23.3658,
0.171,-234.125,
0.172,13.8331,
0.173001,-276.571,
0.174,16.7439,
0.175001,-242.048,
0.176,721.99,
0.177,225.162,
0.178001,16.7437,
0.179,285.087,
0.18,-710.188,
0.181001,-205.348,
0.182,262.937,
0.183001,-67.4112,
0.184,-237.753,
0.185,22.7468,
0.186001,-217.088,
0.187,-18.4528,
0.188,-137.895,
0.189001,253.272,
0.19,369.193,
0.191001,186.7,
0.192,23.7315,
0.193,-177.615,
0.194001,-244.084,
0.195,217.744,
0.196,210.229,
0.197001,131.613,
0.198,83.9386,
0.199001,358.247,
0.2,-236.983,
0.201,225.205,
0.202001,-362.741,
0.203,53.7127,
0.204,-117.77,
0.205001,-180.195,
0.206,-121.115,
0.207001,-362.423,
0.208,155.621,
0.209,-86.694,
0.210001,-209.509,
0.211,213.702,
0.212,-329.788,
0.213001,131.43,
0.214,264.039,
0.215001,-32.3207,
0.216001,106.063,
0.217,-84.2147,
0.218001,-14.2681,
0.219,311.082,
0.22,-83.8537,
0.221001,-166.75,
0.222,142.873,
0.223,-71.6927,
0.224001,-37.3359,
0.225,-182.175,
0.226001,-328.431,
0.227,-41.4166,
0.228,265.119,
0.229001,-205.105,
0.23,145.675,
0.231,37.8493,
0.232001,141.562,
0.233,300.036,
0.234001,-75.9909,
0.235,44.7629,
0.236,288.178,
0.237001,211.683,
0.238,-305.448,
0.239,-6.04171,
0.240001,-601.571,
0.241,105.915,
0.242001,-278.341,
0.243,88.0805,
0.244,-135.976,
0.245001,57.7791,
0.246,134.737,
0.247,225.336,
0.248001,-48.1484,
0.249,405.956,
0.250001,-339.814,
0.251,131.016,
0.252,-188.556,
0.253001,266.368,
0.254,-214.755,
0.255,139.37,
0.256001,9.79046,
0.257,-255.256,
0.258001,-239.557,
0.259001,128.508,
0.26,-174.108,
0.261001,204.576,
0.262,-223.354,
0.263,185.352,
0.264001,-138.51,
0.265,338.532,
0.266,107.956,
0.267001,-75.9913,
0.268,184.22,
0.269001,-190.946,
0.27,-146.197,
0.271,-354.693,
0.272001,-346.832,
0.273,42.2564,
0.274,-206.472,
0.275001,70.4751,
0.276,102.209,
0.277001,-50.7729,
0.278,206.407,
0.279,-114.11,
0.280001,249.255,
0.281,-249.65,
0.282,-88.7535,
0.283001,-13.8311,
0.284,-133.994,
0.285001,-140.496,
0.286,-167.861,
0.287,107.441,
0.288001,-100.597,
0.289,93.6115,
0.29,-362.613,
0.291001,-285.117,
0.292,292.011,
0.293001,183,
0.294,337.111,
0.295,-27.8061,
0.296001,39.7831,
0.297,262.374,
0.298,-530.262,
0.299001,300.156,
0.3,-30.1043,
Time(s),Acceleration(m_s2),8_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 160959
0,-9.31477,
0.00100059,-10.4791,
0.0020004,-9.31477,
0.00300008,-9.31479,
0.00400059,-10.4791,
0.00500027,23.288,
0.00600079,137.415,
0.00700047,-130.451,
0.00800003,209.648,
0.00900083,699.997,
0.0100008,334.315,
0.0110008,251.02,
0.0120007,613.253,
0.0130007,48.9087,
0.0140004,234.038,
0.0150006,-284.646,
0.0160004,-346.898,
0.0170004,-295.056,
0.0180004,-491.8,
0.0190003,-254.914,
0.0200003,-374.784,
0.0210002,-125.717,
0.0220002,38.421,
0.0230002,74.5179,
0.0240001,29.111,
0.0250001,301.625,
0.026,-30.2813,
0.027,274.867,
0.0280008,161.883,
0.0290008,133.946,
0.0300007,250.409,
0.0310007,-42.5132,
0.0320006,226.518,
0.0330006,232.903,
0.0340006,50.6568,
0.0350005,217.751,
0.0360005,-94.8951,
0.0370005,-123.994,
0.0380004,-120.5,
0.0390004,105.941,
0.0400003,-262.523,
0.0410003,-84.9866,
0.0420003,-29.1044,
0.0430002,-121.648,
0.0440002,30.8498,
0.0450001,-252.622,
0.0460001,480.789,
0.0470001,-105.942,
0.048,-0.582071,
0.0490008,163.565,
0.0500008,163.544,
0.0510007,-128.039,
0.0520007,-164.108,
0.0530007,-111.723,
0.0540006,-194.906,
0.0550006,97.7353,
0.0560006,-180.336,
0.0570005,139.033,
0.0580005,329.898,
0.0590004,164.139,
0.0600004,712.487,
0.0610004,603.719,
0.0620003,-320.817,
0.0630008,391.399,
0.0640005,-581.363,
0.0650005,-83.8965,
0.0660002,21.5576,
0.0670007,-67.0078,
0.0680004,-152.077,
0.0690001,561.753,
0.0700006,237.761,
0.0710003,586.228,
0.072,977.877,
0.0730005,669.257,
0.0740002,116.254,
0.0750008,161.993,
0.0760004,803.521,
0.0770001,259.734,
0.0780007,-516.879,
0.0790003,424.901,
0.08,181.047,
0.0810006,459.994,
0.0820002,109.091,
0.0830008,528.174,
0.0840007,171.484,
0.0850001,-156.569,
0.0860002,-80.2461,
0.0870008,583.309,
0.0880004,90.6726,
0.0890002,217.507,
0.0900004,-276.067,
0.0910005,137.615,
0.0920007,793.89,
0.0930001,988.793,
0.0940001,-376.935,
0.0950003,233.687,
0.0960008,-109.822,
0.0970005,197.786,
0.0980002,-448.571,
0.0990005,463.839,
0.1,-445.898,
0.101001,639.868,
0.102001,166.752,
0.103,298.787,
0.104001,-369.567,
0.105001,407.293,
0.106,163.805,
0.107,-401.722,
0.108,216.955,
0.109001,-235.468,
0.11,454.328,
0.111,-77.9104,
0.112,75.5771,
0.113001,158.433,
0.114001,170.368,
0.115,516.906,
0.116,-475.812,
0.117001,299.919,
0.118001,333.396,
0.119,-926.211,
0.12,256.074,
0.121,-371.184,
0.122001,211.342,
0.123,20.524,
0.124,281.654,
0.125,-16.8864,
0.126,96.9465,
0.127001,-98.838,
0.128,164.055,
0.129,-101.026,
0.130001,-280.806,
0.131,-515.264,
0.132001,-479.826,
0.133,-76.8718,
0.134,225.443,
0.135001,-44.8429,
0.136,39.6018,
0.137,155.835,
0.138001,-116.261,
0.139,257.462,
0.140001,-317.545,
0.141,268.767,
0.142,-289.993,
0.143001,249.971,
0.144,28.5351,
0.145,-136.857,
0.146001,50.8163,
0.147,201.789,
0.148001,121.718,
0.149,127.835,
0.15,-14.7065,
0.151001,20.8197,
0.152,213.728,
0.153,-108.166,
0.154001,-56.9244,
0.155,12.2296,
0.156001,-76.2787,
0.157,150.379,
0.158,-272.959,
0.159001,123.164,
0.16,-486.692,
0.161,-102.934,
0.162001,159.118,
0.163,-176.085,
0.164001,142.237,
0.165001,-124.769,
0.166,21.5477,
0.167001,-175.585,
0.168,40.8368,
0.169,35.4537,
0.170001,-382.987,
0.171,134.316,
0.172,141.899,
0.173001,-127.62,
0.174,379.067,
0.175001,-194.294,
0.176,615.417,
0.177,-64.4983,
0.178001,137.444,
0.179,-259.898,
0.18,24.0224,
0.181001,11.0645,
0.182,418.719,
0.183001,-119.826,
0.184,184.029,
0.185,127.819,
0.186001,14.4131,
0.187,284.326,
0.188,-476.029,
0.189001,54.5923,
0.19,-247.051,
0.191001,218.363,
0.192,-19.3637,
0.193,-315.922,
0.194001,-316.079,
0.195,204.131,
0.196,-314.034,
0.197001,594.951,
0.198,-254.728,
0.199001,188.731,
0.2,385.244,
0.201,-330.164,
0.202001,66.0853,
0.203,-164.268,
0.204,-98.5541,
0.205001,58.1485,
0.206,-168.207,
0.207001,275.293,
0.208,-322.67,
0.209,35.2308,
0.210001,251.949,
0.211,-17.9055,
0.212,98.052,
0.213001,-72.3573,
0.214,469.92,
0.215001,-219.548,
0.216001,29.5549,
0.217,-100.301,
0.218001,8.0076,
0.219,-80.2088,
0.22,205.267,
0.221001,-66.8163,
0.222,-322.647,
0.223,253.436,
0.224001,-172.269,
0.225,-167.691,
0.226001,-157.155,
0.227,-164.065,
0.228,-208.07,
0.229001,48.8379,
0.23,-95.5642,
0.231,-71.1676,
0.232001,-49.301,
0.233,362.162,
0.234001,-175.929,
0.235,-253.31,
0.236,243.939,
0.237001,154.031,
0.238,-194.035,
0.239,230.786,
0.240001,-279.712,
0.241,355.526,
0.242001,65.2908,
0.243,117.416,
0.244,-450.765,
0.245001,341.106,
0.246,-291.165,
0.247,250.123,
0.248001,-110.927,
0.249,167.274,
0.250001,-217.88,
0.251,228.697,
0.252,-124.976,
0.253001,-12.8835,
0.254,-279.109,
0.255,208.71,
0.256001,-131.753,
0.257,-8.62621,
0.258001,-324.104,
0.259001,90.0396,
0.26,-514.877,
0.261001,182.737,
0.262,288.46,
0.263,-415.098,
0.264001,62.1668,
0.265,203.452,
0.266,-177.366,
0.267001,-442.591,
0.268,291.215,
0.269001,-114.528,
0.27,56.8665,
0.271,273.695,
0.272001,11.555,
0.273,-32.9753,
0.274,114.266,
0.275001,44.2562,
0.276,-148.072,
0.277001,119.298,
0.278,262.076,
0.279,42.0953,
0.280001,46.6658,
0.281,-82.4066,
0.282,-24.495,
0.283001,-150.141,
0.284,-42.9844,
0.285001,-385.273,
0.286,74.8609,
0.287,165.763,
0.288001,-22.7745,
0.289,36.8297,
0.29,54.7704,
0.291001,-262.916,
0.292,17.2317,
0.293001,-270.878,
0.294,-179.402,
0.295,-254.768,
0.296001,-49.2102,
0.297,-30.3558,
0.298,10.7741,
0.299001,328.985,
0.3,2.3142,
Time(s),Acceleration(m_s2),9_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 160902
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-10.4791,
0.00300008,-10.4791,
0.00400059,-9.31479,
0.00500027,12.8084,
0.00600079,10.4808,
0.00700047,279.537,
0.00800003,192.177,
0.00900083,547.418,
0.0100008,336.645,
0.0110008,80.9554,
0.0120007,223.636,
0.0130007,149.637,
0.0140004,267.223,
0.0150006,-118.748,
0.0160004,-126.303,
0.0170004,-96.024,
0.0180004,-297.99,
0.0190003,-329.991,
0.0200003,-375.948,
0.0210002,-54.7104,
0.0220002,-227.033,
0.0230002,-309.715,
0.0240001,136.24,
0.0250001,80.3557,
0.026,319.118,
0.027,-96.6693,
0.0280008,480.99,
0.0290008,97.2564,
0.0300007,-122.293,
0.0310007,251.003,
0.0320006,-209.631,
0.0330006,313.837,
0.0340006,45.9987,
0.0350005,-193.88,
0.0360005,376.67,
0.0370005,160.668,
0.0380004,527.405,
0.0390004,-73.3435,
0.0400003,-281.15,
0.0410003,126.898,
0.0420003,-353.328,
0.0430002,52.3843,
0.0440002,64.6099,
0.0450001,-51.8049,
0.0460001,339.928,
0.0470001,191.511,
0.048,169.965,
0.0490008,-42.492,
0.0500008,-151.322,
0.0510007,-83.225,
0.0520007,-30.261,
0.0530007,-403.83,
0.0540006,48.8721,
0.0550006,-347.891,
0.0560006,295.518,
0.0570005,403.137,
0.0580005,409.027,
0.0590004,184.511,
0.0600004,327.721,
0.0610004,341.739,
0.0620003,434.355,
0.0630008,451.39,
0.0640005,-850.491,
0.0650005,1045.21,
0.0660002,-610.021,
0.0670007,411.37,
0.0680004,191.116,
0.0690001,337.984,
0.0700006,-130.535,
0.0710003,639.84,
0.072,106.354,
0.0730005,-89.7393,
0.0740002,687.616,
0.0750008,18.0639,
0.0760004,1294.14,
0.0770001,5.38988,
0.0780007,762.353,
0.0790003,89.4375,
0.08,71.443,
0.0810006,390.369,
0.0820002,-147.251,
0.0830008,285.135,
0.0840007,361.135,
0.0850001,-262.235,
0.0860002,72.2361,
0.0870008,389.261,
0.0880004,45.9325,
0.0890002,140.411,
0.0900004,-463.477,
0.0910005,130.243,
0.0920007,343.457,
0.0930001,48.0052,
0.0940001,41.4548,
0.0950003,-40.2162,
0.0960008,-26.2175,
0.0970005,789.833,
0.0980002,473.985,
0.0990005,75.0007,
0.1,259.792,
0.101001,199.358,
0.102001,495.742,
0.103,-36.4019,
0.104001,-137.168,
0.105001,-92.7585,
0.106,22.1318,
0.107,-97.5548,
0.108,-406.39,
0.109001,64.5097,
0.11,106.301,
0.111,-83.5898,
0.112,-185.666,
0.113001,-203.283,
0.114001,-412.669,
0.115,157.984,
0.116,236.159,
0.117001,403.29,
0.118001,-110.938,
0.119,432.242,
0.12,-32.7554,
0.121,-26.0556,
0.122001,-297.945,
0.123,-240.756,
0.124,-486.163,
0.125,121.116,
0.126,-731.32,
0.127001,-107.681,
0.128,177.284,
0.129,295.8,
0.130001,272.581,
0.131,40.1788,
0.132001,198.423,
0.133,761.584,
0.134,-239.347,
0.135001,-145.594,
0.136,395.872,
0.137,-103.793,
0.138001,216.505,
0.139,83.564,
0.140001,-412.328,
0.141,121.28,
0.142,-484.05,
0.143001,405.747,
0.144,-506.498,
0.145,-43.1681,
0.146001,176.11,
0.147,76.4354,
0.148001,368.94,
0.149,168.311,
0.15,212.152,
0.151001,501.128,
0.152,12.5208,
0.153,83.5628,
0.154001,-527.315,
0.155,-510.439,
0.156001,244.849,
0.157,-377.477,
0.158,-112.459,
