Time(s),Acceleration(m_s2),1_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 103580
0.14,698.162,
0.141,75.8634,
0.142001,-439.964,
0.143,-145.906,
0.144001,-30.0531,
0.145001,250.735,
0.146001,3.6358,
0.147,-307.475,
0.148,-14.0625,
0.149,287.994,
0.15,-429.789,
0.151001,291.995,
0.152001,-512.204,
0.153001,-14.4264,
0.154001,306.926,
0.155001,19.4558,
0.156,424.394,
0.157,65.6962,
0.158,393.577,
0.159,-219.1,
0.16,-865.124,
0.161001,50.5852,
0.162001,-347.475,
0.163001,-54.5919,
0.164001,92.6007,
0.165001,424.709,
0.166,215.692,
0.167,132.465,
0.168,-144.495,
0.169,299.255,
0.17,-173.65,
0.171,-47.8771,
0.172,-414.394,
0.173001,-130.097,
0.174001,23.4669,
0.175001,318.678,
0.176001,389.386,
0.177,397.515,
0.178,-77.088,
0.179,-48.729,
0.18,-360.192,
0.181,234.803,
0.182001,-254.274,
0.183001,-294.618,
0.184001,200.044,
0.185001,136.891,
0.186001,524.789,
0.187,334.108,
0.188,-511.766,
0.189,477.716,
0.19,-425.74,
0.191,-457.111,
0.192001,47.7875,
0.193001,-80.7862,
0.194001,52.6299,
0.195001,238.744,
0.196001,243.073,
0.197,342.384,
0.198,41.5845,
0.199,-25.0966,
0.2,-365.171,
0.201001,-293.787,
0.202001,-186.979,
0.203001,58.2033,
0.204001,158.514,
0.205001,-169.082,
0.206,209.528,
0.207,-297.425,
0.208,85.5446,
0.209,-120.381,
0.21,-367.584,
0.211,-34.9517,
0.212001,-260.869,
0.213001,359.668,
0.214001,7.27936,
0.215001,-17.2226,
0.216001,194.013,
0.217001,455.578,
0.218,218.71,
0.219,-476.198,
0.22,-184.695,
0.221,-130.218,
0.222,174.513,
0.223001,-361.876,
0.224001,118.093,
0.225001,-46.2351,
0.226001,-234.688,
0.227001,292.625,
0.228,-80.4604,
0.229,128.16,
0.23,15.2843,
0.231,-71.3885,
0.232,160.642,
0.233001,-114.721,
0.234001,-118.659,
0.235001,471.523,
0.236001,-371.133,
0.237,11.0894,
0.238,-53.3848,
0.239,-236.65,
0.24,23.3344,
0.241,-170.712,
0.242001,39.9002,
0.243001,-370.844,
0.244001,24.134,
0.245001,213.703,
0.246001,-54.9776,
0.247,123.942,
0.248,126.516,
0.249,-31.7571,
0.25,33.3908,
0.251,-116.993,
0.252001,267.167,
0.253001,-172.553,
0.254001,375.967,
0.255001,-264.938,
0.256,32.9521,
0.257,185.021,
0.258,-29.2198,
0.259,-71.513,
0.26,-233.018,
0.261001,-36.8816,
0.262001,135.132,
0.263001,-27.6252,
0.264001,-166.363,
0.265001,-260.582,
0.266,143.818,
0.267,-323.756,
0.268,242.363,
0.269,14.005,
0.27,-543.698,
0.271001,-173.321,
0.272001,223.452,
0.273001,93.9696,
0.274001,362.265,
0.275,520.21,
0.276,388.917,
0.277,-126.573,
0.278,-92.5544,
0.279,-665.659,
0.280001,150.907,
0.281001,-370.965,
0.282001,-53.2738,
0.283001,175.315,
0.284001,-231.283,
0.285,446.963,
0.286,1.86059,
0.287,241.272,
0.288,211.892,
0.289,124.935,
0.290001,-24.3696,
0.291001,-483.584,
0.292001,5.98534,
0.293001,98.6469,
0.294,438.671,
0.295,-87.4449,
0.296,-52.8509,
0.297,-241.672,
0.298,-615.87,
0.299001,-661.488,
0.3,220.463,
Time(s),Acceleration(m_s2),10_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 103176
0,-9.18151,
0.00100079,-9.58022,
0.00200062,-10.2198,
0.00300095,-10.0368,
0.00400089,-10.3508,
0.00500042,-222.123,
0.00600046,134.49,
0.00700043,-438.865,
0.00800039,-356.842,
0.00900001,-85.0063,
0.01,-358.792,
0.0110006,-208.46,
0.012,116.105,
0.0130004,36.8547,
0.014001,-148.66,
0.0150009,382.004,
0.0160001,155.769,
0.0170009,323.022,
0.0180007,352.618,
0.0190005,43.9295,
0.0200002,305.65,
0.0210003,316.016,
0.0220009,181.489,
0.0230005,143.927,
0.0240002,116.15,
0.0250003,-29.3208,
0.026001,-191.029,
0.0270006,85.9591,
0.0280002,-311.045,
0.0290008,-228.466,
0.0300001,-16.503,
0.0310008,108.618,
0.0320005,104.093,
0.0330007,124.209,
0.0340009,361.743,
0.0350011,205.338,
0.0360002,256.96,
0.0370004,114.827,
0.0380006,322.32,
0.0390001,49.782,
0.0400002,75.9152,
0.0410007,250.632,
0.0420009,190.703,
0.0430011,180.946,
0.0440002,182.232,
0.0450004,64.1929,
0.0460001,501.34,
0.0470007,-39.6468,
0.0480002,86.6011,
0.0490004,69.792,
0.0500007,260.187,
0.0510006,-13.444,
0.0520009,-134.994,
0.0530003,-9.36834,
0.0540008,166.422,
0.0550008,-334.117,
0.056001,-231.283,
0.0570003,21.8318,
0.0580007,-230.875,
0.0590004,161.532,
0.06,-10.0143,
0.0610002,930.781,
0.0620002,812.512,
0.063001,-82.9038,
0.064001,281.698,
0.0650004,-418.77,
0.0660008,739.665,
0.0670004,-385.021,
0.0680008,11.1594,
0.0690002,-449.195,
0.0700006,248.804,
0.071001,527.454,
0.0720009,99.4802,
0.0730007,419.985,
0.0740004,-78.1399,
0.0750003,-8.44119,
0.0760009,223.327,
0.0770002,-319.345,
0.078001,107.119,
0.0790001,396.9,
0.0800005,388.436,
0.0810007,217.936,
0.0820008,611.771,
0.083,-345.691,
0.0840008,731.628,
0.0850007,-164.521,
0.0860005,-250.72,
0.0870003,231.325,
0.088,-22.6689,
0.0890008,324.601,
0.0900006,-39.7414,
0.0910004,297.903,
0.0920004,145.553,
0.0930002,276.485,
0.094001,95.831,
0.0950008,-127.371,
0.0960006,-176.506,
0.0970003,227.297,
0.0980001,355.062,
0.0990009,81.1348,
0.100001,488.742,
0.101001,430.33,
0.102,609.011,
0.103,-54.5471,
0.104001,-87.2151,
0.105001,-196.49,
0.106,497.601,
0.107,472.396,
0.108,-563.171,
0.109001,155.236,
0.110001,67.1936,
0.111,377.818,
0.112,389.777,
0.113,290.387,
0.114001,324.783,
0.115001,-88.8673,
0.116,117.266,
0.117,-164.301,
0.118,33.0887,
0.119001,542.188,
0.120001,-28.0764,
0.121,650.413,
0.122,14.0146,
0.123,-214.404,
0.124001,494.764,
0.125001,-220.693,
0.126,-646.74,
0.127001,152.624,
0.128001,31.0243,
0.129001,326.965,
0.130001,178.121,
0.131,-144.99,
0.132,495.286,
0.133,124.089,
0.134,3.808,
0.135001,-86.7944,
0.136001,-386.97,
0.137001,339.768,
0.138001,-508.634,
0.139001,-31.23,
0.14,484.609,
0.141,-20.9565,
0.142001,55.8911,
0.143,252.883,
0.144001,-545.267,
0.145001,-492.377,
0.146001,-449.887,
0.147,-15.6571,
0.148,276.978,
0.149,-324.177,
0.15,-165.701,
0.151001,368.799,
0.152001,334.681,
0.153001,-10.8875,
0.154001,-149.723,
0.155001,-100.476,
0.156,-315.141,
0.157,-170.773,
0.158,-655.865,
0.159,25.9885,
0.16,15.0133,
0.161001,169.941,
0.162001,222.344,
0.163001,56.4895,
0.164001,8.43546,
0.165001,-139.45,
0.166,-231.573,
0.167,-256.877,
0.168,-76.9992,
0.169,18.6939,
0.17,-30.3934,
0.171,662.461,
0.172,-169.654,
0.173001,-167.961,
0.174001,2.02226,
0.175001,-322.258,
0.176001,-69.8854,
0.177,-336.706,
0.178,30.2679,
0.179,-23.6601,
0.18,349.789,
0.181,42.7184,
0.182001,109.605,
0.183001,67.6754,
0.184001,147.341,
0.185001,-156.626,
0.186001,-182.503,
0.187,-431.385,
0.188,-108.429,
0.189,199.401,
0.19,366.431,
0.191,-157.085,
0.192001,279.463,
0.193001,-279.883,
0.194001,184.241,
0.195001,-541.793,
0.196001,423.488,
0.197,-470.597,
0.198,-91.3655,
0.199,-151.508,
0.2,316.174,
0.201001,-72.196,
0.202001,133.958,
0.203001,477.498,
0.204001,-158.129,
0.205001,-113.66,
0.206,-89.5691,
0.207,-244.265,
0.208,52.3239,
0.209,180.179,
0.21,-258.344,
0.211,734.38,
0.212001,-224.245,
0.213001,-66.6875,
0.214001,101.584,
0.215001,-191.971,
0.216001,278.493,
0.217001,-138.743,
0.218,-143.859,
0.219,375.255,
0.22,-245.406,
0.221,299.211,
0.222,58.0942,
0.223001,79.5665,
0.224001,-95.806,
0.225001,-155.129,
0.226001,-55.2586,
0.227001,-262.555,
0.228,103.576,
0.229,112.291,
0.23,14.4622,
0.231,178.353,
0.232,-38.2444,
0.233001,-187.935,
0.234001,277.339,
0.235001,-65.2413,
0.236001,-237.672,
0.237,7.34411,
0.238,165.464,
0.239,-250.426,
0.24,67.0396,
0.241,226.396,
0.242001,-99.85,
0.243001,5.70119,
0.244001,-317.152,
0.245001,-484.874,
0.246001,82.8743,
0.247,275.055,
0.248,-7.94118,
0.249,157.689,
0.25,-353.089,
0.251,402.261,
0.252001,-172.707,
0.253001,123.153,
0.254001,-65.4872,
0.255001,166.721,
0.256,-362.805,
0.257,-81.3165,
0.258,-319.042,
0.259,481.272,
0.26,20.3412,
0.261001,396.428,
0.262001,-304.381,
0.263001,47.8553,
0.264001,-389.677,
0.265001,-264.905,
0.266,-365.765,
0.267,-37.667,
0.268,294.472,
0.269,-243.469,
0.27,410.492,
0.271001,-232.68,
0.272001,-36.2285,
0.273001,147.096,
0.274001,-267.004,
0.275,-86.4083,
0.276,-7.03713,
0.277,-78.3217,
0.278,91.0734,
0.279,190.198,
0.280001,227.843,
0.281001,54.6329,
0.282001,19.0369,
0.283001,-378.964,
0.284001,-120.067,
0.285,-783.891,
0.286,-63.3496,
0.287,52.1235,
0.288,440.03,
0.289,280.216,
0.290001,294.887,
0.291001,359.056,
0.292001,111.464,
0.293001,157.796,
0.294,-5.4751,
0.295,-374.745,
0.296,417.089,
0.297,-68.9773,
0.298,81.1148,
0.299001,-107.223,
0.3,178.669,
Time(s),Acceleration(m_s2),11_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 123546
0,-9.18151,
0.00100079,-9.89994,
0.00200062,-9.90006,
0.00300095,-9.72276,
0.00400089,-9.72276,
0.00500042,-77.782,
0.00600046,52.1496,
0.00700043,-235.117,
0.00800039,-252.796,
0.00900001,41.5434,
0.01,-450.787,
0.0110006,-249.263,
0.012,-354.449,
0.0130004,-314.672,
0.014001,104.302,
0.0150009,-53.2625,
0.0160001,324.191,
0.0170009,503.288,
0.0180007,550.158,
0.0190005,605.258,
0.0200002,640.241,
0.0210003,363.29,
0.0220009,298.32,
0.0230005,200.205,
0.0240002,-198.437,
0.0250003,43.3117,
0.026001,-169.709,
0.0270006,-38.4498,
0.0280002,-63.642,
0.0290008,-82.2033,
0.0300001,198.88,
0.0310008,-105.186,
0.0320005,-33.5889,
0.0330007,271.36,
0.0340009,45.0792,
0.0350011,360.635,
0.0360002,66.7355,
0.0370004,187.391,
0.0380006,213.463,
0.0390001,181.2,
0.0400002,41.2599,
0.0410007,62.3153,
0.0420009,10.6068,
0.0430011,181.642,
0.0440002,-136.121,
0.0450004,-30.4945,
0.0460001,154.516,
0.0470007,91.6902,
0.0480002,110.043,
0.0490004,172.801,
0.0500007,294.333,
0.0510006,-72.0845,
0.0520009,367.746,
0.0530003,254.504,
0.0540008,42.6448,
0.0550008,150.261,
0.056001,77.3924,
0.0570003,-384.296,
0.0580007,-71.4562,
0.0590004,32.3652,
0.06,12.2594,
0.0610002,66.3935,
0.0620002,897.468,
0.063001,224.166,
0.064001,161.444,
0.0650004,409.739,
0.0660008,289.363,
0.0670004,-12.9747,
0.0680008,-214.137,
0.0690002,-269.193,
0.0700006,47.132,
0.071001,-534.869,
0.0720009,-46.1439,
0.0730007,-191.183,
0.0740004,372.886,
0.0750003,75.2052,
0.0760009,734.718,
0.0770002,-68.2334,
0.078001,787.779,
0.0790001,318.515,
0.0800005,208.332,
0.0810007,-17.4354,
0.0820008,31.5333,
0.083,-201.634,
0.0840008,335.894,
0.0850007,476.532,
0.0860005,-118.896,
0.0870003,308.978,
0.088,-233.649,
0.0890008,-245.883,
0.0900006,132.848,
0.0910004,559.234,
0.0920004,-92.0273,
0.0930002,527.085,
0.094001,118.074,
0.0950008,700.122,
0.0960006,-414.573,
0.0970003,427.066,
0.0980001,-19.2992,
0.0990009,394.386,
0.100001,-623.26,
0.101001,781.213,
0.102,-313.192,
0.103,458.956,
0.104001,253.562,
0.105001,166.63,
0.106,722.933,
0.107,-180.599,
0.108,46.2355,
0.109001,-77.3936,
0.110001,-222.032,
0.111,455.406,
0.112,-455.604,
0.113,299.908,
0.114001,-177.728,
0.115001,210.963,
0.116,319.258,
0.117,188.856,
0.118,-414.705,
0.119001,256.781,
0.120001,-229.719,
0.121,109.65,
0.122,-28.1626,
0.123,-167.779,
0.124001,388.677,
0.125001,-745.677,
0.126,727.354,
0.127001,-171.615,
0.128001,406.134,
0.129001,-194.196,
0.130001,38.5878,
0.131,-149.733,
0.132,-327.817,
0.133,254.217,
0.134,-413.313,
0.135001,81.6137,
0.136001,-51.3988,
0.137001,126.525,
0.138001,24.4794,
0.139001,191.472,
0.14,-324.969,
0.141,-189.839,
0.142001,51.577,
0.143,-337.394,
0.144001,63.984,
0.145001,-341.14,
0.146001,525.494,
0.147,-18.6643,
0.148,58.9172,
0.149,-235.389,
0.15,-176.255,
0.151001,-165.365,
0.152001,-112.018,
0.153001,-402.485,
0.154001,-210.72,
0.155001,-329.961,
0.156,337.964,
0.157,-166.18,
0.158,-74.9093,
0.159,-190.199,
0.16,-17.4503,
0.161001,-307.467,
0.162001,-267.948,
0.163001,138.188,
0.164001,-95.6265,
0.165001,557.652,
0.166,-207.366,
0.167,459.164,
0.168,-800.443,
0.169,75.4769,
0.17,-218.147,
0.171,-171.128,
0.172,-656.275,
0.173001,-437.131,
0.174001,63.8251,
0.175001,303.938,
0.176001,-93.1848,
0.177,383.457,
0.178,-3.39381,
0.179,-96.7306,
0.18,110.325,
0.181,-594.706,
0.182001,-304.17,
0.183001,185.561,
0.184001,20.7318,
0.185001,-327.555,
0.186001,302.59,
0.187,71.3694,
0.188,-210.649,
0.189,261.052,
0.19,-374.963,
0.191,-278.493,
0.192001,-97.9401,
0.193001,-175.143,
0.194001,161.391,
0.195001,-220.496,
0.196001,726.102,
0.197,-282.188,
0.198,164.724,
0.199,39.2816,
0.2,-273.181,
0.201001,15.8515,
0.202001,202.768,
0.203001,-9.33299,
0.204001,96.4939,
0.205001,-216.409,
0.206,321.663,
0.207,223.585,
0.208,-107.568,
0.209,552.698,
0.21,-845.843,
0.211,205.948,
0.212001,29.0056,
0.213001,-37.2531,
0.214001,-273.764,
0.215001,509.401,
0.216001,-202.382,
0.217001,343.654,
0.218,-148.211,
0.219,300.639,
0.22,-120.221,
0.221,134.641,
0.222,-60.6425,
0.223001,-78.1186,
0.224001,-341.991,
0.225001,694.246,
0.226001,-468.056,
0.227001,220.068,
0.228,75.4241,
0.229,-41.7209,
0.23,105.491,
0.231,0.11988,
0.232,-36.1157,
0.233001,111.423,
0.234001,-263.741,
0.235001,389.168,
0.236001,-297.318,
0.237,97.1985,
0.238,233.414,
0.239,-316.533,
0.24,230.919,
0.241,-281.237,
0.242001,-172.148,
0.243001,177.827,
0.244001,-76.1376,
0.245001,188.388,
0.246001,-506.376,
0.247,320.055,
0.248,-455.399,
0.249,-70.9687,
0.25,-22.2404,
0.251,-91.2806,
0.252001,-122.51,
0.253001,-21.6104,
0.254001,-167.16,
0.255001,-222.07,
0.256,145.016,
0.257,9.5897,
0.258,46.9315,
0.259,-279.758,
0.26,248.287,
0.261001,-347.423,
0.262001,68.7833,
0.263001,-235.469,
0.264001,362.191,
0.265001,39.5721,
0.266,214.569,
0.267,-324.634,
0.268,275.216,
0.269,107.978,
0.27,-27.3382,
0.271001,-316.427,
0.272001,237.118,
0.273001,-91.0908,
0.274001,347.166,
0.275,-212.617,
0.276,93.3958,
0.277,-0.969907,
0.278,74.3102,
0.279,-532.734,
0.280001,-222.678,
0.281001,-367.755,
0.282001,463.727,
0.283001,-265.571,
0.284001,-37.8195,
0.285,292.715,
0.286,-150.564,
0.287,-184.206,
0.288,24.9177,
0.289,-592.428,
0.290001,39.1611,
0.291001,-357.164,
0.292001,-221.836,
0.293001,329.732,
0.294,331.776,
0.295,374.08,
0.296,-340.652,
0.297,89.6082,
0.298,67.29,
0.299001,-57.2281,
0.3,-94.8411,
Time(s),Acceleration(m_s2),12_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 102905
0,-9.18151,
0.00100079,-9.97917,
0.00200062,-9.79148,
0.00300095,-10.0533,
0.00400089,-9.53832,
0.00500042,-89.4791,
0.00600046,-109.036,
0.00700043,-134.766,
0.00800039,-461.963,
0.00900001,44.5809,
0.01,-450.514,
0.0110006,-160.468,
0.012,64.5753,
0.0130004,-254.469,
0.014001,323.556,
0.0150009,174.979,
0.0160001,206.581,
0.0170009,242.793,
0.0180007,96.9778,
0.0190005,651.746,
0.0200002,232.306,
0.0210003,352.391,
0.0220009,440.434,
0.0230005,7.98973,
0.0240002,282.759,
0.0250003,132.221,
0.026001,-236.071,
0.0270006,-241.657,
0.0280002,-184.676,
0.0290008,-83.7641,
0.0300001,-167.929,
0.0310008,-234.839,
0.0320005,-0.423664,
0.0330007,277.725,
0.0340009,199.547,
0.0350011,215.884,
0.0360002,447.353,
0.0370004,67.8186,
0.0380006,454.541,
0.0390001,170.452,
0.0400002,164.711,
0.0410007,312.673,
0.0420009,215.973,
0.0430011,242.411,
0.0440002,174.201,
0.0450004,368.528,
0.0460001,-68.1982,
0.0470007,-26.4043,
0.0480002,49.032,
0.0490004,301.903,
0.0500007,14.6307,
0.0510006,231.751,
0.0520009,-91.738,
0.0530003,-127.529,
0.0540008,-7.46614,
0.0550008,-412.806,
0.056001,171.752,
0.0570003,-266.039,
0.0580007,-193.795,
0.0590004,366.981,
0.06,-307.091,
0.0610002,396.924,
0.0620002,914.12,
0.063001,-734.122,
0.064001,1153,
0.0650004,-700.712,
0.0660008,326.137,
0.0670004,518.461,
0.0680008,-644.036,
0.0690002,379.7,
0.0700006,235.28,
0.071001,388.305,
0.0720009,-684.806,
0.0730007,708.173,
0.0740004,468.542,
0.0750003,-98.0338,
0.0760009,84.744,
0.0770002,-292.836,
0.078001,220.231,
0.0790001,575.404,
0.0800005,673.768,
0.0810007,36.1365,
0.0820008,-142.62,
0.083,384.504,
0.0840008,352.311,
0.0850007,-418.57,
0.0860005,-29.2919,
0.0870003,316.506,
0.088,-809.832,
0.0890008,1727.17,
0.0900006,-274.294,
0.0910004,720.681,
0.0920004,576.44,
0.0930002,-663.72,
0.094001,224.364,
0.0950008,-190.218,
0.0960006,224.849,
0.0970003,142.942,
0.0980001,-703.069,
0.0990009,667.517,
0.100001,-250.194,
0.101001,280.684,
0.102,1062.54,
0.103,-987.016,
0.104001,614.116,
0.105001,-204.087,
0.106,278.855,
0.107,-378.086,
0.108,258.123,
0.109001,87.1119,
0.110001,742.32,
0.111,45.8674,
0.112,209.326,
0.113,-272.85,
0.114001,-148.117,
0.115001,364.317,
0.116,-150.211,
0.117,58.4495,
0.118,-340.839,
0.119001,434.904,
0.120001,458.851,
0.121,11.5791,
0.122,516.421,
0.123,-261,
0.124001,124.147,
0.125001,172.019,
0.126,-603.356,
0.127001,130.626,
0.128001,276.237,
0.129001,565.127,
0.130001,470.272,
0.131,160.011,
0.132,195.647,
0.133,332.972,
0.134,-175.969,
0.135001,-166.408,
0.136001,-601.792,
0.137001,391.497,
0.138001,-141.693,
0.139001,-189.543,
0.14,110.57,
0.141,-438.169,
0.142001,629.083,
0.143,126.159,
0.144001,157.022,
0.145001,-113.107,
0.146001,-256.545,
0.147,-53.2794,
0.148,-316.826,
0.149,-367.474,
0.15,-457.776,
0.151001,452.405,
0.152001,-296.996,
0.153001,117.055,
0.154001,374.675,
0.155001,-526.152,
0.156,155.213,
0.157,-430.456,
0.158,-120.753,
0.159,227.299,
0.16,132.727,
0.161001,501.734,
0.162001,-43.5285,
0.163001,157.344,
0.164001,-327.703,
0.165001,-12.5444,
0.166,-65.5975,
0.167,-235.802,
0.168,-283.814,
0.169,185.976,
0.17,-163.137,
0.171,37.6698,
0.172,-75.9489,
0.173001,144.204,
0.174001,-27.7183,
0.175001,-268.698,
0.176001,-502.642,
0.177,-58.0227,
0.178,-211.614,
0.179,150.587,
0.18,-16.2031,
0.181,323.604,
0.182001,-236.725,
0.183001,35.2391,
0.184001,-250.143,
0.185001,-218.627,
0.186001,-443.021,
0.187,68.3577,
0.188,-420.857,
0.189,2.3303,
0.19,24.2166,
0.191,94.5861,
0.192001,510.894,
0.193001,337.569,
0.194001,-147.739,
0.195001,187.969,
0.196001,-395.071,
0.197,68.5834,
0.198,-158.168,
0.199,35.1692,
0.2,-228.942,
0.201001,135.451,
0.202001,-267.548,
0.203001,-106.402,
0.204001,172.028,
0.205001,-291.615,
0.206,-137.895,
0.207,343.122,
0.208,-328.601,
0.209,601.092,
0.21,-256.743,
0.211,28.8572,
0.212001,255.465,
0.213001,0.903229,
0.214001,-234.922,
0.215001,-66.5831,
0.216001,78.2884,
0.217001,-303.392,
0.218,-86.323,
0.219,34.6225,
0.22,137.806,
0.221,175.13,
0.222,498.453,
0.223001,196.774,
0.224001,-51.6092,
0.225001,209.469,
0.226001,217.104,
0.227001,364.481,
0.228,81.3209,
0.229,248.278,
0.23,-114.332,
0.231,79.4871,
0.232,-25.779,
0.233001,-163.965,
0.234001,37.9296,
0.235001,-105.876,
0.236001,-181.751,
0.237,-72.6709,
0.238,72.1563,
0.239,-49.6491,
0.24,12.5129,
0.241,-270.189,
0.242001,80.5105,
0.243001,46.1128,
0.244001,-153.747,
0.245001,-418.827,
0.246001,-64.0947,
0.247,36.6176,
0.248,-366.741,
0.249,-33.7811,
0.25,432.917,
0.251,-226.184,
0.252001,100.347,
0.253001,-220.197,
0.254001,-76.1519,
0.255001,-370.557,
0.256,139.521,
0.257,-116.941,
0.258,521.347,
0.259,54.8444,
0.26,255.793,
0.261001,-14.5128,
0.262001,-55.7179,
0.263001,117.526,
0.264001,-128.815,
0.265001,-383.937,
0.266,71.7351,
0.267,12.7827,
0.268,390.312,
0.269,290.118,
0.27,399.148,
0.271001,619.396,
0.272001,-0.883234,
0.273001,-348.934,
0.274001,-420.788,
0.275,-1123.87,
0.276,-559.824,
0.277,-177.484,
0.278,85.0215,
0.279,90.7739,
0.280001,559.531,
0.281001,-436.8,
0.282001,486.545,
0.283001,160.499,
0.284001,-226.995,
0.285,217.559,
0.286,-725.862,
0.287,161.799,
0.288,153.533,
0.289,-489.938,
0.290001,260.331,
0.291001,155.827,
0.292001,565.743,
0.293001,-128.364,
0.294,-612.161,
0.295,-518.069,
0.296,-5.14995,
0.297,320.416,
0.298,129.78,
0.299001,-153.539,
0.3,111.861,
