Time(s),Acceleration(m_s2),1_XY-Field A.1/A/C3/MeshedPart-PART-1-1 in Element 103580
0.0550008,129.49,
0.056001,-225.986,
0.0570003,-331.168,
0.0580007,35.054,
0.0590004,-123.168,
0.06,-43.589,
0.0610002,48.2035,
0.0620002,977.233,
0.063001,504.841,
0.064001,223.104,
0.0650004,617.434,
0.0660008,610.772,
0.0670004,-521.348,
0.0680008,-213.899,
0.0690002,103.298,
0.0700006,-192.813,
0.071001,-160.508,
0.0720009,-262.116,
0.0730007,265.266,
0.0740004,728.539,
0.0750003,-223.22,
0.0760009,342.148,
0.0770002,823.126,
0.078001,-254.728,
0.0790001,349.378,
0.0800005,197.939,
0.0810007,-65.1408,
0.0820008,-59.6707,
0.083,348.917,
0.0840008,132.465,
0.0850007,-301.185,
0.0860005,248.226,
0.0870003,-484.029,
0.088,961.77,
0.0890008,-19.4086,
0.0900006,348.924,
0.0910004,-394.81,
0.0920004,694.211,
0.0930002,491.752,
0.094001,77.0153,
0.0950008,-151.647,
0.0960006,400.132,
0.0970003,391.859,
0.0980001,-146.845,
0.0990009,123.452,
0.100001,-178.448,
0.101001,1109.56,
0.102,-149.974,
0.103,316.073,
0.104001,389.653,
0.105001,393.692,
0.106,88.5113,
0.107,257.998,
0.108,241.763,
0.109001,-74.5948,
0.110001,-182.127,
0.111,413.917,
0.112,603.782,
0.113,-349.304,
0.114001,424.188,
0.115001,-188.712,
0.116,713.407,
0.117,20.6599,
0.118,103.98,
0.119001,122.439,
0.120001,-316.895,
0.121,168.356,
0.122,-531.691,
0.123,62.6441,
0.124001,200.286,
0.125001,401.612,
0.126,-219.469,
0.127001,-77.4332,
0.128001,6.78911,
0.129001,-33.7416,
0.130001,26.0893,
0.131,533.896,
0.132,-713.256,
0.133,180.354,
0.134,89.293,
0.135001,-104.621,
0.136001,-24.4871,
0.137001,338.128,
0.138001,-124.094,
0.139001,147.118,
0.14,-474.004,
0.141,170.542,
0.142001,-768.378,
0.143,277.343,
0.144001,1.81773,
0.145001,-319.932,
0.146001,-256.93,
0.147,478.362,
0.148,-139.049,
0.149,46.6657,
0.15,-267.777,
0.151001,-90.5628,
0.152001,56.979,
0.153001,385.392,
0.154001,-24.2486,
0.155001,-219.529,
0.156,196.378,
0.157,-35.5148,
0.158,211.152,
0.159,-132.995,
0.16,-324.406,
0.161001,-351.22,
0.162001,628.907,
0.163001,-394.908,
0.164001,407.551,
0.165001,-518.71,
0.166,447.436,
0.167,65.1841,
0.168,-156.297,
0.169,-136.003,
0.17,195.838,
0.171,-450.793,
0.172,295.324,
0.173001,-568.318,
0.174001,379.452,
0.175001,-428.691,
0.176001,326.599,
0.177,-323.647,
0.178,37.0895,
0.179,124.489,
0.18,-224.953,
0.181,88.8543,
0.182001,-112.162,
0.183001,-370.001,
0.184001,158.61,
0.185001,-167.354,
0.186001,-297.604,
0.187,447.863,
0.188,26.513,
0.189,-127.13,
0.19,278.168,
0.191,-370.304,
0.192001,204.431,
0.193001,-623.774,
0.194001,359.958,
0.195001,-27.922,
0.196001,-140.798,
0.197,-17.0192,
0.198,81.1023,
0.199,-46.7947,
0.2,-242.917,
0.201001,526.836,
0.202001,-396.545,
0.203001,209.028,
0.204001,-260.63,
0.205001,71.6974,
0.206,278.76,
0.207,299.306,
0.208,-85.1806,
0.209,35.9202,
0.21,-273.837,
0.211,132.465,
0.212001,279.619,
0.213001,-249.122,
0.214001,554.262,
0.215001,-94.603,
0.216001,64.7721,
0.217001,157.882,
0.218,-13.9422,
0.219,139.866,
0.22,-275.224,
0.221,-288.794,
0.222,16.1553,
0.223001,-303.002,
0.224001,360.694,
0.225001,-16.3112,
0.226001,-27.3422,
0.227001,136.598,
0.228,-131.303,
0.229,215.558,
0.23,-258.694,
0.231,26.1338,
0.232,-307.529,
0.233001,269.382,
0.234001,28.1194,
0.235001,-215.915,
0.236001,290.773,
0.237,35.3284,
0.238,-63.383,
0.239,-86.2398,
0.24,-20.8494,
0.241,-45.0948,
0.242001,54.4934,
0.243001,-34.5472,
0.244001,-190.283,
0.245001,490.366,
0.246001,-437.275,
0.247,154.24,
0.248,-294.73,
0.249,-204.482,
0.25,212.405,
0.251,103.987,
0.252001,161.049,
0.253001,-276.109,
0.254001,51.3923,
0.255001,136.636,
0.256,121.014,
0.257,-263.777,
0.258,-447.197,
0.259,-299.764,
0.26,66.2117,
0.261001,-548.699,
0.262001,476.632,
0.263001,-121.497,
0.264001,232.563,
0.265001,-382.055,
0.266,412.969,
0.267,-159.551,
0.268,-99.8001,
0.269,131.414,
0.27,-171.174,
0.271001,47.4292,
0.272001,-57.5637,
0.273001,93.5756,
0.274001,22.7964,
0.275,-189.192,
0.276,-30.8491,
0.277,-197.406,
0.278,34.0033,
0.279,-191.176,
0.280001,322.096,
0.281001,-431.889,
0.282001,633.191,
0.283001,-192.294,
0.284001,217.542,
0.285,-100.589,
0.286,217.882,
0.287,-29.2002,
0.288,-407.823,
0.289,51.7382,
0.290001,-181.378,
0.291001,-61.2853,
0.292001,463.674,
0.293001,-315.124,
0.294,218.699,
0.295,91.3838,
0.296,-338.303,
0.297,333.19,
0.298,-236.576,
0.299001,-31.0996,
0.3,112.928,
Time(s),Acceleration(m_s2),6_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 123645
0,-9.18151,
0.00100079,-9.89994,
0.00200062,-9.90006,
0.00300095,-9.72276,
0.00400089,-8.83887,
0.00500042,-83.9692,
0.00600046,-101.648,
0.00700043,-122.862,
0.00800039,-393.337,
0.00900001,-67.1765,
0.01,-243.955,
0.0110006,-369.475,
0.012,76.9003,
0.0130004,-319.975,
0.014001,170.596,
0.0150009,316.82,
0.0160001,122.146,
0.0170009,252.563,
0.0180007,313.195,
0.0190005,451.877,
0.0200002,318.743,
0.0210003,480.851,
0.0220009,142.31,
0.0230005,38.8919,
0.0240002,355.773,
0.0250003,-43.3117,
0.026001,-122.863,
0.0270006,-167.5,
0.0280002,-460.521,
0.0290008,97.6717,
0.0300001,-130.819,
0.0310008,-295.229,
0.0320005,-87.508,
0.0330007,279.315,
0.0340009,37.124,
0.0350011,218.768,
0.0360002,184.738,
0.0370004,71.5973,
0.0380006,98.5555,
0.0390001,343.839,
0.0400002,171.458,
0.0410007,171.477,
0.0420009,118.443,
0.0430011,133.469,
0.0440002,165.29,
0.0450004,93.2514,
0.0460001,-38.5145,
0.0470007,-25.2148,
0.0480002,43.7519,
0.0490004,-13.2584,
0.0500007,-101.647,
0.0510006,202.02,
0.0520009,232.478,
0.0530003,-5.04423,
0.0540008,347.119,
0.0550008,-63.1982,
0.056001,15.4785,
0.0570003,-151.416,
0.0580007,-333.912,
0.0590004,-135.754,
0.06,-147.567,
0.0610002,650.293,
0.0620002,1227.01,
0.063001,-446.465,
0.064001,795.455,
0.0650004,-301.417,
0.0660008,-116.405,
0.0670004,178.815,
0.0680008,95.6479,
0.0690002,472.695,
0.0700006,246.134,
0.071001,163.604,
0.0720009,-176.251,
0.0730007,-153.663,
0.0740004,138.576,
0.0750003,151.847,
0.0760009,346.47,
0.0770002,-794.535,
0.078001,-322.383,
0.0790001,425.812,
0.0800005,895.923,
0.0810007,-245.549,
0.0820008,-76.4077,
0.083,-338.726,
0.0840008,-500.505,
0.0850007,-396.807,
0.0860005,-169.124,
0.0870003,636.88,
0.088,47.5547,
0.0890008,976.01,
0.0900006,3.88233,
0.0910004,-439.433,
0.0920004,1171.95,
0.0930002,181.159,
0.094001,455.046,
0.0950008,-103.086,
0.0960006,342.675,
0.0970003,9.92433,
0.0980001,306.352,
0.0990009,106.986,
0.100001,22.0588,
0.101001,792.028,
0.102,880.575,
0.103,-145.987,
0.104001,96.0213,
0.105001,-251.801,
0.106,327.553,
0.107,-61.0921,
0.108,630.75,
0.109001,-213.198,
0.110001,142.466,
0.111,-485.459,
0.112,831.828,
0.113,-314.812,
0.114001,-119.337,
0.115001,-377.849,
0.116,-144.918,
0.117,201.859,
0.118,50.0464,
0.119001,545.872,
0.120001,391.444,
0.121,544.853,
0.122,282.112,
0.123,228.724,
0.124001,-463.936,
0.125001,-47.3484,
0.126,-207.694,
0.127001,192.734,
0.128001,115.415,
0.129001,514.134,
0.130001,41.9855,
0.131,-319.124,
0.132,-176.983,
0.133,-1.21287,
0.134,183.91,
0.135001,208.757,
0.136001,-302.331,
0.137001,1.6967,
0.138001,365.98,
0.139001,-98.1597,
0.14,110.019,
0.141,180.191,
0.142001,-303.465,
0.143,17.8464,
0.144001,-163.838,
0.145001,-278.486,
0.146001,-346.491,
0.147,449.396,
0.148,-60.7356,
0.149,-91.1497,
0.15,-310.811,
0.151001,254.109,
0.152001,-71.2843,
0.153001,-66.0706,
0.154001,644.891,
0.155001,-60.3675,
0.156,107.887,
0.157,-1.45453,
0.158,72.8487,
0.159,241.526,
0.16,-103.49,
0.161001,338.513,
0.162001,72.8751,
0.163001,75.0264,
0.164001,-322.35,
0.165001,-104.245,
0.166,37.8554,
0.167,-300.278,
0.168,-121.724,
0.169,112.13,
0.17,-294.481,
0.171,-66.0873,
0.172,252.014,
0.173001,-282.25,
0.174001,103.399,
0.175001,46.1555,
0.176001,-236.068,
0.177,-155.734,
0.178,41.3924,
0.179,157.278,
0.18,-19.519,
0.181,347.417,
0.182001,-571.055,
0.183001,860.334,
0.184001,-240.537,
0.185001,150.895,
0.186001,49.1686,
0.187,-679.252,
0.188,119.847,
0.189,115.639,
0.19,-29.7691,
0.191,-494.618,
0.192001,-28.5178,
0.193001,291.031,
0.194001,180.354,
0.195001,-213.979,
0.196001,121.325,
0.197,-127.242,
0.198,108.599,
0.199,-210.362,
0.2,75.6568,
0.201001,348.062,
0.202001,-265.335,
0.203001,161.006,
0.204001,163.668,
0.205001,-232.173,
0.206,174.177,
0.207,-185.493,
0.208,-263.034,
0.209,-261.635,
0.21,23.3608,
0.211,134.133,
0.212001,206.195,
0.213001,-258.951,
0.214001,75.6901,
0.215001,299.766,
0.216001,301.148,
0.217001,52.4454,
0.218,8.24407,
0.219,51.5104,
0.22,2.12084,
0.221,118.584,
0.222,-319.368,
0.223001,-74.5215,
0.224001,-94.6545,
0.225001,-36.1905,
0.226001,84.8149,
0.227001,-4.49731,
0.228,202.2,
0.229,106.34,
0.23,-247.605,
0.231,323.376,
0.232,-162.036,
0.233001,175.65,
0.234001,38.24,
0.235001,-32.663,
0.236001,227.14,
0.237,-164.947,
0.238,138.097,
0.239,-3.11855,
0.24,-230.495,
0.241,218.989,
0.242001,-352.691,
0.243001,-82.2162,
0.244001,105.053,
0.245001,-92.0421,
0.246001,237.367,
0.247,151.391,
0.248,-287.458,
0.249,366.48,
0.25,-18.0589,
0.251,175.968,
0.252001,-184.185,
0.253001,-259.744,
0.254001,-44.7359,
0.255001,-24.2815,
0.256,-356.836,
0.257,-388.474,
0.258,-42.3312,
0.259,-148.466,
0.26,-186.415,
0.261001,89.2593,
0.262001,-299.513,
0.263001,151.669,
0.264001,-35.5692,
0.265001,41.1477,
0.266,26.9726,
0.267,556.36,
0.268,600.066,
0.269,337.059,
0.27,409.951,
0.271001,-40.7315,
0.272001,17.9392,
0.273001,-232.727,
0.274001,-436.806,
0.275,-516.816,
0.276,-78.6076,
0.277,338.164,
0.278,142.893,
0.279,-51.5216,
0.280001,314.729,
0.281001,-91.4889,
0.282001,203.271,
0.283001,-308.398,
0.284001,-292.067,
0.285,-284.635,
0.286,-147.635,
0.287,126.912,
0.288,-40.0745,
0.289,122.693,
0.290001,-77.9585,
0.291001,-42.3723,
0.292001,3.22754,
0.293001,-625.43,
0.294,283.6,
0.295,-404.198,
0.296,268.952,
0.297,192.399,
0.298,-109.301,
0.299001,36.6466,
0.3,197.164,
Time(s),Acceleration(m_s2),7_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 123602
0,-9.18151,
0.00100079,-10.7999,
0.00200062,-9.00005,
0.00300095,-9.72276,
0.00400089,-8.83887,
0.00500042,-88.3886,
0.00600046,159.984,
0.00700043,-51.2661,
0.00800039,-75.1317,
0.00900001,785.789,
0.01,238.652,
0.0110006,184.296,
0.012,393.783,
0.0130004,20.7719,
0.014001,68.9453,
0.0150009,-233.712,
0.0160001,-73.9303,
0.0170009,-242.919,
0.0180007,-108.838,
0.0190005,-75.3128,
0.0200002,-268.222,
0.0210003,-251.033,
0.0220009,-205.952,
0.0230005,289.038,
0.0240002,-57.454,
0.0250003,131.703,
0.026001,-91.042,
0.0270006,266.939,
0.0280002,102.534,
0.0290008,399.968,
0.0300001,167.059,
0.0310008,-140.543,
0.0320005,-31.3791,
0.0330007,44.1955,
0.0340009,-210.812,
0.0350011,-7.51323,
0.0360002,53.9187,
0.0370004,-151.15,
0.0380006,-85.7388,
0.0390001,18.12,
0.0400002,-119.195,
0.0410007,113.582,
0.0420009,-68.9445,
0.0430011,-99.4392,
0.0440002,163.964,
0.0450004,-75.5734,
0.0460001,189.363,
0.0470007,-85.7303,
0.0480002,253.673,
0.0490004,250.583,
0.0500007,-347.366,
0.0510006,-305.326,
0.0520009,359.034,
0.0530003,126.106,
0.0540008,436.994,
0.0550008,58.7788,
0.056001,476.295,
0.0570003,104.486,
0.0580007,57.0751,
0.0590004,39.5575,
0.06,103.978,
0.0610002,-283.764,
0.0620002,-405.205,
0.063001,450.201,
0.064001,523.4,
0.0650004,423.868,
0.0660008,612.657,
0.0670004,446.802,
0.0680008,1088.29,
0.0690002,-107.106,
0.0700006,223.52,
0.071001,475.81,
0.0720009,0,
0.0730007,290.358,
0.0740004,187.4,
0.0750003,837.077,
0.0760009,380.325,
0.0770002,380.209,
0.078001,183.944,
0.0790001,-388.68,
0.0800005,342.829,
0.0810007,-546.553,
0.0820008,415.27,
0.083,-383.857,
0.0840008,605.798,
0.0850007,707.093,
0.0860005,222.627,
0.0870003,-42.8226,
0.088,8.24929,
0.0890008,388.961,
0.0900006,-66.9398,
0.0910004,464.033,
0.0920004,65.492,
0.0930002,32.4375,
0.094001,389.784,
0.0950008,303.417,
0.0960006,286.678,
0.0970003,-6.45386,
0.0980001,91.8083,
0.0990009,-236.677,
0.100001,73.3265,
0.101001,-162.333,
0.102,261.186,
0.103,553.766,
0.104001,564.445,
0.105001,289.198,
0.106,-130.425,
0.107,-57.9279,
0.108,-76.167,
0.109001,99.2975,
0.110001,-119.228,
0.111,-151.356,
0.112,-583.1,
0.113,291.634,
0.114001,31.3853,
0.115001,269.206,
0.116,81.5774,
0.117,272.954,
0.118,377.535,
0.119001,-301.967,
0.120001,-284.356,
0.121,-307.723,
0.122,191.312,
0.123,-705.96,
0.124001,83.0277,
0.125001,-39.3356,
0.126,8.25435,
0.127001,-6.91802,
0.128001,-51.5245,
0.129001,-7.88922,
0.130001,-61.8862,
0.131,-92.3397,
0.132,-270.679,
0.133,-58.9454,
0.134,-22.6257,
0.135001,181.996,
0.136001,177.714,
0.137001,505.738,
0.138001,-278.12,
0.139001,-364.887,
0.14,430.748,
0.141,-859.464,
0.142001,232.816,
0.143,-423.43,
0.144001,211.462,
0.145001,189.111,
0.146001,402.361,
0.147,-1.33316,
0.148,291.798,
0.149,-111.513,
0.15,295.658,
0.151001,-173.609,
0.152001,-310.596,
0.153001,-48.9771,
0.154001,2.72796,
0.155001,356.75,
0.156,221.592,
0.157,185.089,
0.158,308.365,
0.159,439.4,
0.16,-285.386,
0.161001,-343.308,
0.162001,-250.988,
0.163001,-282.727,
0.164001,20.2517,
0.165001,135.758,
0.166,173.344,
0.167,601.275,
0.168,-136.865,
0.169,-207.622,
0.17,-176.544,
0.171,-42.4502,
0.172,-260.7,
0.173001,105.435,
0.174001,16.7707,
0.175001,172.66,
0.176001,183.474,
0.177,271.231,
0.178,-195.993,
0.179,177.824,
0.18,-193.614,
0.181,-121.22,
0.182001,-592.941,
0.183001,-48.0119,
0.184001,-102.75,
0.185001,653.17,
0.186001,251.724,
0.187,147.226,
0.188,-4.60832,
0.189,-80.0438,
0.19,-72.3916,
0.191,211.273,
0.192001,-40.025,
0.193001,64.4107,
0.194001,138.002,
0.195001,-396.614,
0.196001,777.35,
0.197,-212.171,
0.198,-189.737,
0.199,-79.412,
0.2,-441.188,
0.201001,145.863,
0.202001,-493.759,
0.203001,-20.7956,
0.204001,-176.706,
0.205001,18.2546,
0.206,401.465,
0.207,-19.9012,
0.208,104.352,
0.209,-53.6376,
0.21,-321.954,
0.211,-185.62,
0.212001,-223.034,
0.213001,198.4,
0.214001,8.06795,
0.215001,-70.2852,
0.216001,45.4254,
0.217001,-202.233,
0.218,-339.265,
0.219,515.861,
0.22,-288.282,
0.221,-322.772,
0.222,503.42,
0.223001,167.329,
0.224001,50.894,
0.225001,327.184,
0.226001,323.19,
0.227001,-110.754,
0.228,-296.6,
0.229,-78.1668,
0.23,-498.2,
0.231,332.345,
0.232,-116.71,
0.233001,-61.1911,
0.234001,-147.301,
0.235001,34.2537,
0.236001,-430.948,
0.237,136.981,
0.238,56.0207,
0.239,-378.963,
0.24,90.6707,
0.241,-260.507,
0.242001,157.722,
0.243001,155.25,
0.244001,371.337,
0.245001,126.13,
0.246001,-147.165,
0.247,222.523,
0.248,-372.388,
0.249,289.905,
0.25,-226.634,
0.251,392.97,
0.252001,-282.683,
0.253001,438.067,
0.254001,244.038,
0.255001,-31.8956,
0.256,3.89788,
0.257,477.087,
0.258,-161.233,
0.259,149.979,
0.26,-103.517,
0.261001,-448.814,
0.262001,-285.667,
0.263001,300.881,
0.264001,-22.7231,
0.265001,97.2637,
0.266,553.09,
0.267,-121.817,
0.268,-212.814,
0.269,-352.852,
0.27,54.646,
0.271001,-377.827,
0.272001,4.4848,
0.273001,79.6438,
0.274001,-429.382,
0.275,46.1237,
0.276,23.3641,
0.277,298.875,
0.278,-229.325,
0.279,217.573,
0.280001,-274.244,
0.281001,-402.924,
0.282001,263.883,
0.283001,154.123,
0.284001,602.702,
0.285,228.969,
0.286,406.95,
0.287,-469.084,
0.288,179.335,
0.289,-514.472,
0.290001,-254.335,
0.291001,175.309,
0.292001,-40.3366,
0.293001,7.15228,
0.294,371.407,
0.295,553.09,
0.296,498.69,
0.297,-104.124,
0.298,98.9345,
0.299001,-290.02,
0.3,-722.949,
Time(s),Acceleration(m_s2),8_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 123533
0,-9.18151,
0.00100079,-8.99995,
0.00200062,-9.90006,
0.00300095,-9.72276,
0.00400089,-8.83887,
0.00500042,-15.91,
0.00600046,158.217,
0.00700043,53.9178,
0.00800039,-20.3298,
0.00900001,447.254,
0.01,283.731,
0.0110006,521.508,
0.012,529.021,
0.0130004,119.77,
0.014001,72.039,
0.0150009,90.4545,
0.0160001,-458.276,
0.0170009,-244.756,
0.0180007,-566.231,
0.0190005,-499.636,
0.0200002,-488.678,
0.0210003,-106.954,
0.0220009,-206.836,
0.0230005,243.074,
0.0240002,150.264,
0.0250003,527.696,
0.026001,110.488,
0.0270006,304.947,
0.0280002,249.264,
0.0290008,168.384,
0.0300001,98.9982,
0.0310008,67.1778,
0.0320005,85.7402,
0.0330007,15.0265,
0.0340009,53.4763,
0.0350011,-217.884,
0.0360002,-242.634,
0.0370004,79.1106,
0.0380006,-207.718,
0.0390001,-4.86147,
0.0400002,-251.685,
0.0410007,101.649,
0.0420009,-90.1582,
0.0430011,39.7757,
0.0440002,181.2,
0.0450004,-137.446,
0.0460001,283.815,
0.0470007,83.4381,
0.0480002,135.233,
0.0490004,-334.995,
0.0500007,316.43,
0.0510006,-111.111,
0.0520009,-116.468,
0.0530003,117.393,
0.0540008,-96.2947,
0.0550008,208.598,
0.056001,492.216,
0.0570003,549.88,
0.0580007,109.656,
0.0590004,269.26,
0.06,652.473,
0.0610002,-625.736,
0.0620002,-56.9749,
0.063001,148.51,
0.064001,-391.608,
0.0650004,-40.5029,
0.0660008,62.2083,
0.0670004,-24.534,
0.0680008,988.362,
0.0690002,441.753,
0.0700006,673.178,
0.071001,522.724,
0.0720009,740.205,
0.0730007,826.148,
0.0740004,102.316,
0.0750003,-119.873,
0.0760009,882.502,
0.0770002,-378.407,
0.078001,370.656,
0.0790001,-614.486,
0.0800005,818.464,
0.0810007,-281.873,
0.0820008,-199.873,
0.083,261.93,
0.0840008,172.375,
0.0850007,264.113,
0.0860005,456.112,
0.0870003,180.085,
0.088,618.644,
0.0890008,191.053,
0.0900006,635.276,
0.0910004,238.026,
0.0920004,99.1903,
0.0930002,65.9312,
0.094001,-751.932,
0.0950008,667.565,
0.0960006,-230.073,
0.0970003,366.043,
0.0980001,-585.43,
0.0990009,326.04,
0.100001,-384.219,
0.101001,732.325,
0.102,-252.062,
0.103,-68.6426,
0.104001,335.527,
0.105001,-251.223,
0.106,-477.292,
0.107,260.432,
0.108,114.007,
0.109001,232.424,
0.110001,-227.629,
0.111,213.529,
0.112,345.505,
0.113,60.1032,
0.114001,-202.179,
0.115001,-139.588,
0.116,-240.842,
0.117,217.051,
0.118,-473.741,
0.119001,187.909,
0.120001,61.5578,
0.121,-79.5689,
0.122,228.943,
0.123,-454.776,
0.124001,271.054,
0.125001,-238.563,
0.126,-220.561,
0.127001,-157.051,
0.128001,-282.354,
0.129001,-144.433,
0.130001,-126.321,
0.131,354.07,
0.132,-39.9482,
0.133,130.626,
0.134,-422.872,
0.135001,-23.0068,
0.136001,63.7636,
0.137001,-499.133,
0.138001,139,
0.139001,-74.3469,
0.14,751.476,
0.141,399.519,
0.142001,92.7187,
0.143,-69.9386,
0.144001,153.78,
0.145001,-224.437,
0.146001,33.5705,
0.147,-360.196,
0.148,-125.108,
0.149,-324.6,
0.15,292.688,
0.151001,142.936,
0.152001,-79.3462,
0.153001,526.989,
0.154001,-161.738,
0.155001,55.0339,
0.156,5.93982,
0.157,23.7573,
0.158,-24.4849,
0.159,-479.694,
0.16,284.174,
0.161001,-111.479,
0.162001,48.6633,
0.163001,-109.184,
0.164001,36.9085,
0.165001,-476.652,
0.166,44.3243,
0.167,-8.44757,
0.168,-80.8907,
0.169,687.732,
0.17,-54.0243,
0.171,573.681,
0.172,-132.341,
0.173001,288.431,
0.174001,-292.703,
0.175001,-184.622,
0.176001,69.6021,
0.177,15.8764,
0.178,-390.167,
0.179,178.733,
0.18,281.51,
0.181,580.038,
0.182001,-377.47,
0.183001,498.547,
0.184001,-426.033,
0.185001,40.4973,
0.186001,-154.721,
0.187,-101.87,
0.188,-251.638,
0.189,-8.48949,
0.19,-155.211,
0.191,402.777,
0.192001,-55.9138,
0.193001,182.436,
0.194001,-112.778,
0.195001,233.167,
0.196001,-255.924,
0.197,288.431,
0.198,-420.937,
0.199,63.4083,
0.2,22.7929,
0.201001,178.479,
0.202001,-56.5058,
0.203001,68.8739,
0.204001,-87.322,
0.205001,-109.77,
0.206,-228.213,
0.207,74.9934,
0.208,-372.635,
0.209,414.539,
0.21,-164.8,
0.211,-58.8597,
0.212001,229.618,
0.213001,-347.291,
0.214001,-166.697,
0.215001,42.632,
0.216001,-155.623,
0.217001,306.488,
0.218,-179.066,
0.219,164.106,
0.22,-361.875,
0.221,361.689,
0.222,-236.361,
0.223001,103.719,
0.224001,-134.818,
0.225001,136.546,
0.226001,-481.067,
0.227001,79.5648,
0.228,-51.2171,
0.229,129.539,
0.23,-111.815,
0.231,286.124,
0.232,-262.248,
0.233001,82.0979,
0.234001,105.463,
0.235001,-119.714,
0.236001,210.202,
0.237,-65.4757,
0.238,-119.343,
0.239,125.42,
0.24,-293.505,
0.241,496.558,
0.242001,-539.94,
0.243001,280.423,
0.244001,-176.788,
0.245001,175.583,
0.246001,-22.9578,
0.247,251.344,
0.248,-323.791,
0.249,446.63,
0.25,-129.927,
0.251,52.353,
0.252001,-264.979,
0.253001,220.24,
0.254001,94.6589,
0.255001,-218.833,
0.256,160.413,
0.257,-205.504,
0.258,298.266,
0.259,-207.046,
0.26,169.811,
0.261001,116.655,
0.262001,248.745,
0.263001,-415.996,
0.264001,119.614,
0.265001,-545.631,
0.266,201.431,
0.267,23.4403,
0.268,120.757,
0.269,-140.569,
0.27,541.414,
0.271001,-38.0646,
0.272001,113.908,
0.273001,195.454,
0.274001,-207.797,
0.275,-294.895,
0.276,150.533,
0.277,-277.969,
0.278,396.947,
0.279,285.824,
0.280001,251.917,
0.281001,-74.3309,
0.282001,248.146,
0.283001,-303.243,
0.284001,55.0543,
0.285,-444.659,
0.286,-154.486,
0.287,-161.489,
0.288,214.302,
0.289,-335.798,
0.290001,383.185,
0.291001,221.985,
0.292001,59.8231,
0.293001,-127.529,
0.294,-207.307,
0.295,-396.562,
0.296,-168.932,
0.297,-410.798,
0.298,130.026,
0.299001,-166.819,
0.3,396.185,
Time(s),Acceleration(m_s2),9_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 123476
0,-9.18151,
0.00100079,-8.99995,
0.00200062,-9.90006,
0.00300095,-9.72276,
0.00400089,-9.72276,
0.00500042,19.4455,
0.00600046,3.53557,
0.00700043,230.698,
0.00800039,81.3191,
0.00900001,260.751,
0.01,536.525,
0.0110006,136.564,
0.012,433.117,
0.0130004,-113.582,
0.014001,101.65,
0.0150009,122.596,
0.0160001,-289.293,
0.0170009,25.7155,
0.0180007,-556.587,
0.0190005,-243.848,
0.0200002,-230.56,
0.0210003,-168.828,
0.0220009,-126.399,
0.0230005,-248.378,
0.0240002,98.1138,
0.0250003,254.567,
0.026001,59.2215,
0.0270006,467.585,
0.0280002,115.793,
0.0290008,373.45,
0.0300001,55.6865,
0.0310008,91.9276,
0.0320005,-12.3749,
0.0330007,2.65173,
0.0340009,-65.851,
0.0350011,-295.226,
0.0360002,282.852,
0.0370004,-289.483,
0.0380006,63.1992,
0.0390001,72.9221,
0.0400002,-49.5118,
0.0410007,178.549,
0.0420009,23.8654,
0.0430011,131.702,
0.0440002,-108.72,
0.0450004,129.491,
0.0460001,355.342,
0.0470007,0.916902,
0.0480002,-41.5423,
0.0490004,-98.9959,
0.0500007,-232.903,
0.0510006,-165.289,
0.0520009,-148.107,
0.0530003,-75.6634,
0.0540008,298.513,
0.0550008,158.217,
0.056001,700.512,
0.0570003,381.64,
0.0580007,186.505,
0.0590004,73.7207,
0.06,-13.6216,
0.0610002,-644.381,
0.0620002,39.6545,
0.063001,-218.562,
0.064001,560.584,
0.0650004,137.993,
0.0660008,696.544,
0.0670004,704.882,
0.0680008,312.164,
0.0690002,430.328,
0.0700006,-49.9884,
0.071001,567.495,
0.0720009,549.208,
0.0730007,323.576,
0.0740004,692.998,
0.0750003,16.4062,
0.0760009,817.974,
0.0770002,-66.7618,
0.078001,-7.82483,
0.0790001,35.5948,
0.0800005,23.9569,
0.0810007,52.155,
0.0820008,-174.889,
0.083,-346.794,
0.0840008,2.06219,
0.0850007,587.504,
0.0860005,241.72,
0.0870003,758.615,
0.088,-1267.54,
0.0890008,1087.22,
0.0900006,-847.196,
0.0910004,331.151,
0.0920004,495.8,
0.0930002,101.538,
0.094001,575.611,
0.0950008,482.57,
0.0960006,-204.388,
0.0970003,474.298,
0.0980001,-652.886,
0.0990009,533.741,
0.100001,-206.166,
0.101001,-345.719,
0.102,305.345,
0.103,-193.392,
0.104001,344.776,
0.105001,-16.6752,
0.106,438.116,
0.107,59.51,
0.108,-77.7487,
0.109001,-505.492,
0.110001,294.056,
0.111,-371.455,
0.112,537.358,
0.113,-284.943,
0.114001,277.723,
0.115001,35.3834,
0.116,-302.116,
0.117,-128.942,
0.118,-218.407,
0.119001,-418.089,
0.120001,58.5224,
0.121,-528.417,
0.122,766.703,
0.123,-414.713,
0.124001,284.71,
0.125001,-135.004,
0.126,429.105,
0.127001,429.038,
0.128001,362.248,
0.129001,-317.268,
0.130001,90.8877,
0.131,-674.893,
0.132,-404.324,
0.133,-114.919,
0.134,-336.845,
0.135001,645.463,
0.136001,5.33383,
0.137001,-347.642,
0.138001,387.611,
0.139001,-69.4389,
