Time(s),Acceleration(m_s2),1_AT3_Field/A/C3/MeshedPart-PART-1-1 at Node 120505
0.0570008,108.949,
0.0580006,247.501,
0.0590003,250.058,
0.0600002,584.768,
0.0610008,193.836,
0.0620008,627.436,
0.0630002,55.4929,
0.0640006,937.978,
0.065,371.41,
0.0660009,-341.101,
0.0670003,-135.332,
0.0680008,-366.6,
0.069001,-435.491,
0.0700001,331.117,
0.0710008,-22.203,
0.0720009,-808.47,
0.0730003,385.36,
0.0740008,493.083,
0.0750004,235.084,
0.0760006,745.858,
0.0770001,-17.9991,
0.0780002,492.744,
0.0790001,278.535,
0.0800003,-66.0079,
0.0810003,-29.2662,
0.0820008,-239.481,
0.0830008,312.019,
0.0840008,86.6699,
0.0850002,229.266,
0.086001,-273.01,
0.0870006,650.333,
0.088,687.623,
0.0890004,-54.2812,
0.090001,460.879,
0.0910003,125.999,
0.0920007,693.55,
0.0930001,-226.635,
0.0940007,-38.3219,
0.0950005,429.962,
0.0960003,293.263,
0.0970001,366.548,
0.0980009,143.177,
0.0990007,292.183,
0.1,-201.652,
0.101,330.014,
0.102,1.5873,
0.103001,116.427,
0.104001,-344.428,
0.105,323.444,
0.106,129.624,
0.107,258.736,
0.108001,-90.5853,
0.109001,219.584,
0.11,-187.647,
0.111,481.488,
0.112,15.8681,
0.113,-87.4708,
0.114,10.1949,
0.115001,632.106,
0.116001,221.772,
0.117001,-108.334,
0.118001,-124.088,
0.119,309.427,
0.12,-116.341,
0.121,-193.665,
0.122,-459.585,
0.123,228.792,
0.124001,-30.002,
0.125001,115.215,
0.126001,-305.664,
0.127001,696.998,
0.128001,-539.069,
0.129,504.404,
0.13,-337.558,
0.131,-11.0539,
0.132,-464.992,
0.133,226.391,
0.134001,-452.417,
0.135001,-138.487,
0.136001,106.85,
0.137001,-20.9182,
0.138001,-248.471,
0.139,116.824,
0.14,-287.802,
0.141,219.033,
0.142,71.7034,
0.143001,-98.6558,
0.144001,-74.7631,
0.145001,135.883,
0.146001,30.7634,
0.147,-168.708,
0.148001,-172.085,
0.149001,-59.3266,
0.150001,-219.65,
0.151,-182.89,
0.152,253.782,
0.153001,36.7972,
0.154,79.5447,
0.155,-126.665,
0.156,227.332,
0.157001,-4.98548,
0.158001,-157.421,
0.159001,-262.416,
0.160001,208.599,
0.161001,-503.307,
0.162,-76.5213,
0.163,-91.1658,
0.164,-169.66,
0.165,139.2,
0.166,-159.193,
0.167001,-34.4234,
0.168001,-259.193,
0.169001,298.227,
0.170001,-285.769,
0.171001,124.435,
0.172,-69.9529,
0.173,86.9286,
0.174,-78.8731,
0.175,-83.9943,
0.176001,-399.956,
0.177001,189.769,
0.178001,23.5728,
0.179001,-3.24062,
0.180001,-140.482,
0.181,41.4559,
0.182,479.661,
0.183,-400.534,
0.184,237.993,
0.185,100.179,
0.186001,-102.997,
0.187001,22.5305,
0.188001,-256.838,
0.189001,39.6548,
0.190001,-86.1479,
0.191,216.337,
0.192,359.583,
0.193,-284.244,
0.194,271.044,
0.195,81.5038,
0.196001,-196.571,
0.197001,180.451,
0.198001,-355.681,
0.199001,13.3589,
0.2,109.412,
0.201,20.8928,
0.202,95.755,
0.203,-256.885,
0.204,324.187,
0.205001,-52.2318,
0.206001,135.294,
0.207001,108.543,
0.208001,202.663,
0.209001,-168.917,
0.21,730.471,
0.211,-496.315,
0.212,575.276,
0.213,-197.199,
0.214,266.37,
0.215001,-113.279,
0.216001,-19.9624,
0.217001,97.016,
0.218001,309.244,
0.219,56.8583,
0.22,335.113,
0.221,-170.202,
0.222,424.135,
0.223,-270.912,
0.224001,-275.703,
0.225001,-85.5323,
0.226001,0.987111,
0.227001,-24.0603,
0.228001,-225.678,
0.229,15.1832,
0.23,143.23,
0.231,-221.925,
0.232,131.694,
0.233,-255.565,
0.234001,-240.663,
0.235001,94.2024,
0.236001,-154.445,
0.237001,-33.6562,
0.238,51.8173,
0.239,-159.861,
0.24,161.574,
0.241,196.072,
0.242,-26.4001,
0.243001,67.1787,
0.244001,-171.279,
0.245001,162.189,
0.246001,-198.105,
0.247001,72.4157,
0.248001,-102.836,
0.249001,-48.3639,
0.250001,149.387,
0.251001,-123.391,
0.252,-120.542,
0.253,-181.446,
0.254,83.679,
0.255,-246.367,
0.256,249.169,
0.257001,-118.444,
0.258001,36.1818,
0.259001,93.7106,
0.260001,-212.146,
0.261001,68.1375,
0.262,-355.571,
0.263,-232.937,
0.264,-258.279,
0.265,-152.75,
0.266,-87.8369,
0.267001,8.40599,
0.268001,30.3785,
0.269001,229.639,
0.270001,-74.1521,
0.271001,198.114,
0.272,-10.0581,
0.273,21.7002,
0.274,-186.648,
0.275,177.056,
0.276001,-149.176,
0.277001,117.33,
0.278001,-202.978,
0.279001,270.014,
0.280001,-177.422,
0.281,246.606,
0.282,-108.649,
0.283,-244.336,
0.284,4.77798,
0.285,148.14,
0.286001,237.138,
0.287001,-88.9479,
0.288001,-93.0288,
0.289001,297.822,
0.290001,-28.8565,
0.291,43.8962,
0.292,-84.0121,
0.293,90.6341,
0.294,-94.5774,
0.295001,272.245,
0.296001,-290.085,
0.297001,458.908,
0.298001,-195.341,
0.299001,111.356,
0.3,-324.605,
Time(s),Acceleration(m_s2),6_AT3_Field/A/C3/MeshedPart-PART-1-1 in Element 100386
0,-9.17709,
0.00100087,-9.70114,
0.00200092,-9.70114,
0.00300098,-9.70114,
0.0040004,-9.89003,
0.00500011,-45.0376,
0.00600004,-157.916,
0.00700095,-17.1266,
0.00800051,-385.028,
0.00900044,-130.346,
0.0100009,-389.673,
0.0110003,-172.504,
0.0120003,-154.87,
0.0130004,-9.01793,
0.014001,36.2839,
0.0150006,169.115,
0.016001,246.46,
0.017001,133.753,
0.0180008,363.548,
0.0190005,192.466,
0.0200003,378.81,
0.0210001,193.944,
0.0220002,433.213,
0.0230004,135.65,
0.0240006,271.996,
0.0250008,44.6048,
0.026001,-57.8505,
0.0270001,-29.0698,
0.0280003,-357.058,
0.0290005,-54.5172,
0.0300007,-40.6603,
0.0310009,-198,
0.0320011,125.713,
0.0330002,96.3415,
0.0340004,346.924,
0.0350008,157.985,
0.0360008,168.731,
0.0370007,356.191,
0.0380006,216.913,
0.0390005,103.822,
0.0400007,132.591,
0.0410009,49.261,
0.042,14.1179,
0.0430002,231.061,
0.0440005,2.40975,
0.0450005,-27.3083,
0.0460002,-232.305,
0.0470001,299.06,
0.0480006,-106.659,
0.049001,-3.32964,
0.0500004,83.2039,
0.0510008,59.8844,
0.0520006,216.14,
0.0530006,90.9629,
0.0540007,51.8817,
0.0550009,136.57,
0.0560008,-70.976,
0.0570008,-58.6501,
0.0580006,-285.477,
0.0590003,-198.148,
0.0600002,1257.95,
0.0610008,824.008,
0.0620008,115.006,
0.0630002,441.136,
0.0640006,200.658,
0.065,78.0767,
0.0660009,-282.958,
0.0670003,-6.46819,
0.0680008,-753.026,
0.069001,436.118,
0.0700001,674.428,
0.0710008,207.774,
0.0720009,244.641,
0.0730003,-75.7101,
0.0740008,214.096,
0.0750004,-535.155,
0.0760006,-585.024,
0.0770001,-58.2718,
0.0780002,723.849,
0.0790001,218.548,
0.0800003,-168.87,
0.0810003,-19.5585,
0.0820008,126.881,
0.0830008,430.254,
0.0840008,85.5914,
0.0850002,3.7441,
0.086001,44.045,
0.0870006,-11.13,
0.088,684.689,
0.0890004,-190.121,
0.090001,463.418,
0.0910003,161.867,
0.0920007,690.834,
0.0930001,362.534,
0.0940007,4.66347,
0.0950005,224.143,
0.0960003,-39.8184,
0.0970001,319.504,
0.0980009,19.1561,
0.0990007,324.204,
0.1,554.271,
0.101,33.351,
0.102,766.618,
0.103001,-231.202,
0.104001,293.242,
0.105,-98.2925,
0.106,427.269,
0.107,117.199,
0.108001,-623.22,
0.109001,516.03,
0.11,-258.848,
0.111,357.532,
0.112,-10.909,
0.113,87.4871,
0.114,255.754,
0.115001,-296.543,
0.116001,112.966,
0.117001,62.1754,
0.118001,118.737,
0.119,263.583,
0.12,57.6972,
0.121,61.8933,
0.122,86.4328,
0.123,-154.817,
0.124001,111.124,
0.125001,-435.276,
0.126001,22.1114,
0.127001,-180.834,
0.128001,140.691,
0.129,52.9683,
0.13,-470.904,
0.131,-31.4725,
0.132,-5.45966,
0.133,372.424,
0.134001,-321.744,
0.135001,-220.969,
0.136001,-33.9698,
0.137001,-191.194,
0.138001,19.1126,
0.139,-224.804,
0.14,227.858,
0.141,552.307,
0.142,-134.563,
0.143001,-53.1649,
0.144001,-439.536,
0.145001,52.7524,
0.146001,-355.564,
0.147,-218.208,
0.148001,-72.3187,
0.149001,-395.999,
0.150001,207.031,
0.151,-264.023,
0.152,-40.8533,
0.153001,72.2652,
0.154,-226.053,
0.155,169.468,
0.156,-377.545,
0.157001,-40.1772,
0.158001,-269.77,
0.159001,-37.9196,
0.160001,93.8558,
0.161001,-32.0649,
0.162,-122.553,
0.163,-30.6824,
0.164,45.0129,
0.165,-88.766,
0.166,56.5356,
0.167001,189.153,
0.168001,125.752,
0.169001,135.021,
0.170001,77.3049,
0.171001,-323.003,
0.172,-42.5389,
0.173,-78.9268,
0.174,-199.607,
0.175,-276.925,
0.176001,9.35196,
0.177001,-60.6368,
0.178001,0.232154,
0.179001,120.576,
0.180001,-126.724,
0.181,-27.4539,
0.182,38.3376,
0.183,-203.092,
0.184,-310.212,
0.185,21.0606,
0.186001,-20.7309,
0.187001,142.144,
0.188001,94.064,
0.189001,-50.3485,
0.190001,-65.2877,
0.191,-70.5113,
0.192,207.912,
0.193,192.74,
0.194,162.373,
0.195,274.499,
0.196001,194.646,
0.197001,45.3357,
0.198001,104.684,
0.199001,254.451,
0.2,-42.0499,
0.201,55.7305,
0.202,-159.349,
0.203,30.2043,
0.204,-54.2861,
0.205001,155.17,
0.206001,247.997,
0.207001,-12.1219,
0.208001,81.7824,
0.209001,-43.9346,
0.21,-44.3098,
0.211,-97.9366,
0.212,-281.208,
0.213,389.243,
0.214,175.735,
0.215001,-19.6072,
0.216001,248.105,
0.217001,108.82,
0.218001,120.85,
0.219,-11.421,
0.22,132.826,
0.221,-157.266,
0.222,144.458,
0.223,-86.3727,
0.224001,-124.013,
0.225001,153.876,
0.226001,-53.544,
0.227001,-28.224,
0.228001,-83.2522,
0.229,-156.369,
0.23,-30.9408,
0.231,145.965,
0.232,42.2635,
0.233,-8.76983,
0.234001,238.727,
0.235001,-122.615,
0.236001,284.961,
0.237001,-240.522,
0.238,-501.078,
0.239,-136.085,
0.24,-121.601,
0.241,48.8698,
0.242,-257.993,
0.243001,20.4273,
0.244001,114.205,
0.245001,236.978,
0.246001,95.296,
0.247001,-251.221,
0.248001,-69.8918,
0.249001,-304.871,
0.250001,-361.744,
0.251001,-458.916,
0.252,-279.376,
0.253,18.0491,
0.254,-100.31,
0.255,-72.5354,
0.256,30.1808,
0.257001,46.8948,
0.258001,-278.835,
0.259001,56.1629,
0.260001,36.7798,
0.261001,74.5767,
0.262,-65.3924,
0.263,5.02308,
0.264,135.24,
0.265,309.723,
0.266,133.929,
0.267001,-2.62354,
0.268001,-102.735,
0.269001,-244.729,
0.270001,-162.448,
0.271001,155.908,
0.272,176.827,
0.273,110.889,
0.274,165.892,
0.275,-599.804,
0.276001,-2.36075,
0.277001,-261.331,
0.278001,-439.45,
0.279001,-488.824,
0.280001,61.8297,
0.281,-25.5466,
0.282,-213.199,
0.283,-55.9321,
0.284,-100.396,
0.285,259.931,
0.286001,122.368,
0.287001,-44.6067,
0.288001,-109.662,
0.289001,84.0446,
0.290001,420.482,
0.291,207.495,
0.292,52.8804,
0.293,454.95,
0.294,60.5532,
0.295001,117.326,
0.296001,-338.412,
0.297001,251.098,
0.298001,-49.6526,
0.299001,149.157,
0.3,138.911,
Time(s),Acceleration(m_s2),7_AT3_Field/A/C3/MeshedPart-PART-1-1 at Node 120323
0,-9.17709,
0.00100087,-9.70114,
0.00200092,-9.70114,
0.00300098,-9.70114,
0.0040004,-9.89003,
0.00500011,-44.0963,
0.00600004,7.05502,
0.00700095,144.635,
0.00800051,18.5205,
0.00900044,465.751,
0.0100009,191.535,
0.0110003,165.073,
0.0120003,240.742,
0.0130004,210.447,
0.014001,11.9219,
0.0150006,26.9119,
0.016001,-184.534,
0.017001,-97.3226,
0.0180008,-294.682,
0.0190005,-74.3491,
0.0200003,19.2804,
0.0210001,59.6651,
0.0220002,-329.006,
0.0230004,321.932,
0.0240006,56.4539,
0.0250008,-65.2929,
0.026001,245.225,
0.0270001,171.195,
0.0280003,281.393,
0.0290005,281.417,
0.0300007,170.269,
0.0310009,-130.544,
0.0320011,-236.423,
0.0330002,-26.0194,
0.0340004,-642.625,
0.0350008,-36.1696,
0.0360008,-71.5859,
0.0370007,65.3009,
0.0380006,276.131,
0.0390005,99.7011,
0.0400007,117.346,
0.0410009,-27.3539,
0.042,-24.6988,
0.0430002,-35.2842,
0.0440005,86.4636,
0.0450005,-83.4527,
0.0460002,6.17432,
0.0470001,433.818,
0.0480006,128.405,
0.049001,476.013,
0.0500004,187.599,
0.0510008,249.535,
0.0520006,157.27,
0.0530006,-58.382,
0.0540007,153.303,
0.0550009,269.811,
0.0560008,412.284,
0.0570008,-149.318,
0.0580006,487.082,
0.0590003,-229.014,
0.0600002,189.003,
0.0610008,284.507,
0.0620008,-1127.25,
0.0630002,-734.536,
0.0640006,612.585,
0.065,591.064,
0.0660009,1077.39,
0.0670003,778.168,
0.0680008,134.335,
0.069001,586.507,
0.0700001,-34.6834,
0.0710008,586.942,
0.0720009,-238.587,
0.0730003,172.115,
0.0740008,170.288,
0.0750004,435.227,
0.0760006,-383.554,
0.0770001,386.108,
0.0780002,576.422,
0.0790001,332.056,
0.0800003,558.739,
0.0810003,-511.111,
0.0820008,198.834,
0.0830008,-257.586,
0.0840008,756.027,
0.0850002,-256.388,
0.086001,957.176,
0.0870006,174.727,
0.088,363.344,
0.0890004,-213.913,
0.090001,-208.42,
0.0910003,-199.925,
0.0920007,385.839,
0.0930001,-508.561,
0.0940007,-140.6,
0.0950005,146.593,
0.0960003,-187.81,
0.0970001,482.581,
0.0980009,90.6113,
0.0990007,220.036,
0.1,-25.1927,
0.101,183.717,
0.102,-218.3,
0.103001,-131.754,
0.104001,346.113,
0.105,410.413,
0.106,98.136,
0.107,-190.164,
0.108001,78.9414,
0.109001,-400.098,
0.11,-219.127,
0.111,102.493,
0.112,-170.363,
0.113,-158.728,
0.114,-43.2658,
0.115001,-17.7846,
0.116001,378.996,
0.117001,101.095,
0.118001,-4.93973,
0.119,-339.599,
0.12,108.579,
0.121,-3.85488,
0.122,-310.066,
0.123,-268.582,
0.124001,-105.09,
0.125001,-145.081,
0.126001,269.687,
0.127001,58.7656,
0.128001,-308.538,
0.129,66.859,
0.13,126.775,
0.131,150.886,
0.132,-13.7112,
0.133,-52.1401,
0.134001,139.943,
0.135001,-70.1006,
0.136001,-224.9,
0.137001,49.153,
0.138001,143.389,
0.139,-30.4928,
0.14,47.4787,
0.141,0.660051,
0.142,-51.1805,
0.143001,-302.96,
0.144001,59.7471,
0.145001,26.3049,
0.146001,28.1187,
0.147,104.351,
0.148001,-230.872,
0.149001,199.477,
0.150001,40.5892,
0.151,100.054,
0.152,2.33658,
0.153001,-52.9723,
0.154,-233.102,
0.155,-202.497,
0.156,-215.764,
0.157001,11.9545,
0.158001,253.418,
0.159001,258.667,
0.160001,-22.2041,
0.161001,176.435,
0.162,-144.828,
0.163,16.7506,
0.164,-30.1691,
0.165,211.046,
0.166,-122.097,
0.167001,523.55,
0.168001,-239.765,
0.169001,549.763,
0.170001,137.569,
0.171001,266.519,
0.172,-79.713,
0.173,39.2635,
0.174,-405.741,
0.175,-16.4194,
0.176001,65.7875,
0.177001,169.659,
0.178001,210.246,
0.179001,128.911,
0.180001,-199.097,
0.181,-73.8304,
0.182,-41.0898,
0.183,-211.226,
0.184,86.1023,
0.185,-57.4668,
0.186001,216.183,
0.187001,20.9856,
0.188001,-203.012,
0.189001,108.778,
0.190001,-99.7024,
0.191,297.23,
0.192,-26.8718,
0.193,114.847,
0.194,2.03961,
0.195,-35.1145,
0.196001,125.438,
0.197001,0.479733,
0.198001,-22.4918,
0.199001,-112.566,
0.2,-89.4396,
0.201,-217.675,
0.202,-98.7184,
0.203,-133.004,
0.204,190.637,
0.205001,183.458,
0.206001,75.3035,
0.207001,39.3378,
0.208001,-257.209,
0.209001,115.174,
0.21,-100.752,
0.211,122.919,
0.212,65.6046,
0.213,-219.025,
0.214,-19.1886,
0.215001,-302.464,
0.216001,-177.863,
0.217001,-130.034,
0.218001,-135.447,
0.219,181.354,
0.22,-145.877,
0.221,49.2966,
0.222,105.57,
0.223,-7.5825,
0.224001,279.657,
0.225001,-246.642,
0.226001,-64.3796,
0.227001,-455.996,
0.228001,-75.1861,
0.229,71.3082,
0.23,79.6731,
0.231,312.649,
0.232,283.234,
0.233,113.411,
0.234001,-148.979,
0.235001,-333.957,
0.236001,-222.834,
0.237001,120.081,
0.238,184.374,
0.239,37.5323,
0.24,481.658,
0.241,193.26,
0.242,199.175,
0.243001,148.195,
0.244001,28.0476,
0.245001,-526.996,
0.246001,-29.837,
0.247001,25.8219,
0.248001,-40.6555,
0.249001,13.9308,
0.250001,-20.1906,
0.251001,137.344,
0.252,-150.509,
0.253,-398.081,
0.254,-365.536,
0.255,-53.0145,
0.256,-207.828,
0.257001,353.642,
0.258001,50.9289,
0.259001,-56.2605,
0.260001,306.093,
0.261001,-2.6677,
0.262,116.613,
0.263,-135.013,
0.264,-172.1,
0.265,-264.656,
0.266,163.801,
0.267001,280.138,
0.268001,134.21,
0.269001,331.962,
0.270001,193.799,
0.271001,100.597,
0.272,-242.368,
0.273,-347.019,
0.274,255.246,
0.275,-361.523,
0.276001,81.0298,
0.277001,130.026,
0.278001,-82.3233,
0.279001,206.253,
0.280001,-121.77,
0.281,-196.604,
0.282,-294.107,
0.283,-36.3534,
0.284,-87.0595,
0.285,-72.3357,
0.286001,-234.017,
0.287001,205.224,
0.288001,256.656,
0.289001,13.0566,
0.290001,-231.727,
0.291,-412.581,
0.292,49.1772,
0.293,-246.753,
0.294,213.469,
0.295001,-141.333,
0.296001,-36.7785,
0.297001,-136.303,
0.298001,119.439,
0.299001,46.6807,
0.3,50.9946,
Time(s),Acceleration(m_s2),8_AT3_Field/A/C3/MeshedPart-PART-1-1 at Node 120254
0,-9.17709,
0.00100087,-9.70114,
0.00200092,-9.70114,
0.00300098,-9.70114,
0.0040004,-9.89003,
0.00500011,-7.0554,
0.00600004,84.6603,
0.00700095,48.5057,
0.00800051,-83.7832,
0.00900044,490.45,
0.0100009,299.442,
0.0110003,130.224,
0.0120003,440.478,
0.0130004,260.422,
0.014001,307.219,
0.0150006,92.6476,
0.016001,-164.796,
0.017001,-482.482,
0.0180008,-303.403,
0.0190005,-574.599,
0.0200003,-417.742,
0.0210001,-259.773,
0.0220002,-272.555,
0.0230004,289.297,
0.0240006,138.489,
0.0250008,323.817,
0.026001,438.406,
0.0270001,379.893,
0.0280003,244.344,
0.0290005,175.555,
0.0300007,51.61,
0.0310009,163.621,
0.0320011,-339.638,
0.0330002,-62.623,
0.0340004,-296.834,
0.0350008,-245.689,
0.0360008,-278.084,
0.0370007,-42.3573,
0.0380006,-201.143,
0.0390005,-108.524,
0.0400007,135.874,
0.0410009,-46.7664,
0.042,299.914,
0.0430002,124.377,
0.0440005,22.9393,
0.0450005,54.1067,
0.0460002,83.7944,
0.0470001,-72.4558,
0.0480006,-187.105,
0.049001,198.109,
0.0500004,96.3224,
0.0510008,450.907,
0.0520006,267.772,
0.0530006,154.46,
0.0540007,417.555,
0.0550009,401.033,
0.0560008,380.499,
0.0570008,-184.804,
0.0580006,303.216,
0.0590003,278.779,
0.0600002,-160.951,
0.0610008,-295.323,
0.0620008,28.7107,
0.0630002,147.849,
0.0640006,-429.612,
0.065,-113.684,
0.0660009,-210.64,
0.0670003,507.707,
0.0680008,-251.106,
0.069001,607.912,
0.0700001,278.902,
0.0710008,672.363,
0.0720009,581.988,
0.0730003,377.071,
0.0740008,172.952,
0.0750004,330.015,
0.0760006,6.00429,
0.0770001,-110.11,
0.0780002,869.605,
0.0790001,-475.74,
0.0800003,530.13,
0.0810003,360.289,
0.0820008,801.067,
0.0830008,632.002,
0.0840008,48.236,
0.0850002,233.7,
0.086001,-77.9586,
0.0870006,-181.54,
0.088,774.718,
0.0890004,-55.3619,
0.090001,252.366,
0.0910003,376.125,
0.0920007,-247.264,
0.0930001,258.538,
0.0940007,164.732,
0.0950005,-600.769,
0.0960003,500.664,
0.0970001,-575.497,
0.0980009,673.857,
0.0990007,-533.368,
0.1,480.599,
0.101,234.096,
0.102,243.726,
0.103001,320.061,
0.104001,107.381,
0.105,67.8978,
0.106,106.122,
0.107,-302.302,
0.108001,199.348,
0.109001,-221.565,
0.11,-25.7441,
0.111,227.938,
0.112,-65.5848,
0.113,149.973,
0.114,41.1538,
0.115001,186.527,
0.116001,-447.445,
0.117001,-279.308,
0.118001,-97.5899,
0.119,-122.877,
0.12,81.2839,
0.121,149.497,
0.122,80.7401,
0.123,-374.171,
0.124001,130.324,
0.125001,18.4354,
0.126001,283.165,
0.127001,-591.929,
0.128001,197.611,
0.129,-267.376,
0.13,-110.538,
0.131,-228.765,
0.132,55.9275,
0.133,34.0801,
0.134001,404.106,
0.135001,5.28155,
0.136001,102.489,
0.137001,-260.709,
0.138001,-151.251,
0.139,-94.2395,
0.14,-286.313,
0.141,-9.54074,
0.142,-123.781,
0.143001,336.322,
0.144001,16.1365,
0.145001,369.049,
0.146001,-253.248,
0.147,25.7663,
0.148001,47.223,
0.149001,6.27944,
0.150001,-57.2742,
0.151,-215.924,
0.152,126.714,
0.153001,186.002,
0.154,169.191,
0.155,20.4909,
0.156,86.3034,
0.157001,-128.594,
0.158001,310.028,
0.159001,-159.682,
0.160001,-111.23,
0.161001,-242.558,
0.162,40.6345,
0.163,-29.2461,
0.164,-121.275,
0.165,189.461,
0.166,2.397,
0.167001,41.3518,
0.168001,265.419,
0.169001,-343.01,
0.170001,68.0952,
0.171001,189.788,
0.172,-132.935,
0.173,-2.87733,
0.174,161.937,
0.175,-108.344,
0.176001,339.722,
0.177001,-251.014,
0.178001,-126.866,
0.179001,26.4771,
0.180001,-230.003,
0.181,452.436,
0.182,-87.4505,
0.183,401.006,
0.184,-8.17731,
0.185,113.615,
0.186001,-228.751,
0.187001,31.3882,
0.188001,-90.4412,
0.189001,-77.3293,
0.190001,-149.253,
0.191,339.503,
0.192,-248.804,
0.193,-30.0647,
0.194,128.856,
0.195,18.0383,
0.196001,-52.6769,
0.197001,-119.933,
0.198001,-56.1694,
0.199001,-108.597,
0.2,-115.484,
0.201,52.3887,
0.202,-521.084,
0.203,36.0934,
0.204,-145.579,
0.205001,-11.4887,
0.206001,503.366,
0.207001,-323.665,
0.208001,-105,
0.209001,144.404,
0.21,-408.945,
0.211,344.342,
0.212,-297.656,
0.213,79.9241,
0.214,-158.306,
0.215001,40.4388,
0.216001,-191.963,
0.217001,81.1568,
0.218001,3.65669,
0.219,-179.58,
0.22,-189.125,
0.221,144.579,
0.222,-115.413,
0.223,92.3799,
0.224001,-84.3436,
0.225001,49.0168,
0.226001,28.475,
0.227001,-97.11,
0.228001,69.9752,
0.229,-213.381,
0.23,130.038,
0.231,-110.417,
0.232,114.024,
0.233,6.82957,
0.234001,374.066,
0.235001,-334.077,
0.236001,371.317,
0.237001,-176.135,
0.238,16.126,
0.239,-511.713,
0.24,28.3769,
0.241,-278.205,
0.242,-142.79,
0.243001,179.297,
0.244001,-345.74,
0.245001,514.861,
0.246001,181.478,
0.247001,435.977,
0.248001,-251.213,
0.249001,318.163,
0.250001,-315.8,
0.251001,74.3046,
0.252,60.3353,
0.253,117.914,
0.254,110.479,
0.255,219.55,
0.256,115.573,
0.257001,67.366,
0.258001,14.0845,
0.259001,-123.431,
0.260001,-51.3746,
0.261001,-107.847,
0.262,192.025,
0.263,-183.995,
0.264,238.65,
0.265,-82.7566,
0.266,93.3606,
0.267001,-262.212,
0.268001,-228.408,
0.269001,-361.595,
0.270001,-65.3629,
0.271001,313.736,
0.272,-104.649,
0.273,134.922,
0.274,67.8358,
0.275,-32.198,
0.276001,37.4826,
0.277001,49.1653,
0.278001,-75.3612,
0.279001,13.9802,
0.280001,65.3912,
0.281,-343.115,
0.282,256.55,
0.283,-24.5062,
0.284,588.636,
0.285,-333.376,
0.286001,278.414,
0.287001,-211.542,
0.288001,90.9064,
0.289001,-200.181,
0.290001,-253.241,
0.291,-220.493,
0.292,-313.407,
0.293,135.74,
0.294,-186.604,
0.295001,83.1076,
0.296001,-35.8003,
0.297001,-257.903,
0.298001,103.817,
0.299001,-107.964,
0.3,-128.571,
Time(s),Acceleration(m_s2),9_AT3_Field/A/C3/MeshedPart-PART-1-1 in Element 99980
0,-9.17709,
0.00100087,-9.22929,
0.00200092,-9.91991,
0.00300098,-9.6119,
0.0040004,-9.79905,
0.00500011,1.04489,
0.00600004,-47.8133,
0.00700095,158.94,
0.00800051,-5.2821,
0.00900044,189.214,
0.0100009,536.996,
0.0110003,174.57,
0.0120003,351.915,
0.0130004,132.703,
0.014001,-93.5792,
0.0150006,178.569,
0.016001,-219,
0.017001,-29.2441,
0.0180008,-367.161,
0.0190005,-378.179,
0.0200003,-284.344,
0.0210001,-150.911,
0.0220002,-94.8534,
0.0230004,-213.079,
0.0240006,-28.8457,
0.0250008,159.123,
0.026001,238.434,
0.0270001,440.564,
0.0280003,215.251,
0.0290005,461.001,
0.0300007,160.027,
0.0310009,-84.156,
0.0320011,-100.953,
0.0330002,-219.485,
0.0340004,-136.742,
0.0350008,-320.242,
0.0360008,-327.417,
0.0370007,-316.273,
0.0380006,115.026,
0.0390005,239.039,
0.0400007,-140.224,
0.0410009,131.767,
0.042,-176.47,
0.0430002,92.8803,
0.0440005,109.143,
0.0450005,-164.914,
0.0460002,53.0674,
0.0470001,272.566,
0.0480006,227.803,
0.049001,313.823,
0.0500004,72.4775,
0.0510008,-88.4172,
0.0520006,235.499,
0.0530006,195.982,
0.0540007,151.475,
0.0550009,145.541,
0.0560008,262.229,
0.0570008,235.44,
0.0580006,271.621,
0.0590003,324.914,
0.0600002,-443.086,
0.0610008,-519.055,
0.0620008,-26.3645,
0.0630002,-341.097,
0.0640006,168.825,
0.065,645.343,
0.0660009,21.3247,
0.0670003,278.402,
0.0680008,358.813,
0.069001,108.287,
0.0700001,218.358,
0.0710008,-157.009,
0.0720009,239.923,
0.0730003,-6.78878,
0.0740008,1027.97,
0.0750004,551.451,
0.0760006,609.494,
0.0770001,737.103,
0.0780002,-699.605,
0.0790001,360.839,
0.0800003,-309.895,
0.0810003,-145.53,
0.0820008,625.613,
0.0830008,-218.311,
0.0840008,422.683,
0.0850002,276.84,
0.086001,111.154,
0.0870006,730.332,
0.088,212.729,
0.0890004,53.1978,
0.090001,158.187,
0.0910003,-261.642,
0.0920007,170.728,
0.0930001,-254.374,
0.0940007,-188.506,
0.0950005,678.743,
0.0960003,144.947,
0.0970001,565.71,
0.0980009,-22.0403,
0.0990007,462.25,
0.1,-367.805,
0.101,-223.336,
0.102,423.897,
0.103001,-654.917,
0.104001,521.849,
0.105,-304.17,
0.106,419.879,
0.107,519.863,
0.108001,-10.179,
0.109001,854.866,
0.11,-44.3893,
0.111,172.209,
0.112,-147.852,
0.113,-438.949,
0.114,266.267,
0.115001,-295.163,
0.116001,-461.503,
0.117001,-120.126,
0.118001,-322.919,
0.119,96.8423,
0.12,-78.5488,
0.121,29.6718,
0.122,134.681,
0.123,95.4019,
0.124001,241.682,
0.125001,-220.482,
0.126001,-87.0178,
0.127001,150.481,
0.128001,-87.3746,
0.129,397.628,
0.13,-266.232,
0.131,135.453,
0.132,400.397,
0.133,-471.558,
