Time(s),Acceleration(m_s2),1_AT3_Field/A/C3/MeshedPart-PART-1-1 at Node 120505
0.134001,116.371,
0.135001,357.422,
0.136001,86.7129,
0.137001,290.22,
0.138001,75.6883,
0.139,406.669,
0.14,-120.165,
0.141,30.8904,
0.142,151.337,
0.143001,-137.442,
0.144001,-60.2648,
0.145001,-160.552,
0.146001,-413.758,
0.147,284.053,
0.148001,-225.958,
0.149001,344.452,
0.150001,-104.34,
0.151,257.449,
0.152,-275.672,
0.153001,22.6663,
0.154,262.91,
0.155,43.2599,
0.156,-92.8178,
0.157001,27.0624,
0.158001,395.522,
0.159001,-341.164,
0.160001,246.311,
0.161001,57.8833,
0.162,22.3159,
0.163,-205.588,
0.164,-248.002,
0.165,146.752,
0.166,-306.377,
0.167001,419.525,
0.168001,212.462,
0.169001,282.384,
0.170001,134.389,
0.171001,-153.854,
0.172,232.646,
0.173,-425.002,
0.174,-248.018,
0.175,250.779,
0.176001,-40.634,
0.177001,160.745,
0.178001,94.9971,
0.179001,-16.3781,
0.180001,-22.2436,
0.181,-111.138,
0.182,49.8771,
0.183,-296.917,
0.184,72.5559,
0.185,7.71472,
0.186001,19.7826,
0.187001,9.48219,
0.188001,-238.125,
0.189001,99.3086,
0.190001,-25.0501,
0.191,-328.487,
0.192,39.3832,
0.193,-591.823,
0.194,-29.9688,
0.195,65.7409,
0.196001,214.053,
0.197001,74.3852,
0.198001,25.8102,
0.199001,-249.566,
0.2,238.292,
0.201,26.1688,
0.202,37.8485,
0.203,124.015,
0.204,-245.358,
0.205001,-158.565,
0.206001,-154.589,
0.207001,57.2697,
0.208001,-169.893,
0.209001,87.0081,
0.21,135.782,
0.211,-255.899,
0.212,-181.687,
0.213,-99.9638,
0.214,-47.2516,
0.215001,-14.1377,
0.216001,-222.394,
0.217001,-146.889,
0.218001,-57.6069,
0.219,-480.04,
0.22,153.615,
0.221,35.3117,
0.222,28.4877,
0.223,13.2131,
0.224001,-260.254,
0.225001,-154.406,
0.226001,36.0292,
0.227001,-113.101,
0.228001,29.0644,
0.229,225.1,
0.23,109.079,
0.231,292.169,
0.232,325.57,
0.233,-37.3024,
0.234001,61.3067,
0.235001,-123.346,
0.236001,-187.281,
0.237001,16.8689,
0.238,21.1411,
0.239,-14.4451,
0.24,51.9085,
0.241,-106.612,
0.242,-110.985,
0.243001,-440.85,
0.244001,-193.832,
0.245001,-348.575,
0.246001,-27.1893,
0.247001,85.8232,
0.248001,283.481,
0.249001,487.089,
0.250001,277.627,
0.251001,307.65,
0.252,416.156,
0.253,-220.398,
0.254,-326.755,
0.255,-100.466,
0.256,-276.312,
0.257001,-29.819,
0.258001,289.042,
0.259001,49.3145,
0.260001,41.0632,
0.261001,162.402,
0.262,-65.5476,
0.263,-200.853,
0.264,62.5527,
0.265,-34.7849,
0.266,-61.5093,
0.267001,-8.34848,
0.268001,142.222,
0.269001,389.892,
0.270001,39.3063,
0.271001,-48.4289,
0.272,48.2966,
0.273,-401.323,
0.274,-102.262,
0.275,98.7246,
0.276001,90.2656,
0.277001,250.938,
0.278001,57.7265,
0.279001,330.523,
0.280001,-114.33,
0.281,9.8835,
0.282,-20.6747,
0.283,-262.362,
0.284,23.6836,
0.285,-207.01,
0.286001,-157.375,
0.287001,59.6675,
0.288001,-45.3488,
0.289001,272.359,
0.290001,-185.994,
0.291,-332.939,
0.292,-76.4314,
0.293,-30.0183,
0.294,-153.247,
0.295001,-217.416,
0.296001,327.787,
0.297001,-130.039,
0.298001,20.1796,
0.299001,26.8282,
0.3,-241.404,
Time(s),Acceleration(m_s2),10_AT3_Field/A/C3/MeshedPart-PART-1-1 in Element 100237
0,-9.17709,
0.00100087,-9.70114,
0.00200092,-10.0316,
0.00300098,-10.2526,
0.0040004,-9.89003,
0.00500011,-148.601,
0.00600004,11.9024,
0.00700095,-90.7343,
0.00800051,-493.814,
0.00900044,-25.7766,
0.0100009,-315.295,
0.0110003,-430.555,
0.0120003,-72.7565,
0.0130004,139.082,
0.014001,19.104,
0.0150006,324.51,
0.016001,45.9285,
0.017001,414.475,
0.0180008,263.112,
0.0190005,415.226,
0.0200003,24.2211,
0.0210001,273.491,
0.0220002,96.5604,
0.0230004,332.369,
0.0240006,-81.4889,
0.0250008,-107.046,
0.026001,19.0405,
0.0270001,-163.992,
0.0280003,-209.793,
0.0290005,31.9386,
0.0300007,-91.483,
0.0310009,138.342,
0.0320011,-81.299,
0.0330002,393.84,
0.0340004,56.9603,
0.0350008,557.457,
0.0360008,103.669,
0.0370007,12.7005,
0.0380006,205.34,
0.0390005,-114.58,
0.0400007,158.418,
0.0410009,66.7492,
0.042,94.1372,
0.0430002,72.9545,
0.0440005,155.053,
0.0450005,130.506,
0.0460002,96.366,
0.0470001,181.771,
0.0480006,-184.688,
0.049001,200.738,
0.0500004,159.861,
0.0510008,254.128,
0.0520006,2.5335,
0.0530006,193.116,
0.0540007,109.899,
0.0550009,-35.3662,
0.0560008,-257.46,
0.0570008,-210.441,
0.0580006,297.745,
0.0590003,-317.932,
0.0600002,-149.989,
0.0610008,1366.72,
0.0620008,342.671,
0.0630002,878.004,
0.0640006,1084.53,
0.065,-733.996,
0.0660009,-699.615,
0.0670003,142.547,
0.0680008,-133.895,
0.069001,430.884,
0.0700001,-956.784,
0.0710008,461.326,
0.0720009,377.313,
0.0730003,-43.6674,
0.0740008,268.532,
0.0750004,-73.4721,
0.0760006,-482.705,
0.0770001,574.784,
0.0780002,-614.129,
0.0790001,49.0892,
0.0800003,307.817,
0.0810003,161.079,
0.0820008,767.562,
0.0830008,67.0309,
0.0840008,1056.09,
0.0850002,-960.312,
0.086001,290.988,
0.0870006,666.343,
0.088,-24.6507,
0.0890004,36.0808,
0.090001,261.734,
0.0910003,23.5697,
0.0920007,237.621,
0.0930001,243.993,
0.0940007,516.098,
0.0950005,178.995,
0.0960003,-290.537,
0.0970001,707.127,
0.0980009,-40.7267,
0.0990007,-192.525,
0.1,-151.933,
0.101,355.21,
0.102,292.32,
0.103001,748.618,
0.104001,-72.8256,
0.105,-120.273,
0.106,16.041,
0.107,224.357,
0.108001,94.4154,
0.109001,159.202,
0.11,203.102,
0.111,390.791,
0.112,-92.4769,
0.113,209.925,
0.114,263.179,
0.115001,38.6557,
0.116001,102.922,
0.117001,-212.232,
0.118001,-8.39842,
0.119,-551.292,
0.12,-38.7384,
0.121,149.248,
0.122,87.3346,
0.123,83.8933,
0.124001,360.099,
0.125001,-519.696,
0.126001,-123.766,
0.127001,-245.613,
0.128001,-255.274,
0.129,247.909,
0.13,-660.818,
0.131,204.471,
0.132,94.0499,
0.133,-68.1173,
0.134001,199.925,
0.135001,-228.489,
0.136001,325.068,
0.137001,-362.888,
0.138001,284.872,
0.139,-21.8699,
0.14,-134.562,
0.141,130.574,
0.142,228.495,
0.143001,232.654,
0.144001,-62.6933,
0.145001,-42.3476,
0.146001,-536.258,
0.147,176.683,
0.148001,-440.154,
0.149001,-281.352,
0.150001,-204.601,
0.151,44.3565,
0.152,-338.632,
0.153001,-205.977,
0.154,237.57,
0.155,-3.20787,
0.156,275.887,
0.157001,-308.601,
0.158001,70.1026,
0.159001,214.017,
0.160001,-455.606,
0.161001,-305.907,
0.162,14.9497,
0.163,-429.044,
0.164,163.11,
0.165,60.1633,
0.166,-197.38,
0.167001,-283.82,
0.168001,-14.0109,
0.169001,113.28,
0.170001,-13.955,
0.171001,-209.108,
0.172,138.291,
0.173,37.955,
0.174,324.711,
0.175,-98.5942,
0.176001,131.095,
0.177001,-481.98,
0.178001,50.7436,
0.179001,-79.8092,
0.180001,-424.81,
0.181,2.00451,
0.182,30.1626,
0.183,206,
0.184,-105.344,
0.185,177.595,
0.186001,5.52487,
0.187001,9.80355,
0.188001,21.2946,
0.189001,282.739,
0.190001,-96.5655,
0.191,-91.5188,
0.192,99.3193,
0.193,85.0192,
0.194,485.116,
0.195,129.44,
0.196001,292.479,
0.197001,-8.84579,
0.198001,-66.5569,
0.199001,223.845,
0.2,-112.985,
0.201,357.651,
0.202,4.68895,
0.203,408.282,
0.204,153.743,
0.205001,-42.897,
0.206001,36.5536,
0.207001,382.001,
0.208001,23.4676,
0.209001,75.836,
0.21,119.036,
0.211,95.4016,
0.212,-6.78283,
0.213,46.5478,
0.214,42.3645,
0.215001,82.5594,
0.216001,66.4922,
0.217001,42.53,
0.218001,-336.077,
0.219,-160.64,
0.22,-75.4537,
0.221,87.2153,
0.222,-173.129,
0.223,-11.1181,
0.224001,230.11,
0.225001,-173.174,
0.226001,67.9929,
0.227001,-13.9368,
0.228001,174.227,
0.229,-64.1133,
0.23,-121.377,
0.231,-68.9561,
0.232,-132.712,
0.233,17.5814,
0.234001,121.479,
0.235001,317.531,
0.236001,-0.070188,
0.237001,-0.166679,
0.238,-323.939,
0.239,6.6818,
0.24,-153.197,
0.241,16.5286,
0.242,-322.095,
0.243001,-223.663,
0.244001,166.539,
0.245001,-243.272,
0.246001,406.666,
0.247001,-352.013,
0.248001,-12.0349,
0.249001,-148.801,
0.250001,-521.744,
0.251001,10.1216,
0.252,-186.203,
0.253,-167.481,
0.254,-113.679,
0.255,218.996,
0.256,-300.717,
0.257001,-97.2561,
0.258001,-214.974,
0.259001,13.1885,
0.260001,-189.512,
0.261001,-141.794,
0.262,19.6464,
0.263,38.1363,
0.264,82.9119,
0.265,593.54,
0.266,-172.37,
0.267001,-120.473,
0.268001,-163.274,
0.269001,-152.299,
0.270001,-263.796,
0.271001,-47.2463,
0.272,201.985,
0.273,66.8614,
0.274,140.775,
0.275,-48.7423,
0.276001,243.834,
0.277001,-26.1175,
0.278001,-316.621,
0.279001,-65.027,
0.280001,-104.754,
0.281,-153.979,
0.282,91.0229,
0.283,-189.745,
0.284,105.043,
0.285,169.869,
0.286001,-18.706,
0.287001,-131.317,
0.288001,-181.655,
0.289001,-220.157,
0.290001,-32.1719,
0.291,-119.737,
0.292,331.689,
0.293,234.769,
0.294,340.556,
0.295001,399.744,
0.296001,77.7824,
0.297001,249.241,
0.298001,-78.3989,
0.299001,59.1467,
0.3,-25.3947,
Time(s),Acceleration(m_s2),11_AT3_Field/A/C3/MeshedPart-PART-1-1 in Element 100131
0,-9.17709,
0.00100087,-10.1495,
0.00200092,-10.1495,
0.00300098,-9.70114,
0.0040004,-9.89003,
0.00500011,-51.5853,
0.00600004,-28.4119,
0.00700095,23.7789,
0.00800051,-320.83,
0.00900044,-53.7141,
0.0100009,-582.313,
0.0110003,-297.98,
0.0120003,64.1528,
0.0130004,-465.152,
0.014001,-188.816,
0.0150006,-25.9608,
0.016001,39.2411,
0.017001,396.559,
0.0180008,716.587,
0.0190005,346.192,
0.0200003,747.752,
0.0210001,303.198,
0.0220002,178.334,
0.0230004,317.882,
0.0240006,-264.01,
0.0250008,-40.8145,
0.026001,-234.71,
0.0270001,-298.671,
0.0280003,-65.6418,
0.0290005,-14.0298,
0.0300007,-261.559,
0.0310009,420.388,
0.0320011,-150.227,
0.0330002,481.857,
0.0340004,394.391,
0.0350008,197.043,
0.0360008,280.703,
0.0370007,372.365,
0.0380006,254.368,
0.0390005,133.504,
0.0400007,5.57188,
0.0410009,-196.392,
0.042,-414.652,
0.0430002,-92.6738,
0.0440005,82.3959,
0.0450005,-110.136,
0.0460002,26.6328,
0.0470001,121.624,
0.0480006,154.795,
0.049001,339.006,
0.0500004,39.9664,
0.0510008,-89.9302,
0.0520006,5.37242,
0.0530006,-159.018,
0.0540007,-62.4733,
0.0550009,-265.642,
0.0560008,-78.4035,
0.0570008,-111.49,
0.0580006,260.738,
0.0590003,-155.177,
0.0600002,702.253,
0.0610008,29.2633,
0.0620008,930.307,
0.0630002,24.6568,
0.0640006,522.435,
0.065,647.487,
0.0660009,-399.761,
0.0670003,-388.891,
0.0680008,162.227,
0.069001,-1023.77,
0.0700001,210.824,
0.0710008,-836.956,
0.0720009,-22.8096,
0.0730003,-108.085,
0.0740008,-9.61846,
0.0750004,197.244,
0.0760006,603.463,
0.0770001,-267.325,
0.0780002,902.87,
0.0790001,-541.089,
0.0800003,879.332,
0.0810003,-345.137,
0.0820008,-788.515,
0.0830008,125.373,
0.0840008,702.622,
0.0850002,-243.385,
0.086001,384.417,
0.0870006,140.556,
0.088,1164,
0.0890004,168.034,
0.090001,216.663,
0.0910003,61.9042,
0.0920007,772.819,
0.0930001,-267.5,
0.0940007,660.333,
0.0950005,455.35,
0.0960003,626.19,
0.0970001,120.583,
0.0980009,362.896,
0.0990007,151.581,
0.1,483.987,
0.101,-238.723,
0.102,286.833,
0.103001,-40.6712,
0.104001,42.9839,
0.105,482.126,
0.106,-221.197,
0.107,637.693,
0.108001,0.864769,
0.109001,172.42,
0.11,20.9137,
0.111,-37.8364,
0.112,21.1136,
0.113,-29.3894,
0.114,71.2991,
0.115001,608.189,
0.116001,28.5774,
0.117001,211.446,
0.118001,447.304,
0.119,333.802,
0.12,61.9381,
0.121,-970.655,
0.122,428.904,
0.123,-263.838,
0.124001,35.9231,
0.125001,-155.834,
0.126001,266.947,
0.127001,-258.498,
0.128001,442.498,
0.129,-164.181,
0.13,209.566,
0.131,-77.7265,
0.132,-148.286,
0.133,-66.2792,
0.134001,-353.625,
0.135001,-171.357,
0.136001,-52.3837,
0.137001,163.108,
0.138001,-523.12,
0.139,537.671,
0.14,-159.719,
0.141,417.783,
0.142,-373.182,
0.143001,62.6125,
0.144001,21.3696,
0.145001,157.475,
0.146001,-440.505,
0.147,29.1741,
0.148001,43.5739,
0.149001,-215.863,
0.150001,457.49,
0.151,-307.426,
0.152,174.754,
0.153001,-297.961,
0.154,55.094,
0.155,-433.356,
0.156,105.273,
0.157001,-228.587,
0.158001,189.634,
0.159001,-57.5026,
0.160001,273.348,
0.161001,-375.309,
0.162,235.94,
0.163,-270.443,
0.164,9.99068,
0.165,-212.884,
0.166,-286.532,
0.167001,-110.17,
0.168001,-33.5171,
0.169001,140.583,
0.170001,52.793,
0.171001,-397.539,
0.172,-11.8698,
0.173,-209.282,
0.174,-180.194,
0.175,-158.265,
0.176001,126.894,
0.177001,-160.49,
0.178001,-44.2412,
0.179001,16.2885,
0.180001,59.5213,
0.181,-264.032,
0.182,142.455,
0.183,-35.4143,
0.184,-12.2969,
0.185,-20.8425,
0.186001,19.5576,
0.187001,66.2882,
0.188001,37.0325,
0.189001,277.801,
0.190001,-253.078,
0.191,289.334,
0.192,10.5853,
0.193,164.494,
0.194,-246.193,
0.195,267.835,
0.196001,-216.584,
0.197001,374.776,
0.198001,-173.419,
0.199001,251.266,
0.2,157.497,
0.201,-34.5564,
0.202,117.208,
0.203,-187.843,
0.204,223.229,
0.205001,27.3612,
0.206001,-77.6458,
0.207001,309.024,
0.208001,-113.502,
0.209001,389.052,
0.21,-172.43,
0.211,218.866,
0.212,3.639,
0.213,259.321,
0.214,-150.459,
0.215001,104.742,
0.216001,31.2366,
0.217001,101.79,
0.218001,18.5989,
0.219,52.3103,
0.22,53.4873,
0.221,366.74,
0.222,-144.103,
0.223,139.164,
0.224001,-23.0767,
0.225001,-220.307,
0.226001,-21.5539,
0.227001,-107.278,
0.228001,-203.032,
0.229,114.994,
0.23,12.5477,
0.231,-154.766,
0.232,-33.3462,
0.233,-266.331,
0.234001,-20.5388,
0.235001,-450.953,
0.236001,45.8256,
0.237001,-251.751,
0.238,368.237,
0.239,30.4968,
0.24,134.583,
0.241,252.873,
0.242,-55.2263,
0.243001,-17.3738,
0.244001,-135.2,
0.245001,-108.199,
0.246001,-316.195,
0.247001,18.8186,
0.248001,18.1429,
0.249001,-110.544,
0.250001,226.387,
0.251001,89.668,
0.252,-363.339,
0.253,123.044,
0.254,-225.412,
0.255,-85.0379,
0.256,32.8619,
0.257001,-92.4952,
0.258001,2.44998,
0.259001,-84.1714,
0.260001,410.199,
0.261001,-384.042,
0.262,196.708,
0.263,-362.979,
0.264,112.281,
0.265,-437.773,
0.266,184.249,
0.267001,-136.349,
0.268001,254.394,
0.269001,-184.595,
0.270001,242.524,
0.271001,-339.256,
0.272,158.909,
0.273,-477.453,
0.274,56.4717,
0.275,-179.786,
0.276001,112.487,
0.277001,-299.545,
0.278001,447.624,
0.279001,-7.25958,
0.280001,196.008,
0.281,-168.343,
0.282,119.601,
0.283,-488.145,
0.284,169.916,
0.285,-183.107,
0.286001,213.993,
0.287001,149.771,
0.288001,-2.55868,
0.289001,293.18,
0.290001,129.582,
0.291,64.3436,
0.292,134.632,
0.293,-75.2906,
0.294,61.0265,
0.295001,29.0963,
0.296001,8.62542,
0.297001,124.457,
0.298001,4.34384,
0.299001,86.893,
0.3,-279.445,
Time(s),Acceleration(m_s2),12_AT3_Field/A/C3/MeshedPart-PART-1-1 in Element 99996
0,-9.17709,
0.00100087,-9.70114,
0.00200092,-9.95672,
0.00300098,-9.95672,
0.0040004,-10.1506,
0.00500011,-44.1609,
0.00600004,-209.491,
0.00700095,-14.5966,
0.00800051,-458.324,
0.00900044,-124.235,
0.0100009,-227.11,
0.0110003,-308.431,
0.0120003,-4.51484,
0.0130004,-85.7367,
0.014001,-70.9265,
0.0150006,461.45,
0.016001,74.3104,
0.017001,266.175,
0.0180008,333.146,
0.0190005,385.163,
0.0200003,279.533,
0.0210001,331.102,
0.0220002,109.894,
0.0230004,392.022,
0.0240006,357.729,
0.0250008,123.745,
0.026001,-124.929,
0.0270001,-132.442,
0.0280003,-219.656,
0.0290005,-210.323,
0.0300007,37.5535,
0.0310009,-249.809,
0.0320011,33.5891,
0.0330002,237.413,
0.0340004,319.656,
0.0350008,97.2944,
0.0360008,279.548,
0.0370007,321.198,
0.0380006,278.008,
0.0390005,450.454,
0.0400007,-232.031,
0.0410009,166.208,
0.042,-99.5984,
0.0430002,384.874,
0.0440005,51.579,
0.0450005,-116.009,
0.0460002,-244.007,
0.0470001,-1.69923,
0.0480006,47.9059,
0.049001,208.168,
0.0500004,-251.18,
0.0510008,14.2166,
0.0520006,55.4926,
0.0530006,53.739,
0.0540007,-64.1809,
0.0550009,105.959,
0.0560008,-390.964,
0.0570008,207.344,
0.0580006,-62.9914,
0.0590003,-123.253,
0.0600002,1147.49,
0.0610008,564.545,
0.0620008,22.2679,
0.0630002,246.071,
0.0640006,-267.392,
0.065,620.971,
0.0660009,-358.159,
0.0670003,867.072,
0.0680008,-613.728,
0.069001,-164.7,
0.0700001,398.254,
0.0710008,-114.266,
0.0720009,368.457,
0.0730003,-256.702,
0.0740008,-385.486,
0.0750004,-783.09,
0.0760006,-90.3102,
0.0770001,255.939,
0.0780002,-95.1696,
0.0790001,553.133,
0.0800003,136.772,
0.0810003,-369.555,
0.0820008,87.645,
0.0830008,-31.5146,
0.0840008,595.465,
0.0850002,-369.429,
0.086001,-234.877,
0.0870006,592.709,
0.088,-75.3227,
0.0890004,174.294,
0.090001,648.695,
0.0910003,196.866,
0.0920007,505.305,
0.0930001,465.416,
0.0940007,-128.078,
0.0950005,627.101,
0.0960003,-277.005,
0.0970001,44.8112,
0.0980009,-356.494,
0.0990007,775.758,
0.1,366.122,
0.101,250.67,
0.102,278.107,
0.103001,434.267,
0.104001,449.714,
0.105,111.581,
0.106,67.6673,
0.107,-144.126,
0.108001,-397.34,
0.109001,179.28,
0.11,-456.61,
0.111,703.038,
0.112,37.9904,
0.113,312.916,
0.114,445.925,
0.115001,103.486,
0.116001,204.024,
0.117001,231.383,
0.118001,-135.549,
0.119,335.866,
0.12,95.9077,
0.121,70.8189,
0.122,40.2675,
0.123,-198.743,
0.124001,306.503,
0.125001,-244.154,
0.126001,-197.674,
0.127001,366.615,
0.128001,-609.338,
0.129,108.972,
0.13,-198.731,
0.131,173.43,
0.132,-69.3636,
0.133,262.502,
0.134001,-111.122,
0.135001,-21.6345,
0.136001,-31.3868,
0.137001,-308.51,
0.138001,-273.863,
0.139,86.1481,
0.14,-300.072,
0.141,184.712,
0.142,-78.1157,
0.143001,499.543,
0.144001,-44.8474,
0.145001,239.677,
0.146001,65.3374,
0.147,299.964,
0.148001,-329.331,
0.149001,-162.239,
0.150001,11.8228,
0.151,-93.0891,
0.152,-212.554,
0.153001,-69.7727,
0.154,-154.186,
0.155,-75.3324,
0.156,-64.5463,
0.157001,-227.912,
0.158001,89.0843,
0.159001,-91.2987,
0.160001,23.2828,
0.161001,-165.82,
0.162,237.603,
0.163,-44.5071,
0.164,146.951,
0.165,246.143,
0.166,-305.619,
0.167001,241.683,
0.168001,-127.687,
0.169001,-344.913,
0.170001,-132.601,
0.171001,-289.678,
0.172,277.486,
0.173,-247.359,
0.174,308.763,
0.175,-407.863,
0.176001,-35.8858,
0.177001,-90.3274,
0.178001,-213.341,
0.179001,104.402,
0.180001,-78.3745,
0.181,-100.648,
0.182,278.985,
0.183,-261.528,
0.184,168.045,
0.185,-108.661,
0.186001,-72.65,
0.187001,-32.1311,
0.188001,-423.566,
0.189001,-129.33,
0.190001,-69.3011,
0.191,-56.6157,
0.192,296.66,
0.193,47.7692,
0.194,96.1538,
0.195,-65.0314,
0.196001,-43.2881,
0.197001,157.439,
0.198001,65.3826,
0.199001,20.4933,
0.2,97.4802,
0.201,-147.991,
0.202,-77.9671,
0.203,37.8895,
0.204,140.511,
0.205001,338.789,
0.206001,8.91629,
0.207001,65.3963,
0.208001,39.2836,
0.209001,-147.256,
0.21,-244.22,
0.211,-190.119,
0.212,474.456,
0.213,-188.589,
0.214,215.268,
0.215001,-65.5106,
0.216001,60.8857,
0.217001,52.1409,
0.218001,-11.8151,
0.219,88.9758,
0.22,35.3866,
0.221,-133.124,
0.222,36.3279,
0.223,-141.398,
0.224001,-65.4306,
0.225001,289.45,
0.226001,-153.948,
0.227001,48.1939,
0.228001,-370.515,
0.229,-203.922,
0.23,-233.47,
0.231,-269.269,
0.232,211.339,
0.233,-325.815,
0.234001,69.6645,
0.235001,221.306,
0.236001,-2.14606,
0.237001,132.265,
0.238,-40.6207,
0.239,-126.003,
0.24,131.582,
0.241,86.808,
0.242,-54.0379,
0.243001,320.838,
0.244001,288.421,
0.245001,312.44,
0.246001,-24.8457,
0.247001,-139.405,
0.248001,-80.809,
0.249001,-326.471,
0.250001,-209.191,
0.251001,-494.611,
0.252,-555.832,
0.253,33.9387,
0.254,-33.1915,
0.255,136.735,
0.256,93.2713,
0.257001,93.1786,
0.258001,-192.71,
0.259001,-3.21827,
0.260001,-46.09,
0.261001,-10.3596,
0.262,35.1117,
0.263,202.483,
0.264,7.72787,
0.265,160.579,
0.266,105.424,
0.267001,274.578,
0.268001,-118.836,
0.269001,75.364,
0.270001,-69.8553,
0.271001,-75.8135,
0.272,31.5849,
0.273,99.477,
0.274,288.668,
0.275,-12.9528,
0.276001,-231.085,
0.277001,-298.616,
0.278001,-327.216,
0.279001,-290.948,
0.280001,-187.133,
0.281,-266.659,
0.282,115.738,
0.283,-219.067,
0.284,253.183,
0.285,110.446,
0.286001,123.143,
0.287001,313.185,
0.288001,-135.626,
0.289001,-62.7163,
0.290001,45.6831,
0.291,314.808,
0.292,119.224,
0.293,262.464,
0.294,185.735,
0.295001,181.018,
0.296001,-91.6479,
0.297001,60.0944,
0.298001,-45.8153,
0.299001,94.9137,
0.3,-42.0926,
